ID	FK_Plant_ID	Unique_Plant_ID	PlantName	Biomass	OtherSolidFuels	LiquidFuels	NaturalGas	OtherGases	SO2	NOx	Dust
1	427	AT0001	Energie AG Oberösterreich Kraftwerke GmbH, Standort Timelkam, KW Timelkam GuD	0	0	0	6137.653	0	0	46.91	0
2	528	AT0001	Energie AG Oberösterreich Kraftwerke GmbH, Standort Timelkam, KW Timelkam GuD	0	0	0	10482.799	0	0	153.49	0
3	628	AT0001	Energie AG Oberösterreich Kraftwerke GmbH, Standort Timelkam, KW Timelkam GuD	0	0	0	10112.002	0	0	128.05	0
4	725	AT0001	Energie AG Oberösterreich Kraftwerke GmbH, Standort Timelkam, KW Timelkam GuD	0	0	0	3411.409752	0	0	42.37	0
5	820	AT0001	Energie AG Oberösterreich Kraftwerke GmbH, Standort Timelkam, KW Timelkam GuD	0	0	0	521	0	0	6.8	0
6	1	AT0002	EVN, KW Korneuburg				756.209319806889		0	0.0192465	0
7	81	AT0002	EVN, KW Korneuburg				3254.03002562846		0	18.72	0
8	161	AT0002	EVN, KW Korneuburg				2255.05763532135		0	31.65	0
9	241	AT0002	EVN AG, EVN AG Kraftwerk Korneuburg, KWK Block B	0	0	0	1824.408	0	0	85.91699	0
10	332	AT0002	EVN AG, EVN AG Kraftwerk Korneuburg, KWK Block B	0	0	0	2529.972	0	0	109.18	0
11	428	AT0002	EVN AG, EVN AG Kraftwerk Korneuburg, KWK Block B	0	0	0	1511.6	0	0	81.2	0
12	529	AT0002	EVN AG, EVN AG Kraftwerk Korneuburg, KWK Block B	0	0	0	1628.899	0	0	90.38	0
13	629	AT0002	EVN AG, EVN AG Kraftwerk Korneuburg, KWK Block B	0	0	0	213.14592	0	0	11.26	0
14	726	AT0002	EVN AG, EVN AG Kraftwerk Korneuburg, KWK Block B	0	0	0	130.945398479999	0	0	7.9	0
15	821	AT0002	EVN AG, EVN AG Kraftwerk Korneuburg, KWK Block B	0	0	0	14	0	0	0.9	0
16	242	AT0003	Fernwärme Wien GesmbH, Spittelau, Heißwasserkessel 1/2	0	0	107.1423	553.896	0	4.17	4.59	1.81
17	333	AT0003	Fernwärme Wien GesmbH, Spittelau, Heißwasserkessel 1/2	0	0	16.38	325.332	0	0.804	5.02	0.764
18	429	AT0003	Fernwärme Wien GesmbH, Spittelau, Heißwasserkessel 1/2	0	0	14.9688	458.748	0	0.841	8.603499	1.069
19	530	AT0003	Fernwärme Wien GesmbH, Spittelau, Heißwasserkessel 1/2	0	0	10.0338	575.3592	0	0.162	10.944	1.223
20	630	AT0003	Fernwärme Wien GesmbH, Spittelau, Heißwasserkessel 1/2	0	0	1.18146	444.08404	0	0.026	7.828	1.25
21	727	AT0003	Fernwärme Wien GesmbH, Spittelau, Heißwasserkessel 1/2	0	0	15.7479	1196.421624	0	0.37	23.275	1.682
22	822	AT0003	WIEN ENERGIE GmbH (ehemals Fernwärme Wien GesmbH), Spittelau, Heißwasserkessel 1/2	0	0	11	1303	0	0.303	26.3	1.9
23	243	AT0004	OMV Gas GmbH, Verdichterstation Baumgarten, Compressor 2	0	0	0	37.102932	0	0	8.383	0
24	334	AT0004	OMV Gas GmbH, Verdichterstation Baumgarten, Compressor 2	0	0	0	115.41229	0	0	26.07699	0
25	430	AT0004	OMV Gas GmbH, Verdichterstation Baumgarten, Compressor 2	0	0	0	431.87493	0	0	150.797	0
26	531	AT0004	OMV Gas GmbH, Verdichterstation Baumgarten, Compressor 2	0	0	0	359.3123	0	0	70.235	0
27	631	AT0004	Gas Connect Austria GmbH, Verdichterstation Baumgarten, Compressor 2	0	0	0	485.30248	0	0	94.862	0
28	728	AT0004	Gas Connect Austria GmbH, Verdichterstation Baumgarten, Compressor 2	0	0	0	271.837368	0	0	54.773	0
29	823	AT0004	Gas Connect Austria GmbH, Verdichterstation Baumgarten, Compressor 2	0	0	0	121	0	0	23.6	0
30	244	AT0005	OMV Gas GmbH, Verdichterstation Baumgarten, Compressor 500	0	0	0	662.871204	0	0	163.899	0
31	335	AT0005	OMV Gas GmbH, Verdichterstation Baumgarten, Compressor 500	0	0	0	781.2469	0	0	200.625	0
32	431	AT0005	OMV Gas GmbH, Verdichterstation Baumgarten, Compressor 500	0	0	0	661.20112	0	0	63.941	0
33	532	AT0005	OMV Gas GmbH, Verdichterstation Baumgarten, Compressor 500	0	0	0	563.49946	0	0	31.067	0
34	632	AT0005	Gas Connect Austria GmbH, Verdichterstation Baumgarten, Compressor 500	0	0	0	732.0322	0	0	40.359	0
35	729	AT0005	Gas Connect Austria GmbH, Verdichterstation Baumgarten, Compressor 500	0	0	0	740.5452	0	0	38.182	0
36	824	AT0005	Gas Connect Austria GmbH, Verdichterstation Baumgarten, Compressor 500	0	0	0	341	0	0	15.7	0
37	245	AT0006	OMV Gas GmbH, Verdichterstation Baumgarten, Compressor 600	0	0	0	669.230244	0	0	21.7	0
38	336	AT0006	OMV Gas GmbH, Verdichterstation Baumgarten, Compressor 600	0	0	0	605.9367	0	0	19.639	0
39	432	AT0006	OMV Gas GmbH, Verdichterstation Baumgarten, Compressor 600	0	0	0	855.21398	0	0	27.405	0
40	533	AT0006	OMV Gas GmbH, Verdichterstation Baumgarten, Compressor 600	0	0	0	752.27065	0	0	30.646	0
41	633	AT0006	Gas Connect Austria GmbH, Verdichterstation Baumgarten, Compressor 600	0	0	0	1009.248	0	0	47.228	0
42	730	AT0006	Gas Connect Austria GmbH, Verdichterstation Baumgarten, Compressor 600	0	0	0	1092.63823199999	0	0	53.704	0
43	825	AT0006	Gas Connect Austria GmbH, Verdichterstation Baumgarten, Compressor 600	0	0	0	862	0	0	42.2	0
44	246	AT0007	OMV Gas GmbH, Verdichterstation Baumgarten, Compressor 700	0	0	0	1015.462548	0	0	24.099	0
45	337	AT0007	OMV Gas GmbH, Verdichterstation Baumgarten, Compressor 700	0	0	0	1135.568592	0	0	27.858	0
46	433	AT0007	OMV Gas GmbH, Verdichterstation Baumgarten, Compressor 700	0	0	0	743.84452	0	0	17.778	0
47	534	AT0007	OMV Gas GmbH, Verdichterstation Baumgarten, Compressor 700	0	0	0	776.52151	0	0	42.811	0
48	634	AT0007	Gas Connect Austria GmbH, Verdichterstation Baumgarten, Compressor 700	0	0	0	496.40475	0	0	27.367	0
49	731	AT0007	Gas Connect Austria GmbH, Verdichterstation Baumgarten, Compressor 700	0	0	0	352.615032	0	0	18.034	0
50	826	AT0007	Gas Connect Austria GmbH, Verdichterstation Baumgarten, Compressor 700	0	0	0	1267	0	0	66.2	0
51	247	AT0008	OMV Gas GmbH, Verdichterstation Grafendorf, Compressor 400	0	0	0	731.526804	0	0	26.1	0
52	338	AT0008	OMV Gas GmbH, Verdichterstation Grafendorf, Compressor 400	0	0	0	778.00824	0	0	40.761	0
53	434	AT0008	OMV Gas GmbH, Verdichterstation Grafendorf, Compressor 400	0	0	0	332.51828	0	0	13.376	0
54	535	AT0008	OMV Gas GmbH, Verdichterstation Grafendorf, Compressor 400	0	0	0	178.41965	0	0	5.664	0
55	635	AT0008	Gas Connect Austria GmbH, Verdichterstation Grafendorf, Compressor 400	0	0	0	1082.959	0	0	42.599	0
56	732	AT0008	Gas Connect Austria GmbH, Verdichterstation Grafendorf, Compressor 400	0	0	0	596.969827056	0	0	29.163	0
57	827	AT0008	Gas Connect Austria GmbH, Verdichterstation Grafendorf, Compressor 400	0	0	0	311	0	0	12.6	0
58	248	AT0009	OMV Gas GmbH, Verdichterstation Grafendorf, Compressor 500	0	0	0	706.84495199	0	0	25.4	0
59	339	AT0009	OMV Gas GmbH, Verdichterstation Grafendorf, Compressor 500	0	0	0	845.694036	0	0	46.35	0
60	435	AT0009	OMV Gas GmbH, Verdichterstation Grafendorf, Compressor 500	0	0	0	664.88896	0	0	40.62699	0
61	536	AT0009	OMV Gas GmbH, Verdichterstation Grafendorf, Compressor 500	0	0	0	653.69019	0	0	25.598	0
62	636	AT0009	Gas Connect Austria GmbH, Verdichterstation Grafendorf, Compressor 500	0	0	0	359.16031	0	0	13.868	0
63	733	AT0009	Gas Connect Austria GmbH, Verdichterstation Grafendorf, Compressor 500	0	0	0	572.374022256	0	0	26.871	0
64	828	AT0009	Gas Connect Austria GmbH, Verdichterstation Grafendorf, Compressor 500	0	0	0	802	0	0	36.8	0
65	249	AT0010	OMV Gas GmbH, Verdichterstation Grafendorf, Compressor 600	0	0	0	594.85460399	0	0	20.9	0
66	340	AT0010	OMV Gas GmbH, Verdichterstation Grafendorf, Compressor 600	0	0	0	393.49677	0	0	13.747	0
67	436	AT0010	OMV Gas GmbH, Verdichterstation Grafendorf, Compressor 600	0	0	0	508.05878	0	0	36.627	0
68	537	AT0010	OMV Gas GmbH, Verdichterstation Grafendorf, Compressor 600	0	0	0	677.94632	0	0	24.853	0
69	637	AT0010	Gas Connect Austria GmbH, Verdichterstation Grafendorf, Compressor 600	0	0	0	775.03269	0	0	27.677	0
70	734	AT0010	Gas Connect Austria GmbH, Verdichterstation Grafendorf, Compressor 600	0	0	0	350.578778724	0	0	16.233	0
71	829	AT0010	Gas Connect Austria GmbH, Verdichterstation Grafendorf, Compressor 600	0	0	0	998	0	0	41	0
72	437	AT0011	OMV Gas GmbH, Verdichterstation Weitendorf, Compressor 100	0	0	0	0	0	0	0	0
73	538	AT0011	OMV Gas GmbH, Verdichterstation Weitendorf, Compressor 100	0	0	0	132.31337	0	0	5.701	0
74	638	AT0011	Gas Connect Austria GmbH, Verdichterstation Weitendorf, Compressor 100	0	0	0	387.62284	0	0	14.433	0
75	735	AT0011	Gas Connect Austria GmbH, Verdichterstation Weitendorf, Compressor 100	0	0	0	409.798477656	0	0	14.847	0
76	830	AT0011	Gas Connect Austria GmbH, Verdichterstation Weitendorf, Compressor 100	0	0	0	186	0	0	6.6	0
77	438	AT0012	OMV Gas GmbH, Verdichterstation Weitendorf, Compressor 200	0	0	0	0	0	0	0	0
78	539	AT0012	OMV Gas GmbH, Verdichterstation Weitendorf, Compressor 200	0	0	0	322.16767	0	0	12.682	0
79	639	AT0012	Gas Connect Austria GmbH, Verdichterstation Weitendorf, Compressor 200	0	0	0	242.67623	0	0	8.654	0
80	736	AT0012	Gas Connect Austria GmbH, Verdichterstation Weitendorf, Compressor 200	0	0	0	333.372141215999	0	0	12.259	0
81	831	AT0012	Gas Connect Austria GmbH, Verdichterstation Weitendorf, Compressor 200	0	0	0	318	0	0	11.5	0
82	439	AT0013	OMV Gas GmbH, Verdichterstation Weitendorf, Compressor 300	0	0	0	0	0	0	0	0
83	540	AT0013	OMV Gas GmbH, Verdichterstation Weitendorf, Compressor 300	0	0	0	240.1865	0	0	9.415	0
84	640	AT0013	Gas Connect Austria GmbH, Verdichterstation Weitendorf, Compressor 300	0	0	0	282.76892	0	0	11.353	0
85	737	AT0013	Gas Connect Austria GmbH, Verdichterstation Weitendorf, Compressor 300	0	0	0	209.022397164	0	0	7.797	0
86	832	AT0013	Gas Connect Austria GmbH, Verdichterstation Weitendorf, Compressor 300	0	0	0	315	0	0	11.2	0
87	250	AT0014	Jungbunzlauer Austria AG, Werk Pernhofen, Kesselanlage 1	0	0	0	1416.024	375.39	179.41	62.25	0.1199
88	341	AT0014	Jungbunzlauer Austria AG, Werk Pernhofen, Kesselanlage 1	0	0	0	1586.71692	278.44668	80.32	43.003	0.051
89	440	AT0014	Jungbunzlauer Austria AG, Werk Pernhofen, Kesselanlage 1	0	0	0	1336.63	291.12695	39.67	37.54	0.047
90	541	AT0014	Jungbunzlauer Austria AG, Werk Pernhofen, Kesselanlage 1	0	0	0	1657.112	386.91719	557.33	47.11	0.058
91	641	AT0014	Jungbunzlauer Austria AG, Werk Pernhofen, Kesselanlage 1	0	0	0	1429.758	371.3238	28.48	42.54	0.049
92	738	AT0014	Jungbunzlauer Austria AG, Werk Pernhofen, Kesselanlage 1	0	0	0	1639.494	414.0648	174.66	48.49	0.059
93	833	AT0014	Jungbunzlauer Austria AG, Werk Pernhofen, Kesselanlage 1	0	0	0	1745	398	47	50.3	0.1
94	251	AT0015	Jungbunzlauer Austria AG, Werk Pernhofen, Kesselanlage 2	0	0	0	1444.788	0	0.06	23.8	0.1199
95	342	AT0015	Jungbunzlauer Austria AG, Werk Pernhofen, Kesselanlage 2	0	0	0	1469.18808	0	0	37.27	0.061
96	441	AT0015	Jungbunzlauer Austria AG, Werk Pernhofen, Kesselanlage 2	0	0	0	1419.48	0	0	37.7899	0.06099
97	542	AT0015	Jungbunzlauer Austria AG, Werk Pernhofen, Kesselanlage 2	0	0	0	1413.468	0	0	35.6	0.06
98	642	AT0015	Jungbunzlauer Austria AG, Werk Pernhofen, Kesselanlage 2	0	0	0	1494.792	0	0	35.76	0.06
99	739	AT0015	Jungbunzlauer Austria AG, Werk Pernhofen, Kesselanlage 2	0	0	0	1508.796	0	0.14	31.46	0.06
100	834	AT0015	Jungbunzlauer Austria AG, Werk Pernhofen, Kesselanlage 2	0	0	0	1440	0	0.1	44.9	0.1
101	2	AT0016	Lenzing AG	0	0	0	596.219791905681	0	325	542	108.8
102	82	AT0016	Lenzing AG	0	0	0	381.322904675396	0	350.9	460.6	102.7
103	162	AT0016	Lenzing AG	3316.305442	1039.49194333637	5.09731730381922	39.8505600000238	0	428.2	537.9	88.9
104	252	AT0016	Lenzing AG, Energie-,Faser-,Zellstoff-u.Papierprod., Gaskessel 1K6	0	0	0	365.148	0	0	19.901	0.2339
105	343	AT0016	Lenzing AG, Energie-,Faser-,Zellstoff-u.Papierprod., Gaskessel 1K6	0	0	0	305.1972	0	0	16.418	0.211
106	442	AT0016	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Gaskessel 1K6	0	0	0	506.448	0	0	21.314	0.35
107	543	AT0016	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Gaskessel 1K6	0	0	0	427.068	0	0	12.544	0.296
108	643	AT0016	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Gaskessel 1K6	0	0	9.631699	398.484	0	0	6.932	0.274
109	740	AT0016	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Gaskessel 1K6	0	0	0	281.16	0	0	6.044	0.192
110	835	AT0016	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Gaskessel 1K6	0	0	0	385	0	0	5	0
111	443	AT0017	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Laugekessel 2K10	0	3020.186	129.2704	19.728	0	72.578	306.927	38.9929
112	544	AT0017	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Laugekessel 2K10	0	2978.236	127.59879	16.488	0	76.041	326.012	60.138
113	644	AT0017	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Laugekessel 2K10	0	3040.533	39.521399	32.508	0	67.983	331.334	49.915
114	741	AT0017	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Laugekessel 2K10	0	3040.4714	1.15419999999999	15.84	0	87.48	333.756	13.813
115	836	AT0017	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Laugekessel 2K10	0	3082	0	0	0	121.2	342.1	41.8
116	444	AT0018	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Laugekessel 2K6	0	92.6904	1.6716	12.06	0	2.87	12.153	1.262
117	545	AT0018	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Laugekessel 2K6	0	88.2992	0	16.452	0	2.21	11.404	0.865
118	645	AT0018	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Laugekessel 2K6	0	70.0608	0	12.492	0	0.72	7.125	0.74
119	742	AT0018	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Laugekessel 2K6	0	114.5074	0	2.808	0	1.098	13.611	1.407
120	837	AT0018	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Laugekessel 2K6	0	111	0	6	0	1.7	12.5	1.6
121	445	AT0019	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Laugekessel 2K7	0	2782.12	107.14159	9.612	0	302.47	307.48	18.62
122	546	AT0019	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Laugekessel 2K7	0	2707.76	81.828799	8.172	0	333.32	305.119	22.377
123	646	AT0019	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Laugekessel 2K7	0	2751.666	43.4616	6.588	0	315.07	319.09	22.106
124	743	AT0019	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Laugekessel 2K7	0	2775.999	0.119399999999999	19.296	0	310.902	311.574	22.097
125	838	AT0019	Lenzing AG, Energie-, Faser-, Zellstoff- u. Papierprod., Laugekessel 2K7	0	2651	0	28	0	262.6	301.1	36.3
126	547	AT0020	Linz Strom GmbH, FHKW Mitte, FHKW Mitte GuD 1b	0	0	0	2727.396	0	0	47.55	0
127	647	AT0020	Linz Strom GmbH, FHKW Mitte, FHKW Mitte GuD 1b	0	0	0	2007.396	0	0	32.97	0
128	744	AT0020	Linz Strom GmbH, FHKW Mitte, FHKW Mitte GuD 1b	0	0	0	904.212	0	0	13.36	0
129	839	AT0020	Linz Strom GmbH, FHKW Mitte, FHKW Mitte GuD 1b	0	0	0	382	0	0	5.7	0
130	3	AT0021	Linz Strom GmbH, Nebingerstraße 1	0		0	0		0	0.11	0
131	83	AT0021	Linz Strom GmbH, Nebingerstraße 1	0		0	4095.93019694912		0	0.11	0
132	163	AT0021	Linz Strom GmbH, Nebingerstraße 1	1153.08544		4.93420315009701	237.758040000142		0	0.08	0
133	253	AT0021	Linz Strom GmbH, FHKW Mitte, FHKW Mitte GuD1	0	0	0	3602.844	0	0	72.82	3.0625
134	344	AT0021	Linz Strom GmbH, FHKW Mitte, FHKW Mitte GuD1	0	0	0	4305.436596	0	0	83	0
135	446	AT0021	Linz Strom GmbH, FHKW Mitte, FHKW Mitte GuD1	0	0	0	3384.864	0	0	53.46	0
136	548	AT0021	Linz Strom GmbH, FHKW Mitte, FHKW Mitte GuD1	0	0	0	3714.012	0	0	64.89	0
137	648	AT0021	Linz Strom GmbH, FHKW Mitte, FHKW Mitte GuD1	0	0	0	3052.62	0	0	67.59	0
138	745	AT0021	Linz Strom GmbH, FHKW Mitte, FHKW Mitte GuD1	0	0	0	2357.82	0	0	40.42	0
139	840	AT0021	Linz Strom GmbH, FHKW Mitte, FHKW Mitte GuD1	0	0	0	1909	0	0	31.4	0
140	254	AT0022	Linz Strom GmbH, FHKW Mitte, FHKW Mitte Kamin	648	0	0	118.8991	0	2.2	106.899	2.899
141	345	AT0022	Linz Strom GmbH, FHKW Mitte, FHKW Mitte Kamin	616	0	0	73.195308	0	1.16	82.56	4.26
142	447	AT0022	Linz Strom GmbH, FHKW Mitte, FHKW Mitte Kamin	636	0	0	201.744	0	0	95.28	1.15
143	549	AT0022	Linz Strom GmbH, FHKW Mitte, FHKW Mitte Kamin	636	0	0	201.744	0	0	108.93	1.76
144	649	AT0022	Linz Strom GmbH, FHKW Mitte, FHKW Mitte Kamin	459	0	0	79.74	0	0	85.63	1.08
145	746	AT0022	Linz Strom GmbH, FHKW Mitte, FHKW Mitte Kamin	601	0	0	142.776	0	0	107.54	2.3
146	841	AT0022	Linz Strom GmbH, FHKW Mitte, FHKW Mitte Kamin	536	0	0	229	0	0	109.6	3.4
147	4	AT0023	ESG Linz, Lunzerstr. 90, Gesamtanlage			0.366919379117876	6994.63937098944				
148	84	AT0023	ESG Linz, Lunzerstr. 90, Gesamtanlage			0.121894036873545	5513.14517320408				
149	164	AT0023	ESG Linz, Lunzerstr. 90, Gesamtanlage			0.00685079445633304	5919.84432000353		0	34.9	0
150	255	AT0023	Linz Strom GmbH, FHKW Süd, FHKW Süd	0	0	0.082	4433.904	0	0	100	3.7453
151	346	AT0023	Linz Strom GmbH, FHKW Süd, FHKW Süd	0	0	0.42556114	5781	0	0	126.5	0
152	448	AT0023	Linz Strom GmbH, FHKW Süd	0	0	0.50651399	3838.284	0	0	86.5	0
153	550	AT0023	Linz Strom GmbH, FHKW Süd	0	0	0.4493599	3354.588	0	0	77.2	0
154	650	AT0023	Linz Strom GmbH, FHKW Süd	0	0	0.21689	2735.316	0	0	62.1	0
155	747	AT0023	Linz Strom GmbH, FHKW Süd	0	0	0.126854	2550.24	0	0	56	0
156	842	AT0023	Linz Strom GmbH, FHKW Süd	0	0	0	2300	0	0	54.2	0
157	5	AT0024	Mayr-Melnhof Karton, Frohnleiten				1501.49445616182		0	189.87	0
158	85	AT0024	Mayr-Melnhof Karton, Frohnleiten				1446.1672250763		0	179.96	0
159	165	AT0024	Mayr-Melnhof Karton, Frohnleiten				1529.06573268091		0	270.04	0
160	256	AT0024	Mayr-Melnhof Karton Gesellschaft m.b.H., Mayr-Melnhof Karton Gesellschaft m.b.H., 60t/h- Kessel	0	0	0	1016.201628	0	0	29.55	0
161	347	AT0024	Mayr-Melnhof Karton Gesellschaft m.b.H., Mayr-Melnhof Karton Gesellschaft m.b.H., 60t/h- Kessel	0	0	0	912.083076	0	0	26.519	0
162	449	AT0024	Mayr-Melnhof Karton Gesellschaft m.b.H., 60t/h- Kessel	0	0	0	928.18458	0	0	26.937	0
163	551	AT0024	Mayr-Melnhof Karton Gesellschaft m.b.H., 60t/h- Kessel	0	0	0	976.35016	0	0	28.388	0
164	651	AT0024	Mayr-Melnhof Karton Gesellschaft m.b.H., 60t/h- Kessel	0	0	0	1063.939	0	0	59.949	0
165	748	AT0024	Mayr-Melnhof Karton Gesellschaft m.b.H., 60t/h- Kessel	0	0	0	981.738072	0	0	55.316	0
166	843	AT0024	Mayr-Melnhof Karton Gesellschaft m.b.H., 60t/h- Kessel	0	0	0	1019	0	0	57.4	0
167	6	AT0025	PF Nettingsdorfer				1301.28362777047		4.52	0	52.38
168	86	AT0025	PF Nettingsdorfer				1218.46919469151		4.22	0	43.84
169	166	AT0025	PF Nettingsdorfer				1134.40905684068		4.37	0	60.3
170	257	AT0025	Nettingsdorfer Papierfabrik AG &amp; Co KG, Nettingsdorfer Papierfabrik, Gaskessel	0	0	0	1164.723	0	0	126.477	1.175
171	348	AT0025	Nettingsdorfer Papierfabrik AG &amp; Co KG, Nettingsdorfer Papierfabrik, Gaskessel	0	0	0	944.4213	0	0	23.164	0.681
172	450	AT0025	Nettingsdorfer Papierfabrik AG & Co KG, Gaskessel	0	0	0	871.61088	0	0	21.372	0.62799
173	552	AT0025	Nettingsdorfer Papierfabrik AG & Co KG, Gaskessel	0	0	0	1001.022	0	0	24.324	0.715
174	652	AT0025	Nettingsdorfer Papierfabrik AG & Co KG, Gaskessel	0	0	0	885.65119	0	0	19.863	0.629
175	749	AT0025	Nettingsdorfer Papierfabrik AG & Co KG, Gaskessel	0	0	0	849.0972	0	0	18.089	0.572
176	844	AT0025	Nettingsdorfer Papierfabrik AG & Co KG, Gaskessel	0	0	0	903	0	0	21	0.8
177	7	AT0026	PF Nettingsdorfer	2091.790845		20.9959422495229			0	69.59	0
178	87	AT0026	PF Nettingsdorfer	1947.457554		26.5322686928083			0	69.59	0
179	167	AT0026	PF Nettingsdorfer	2028.430614		14.6394952965688			0	70.58	0
180	258	AT0026	Nettingsdorfer Papierfabrik AG &amp; Co KG, Nettingsdorfer Papierfabrik, Sodakessel 3	0	3118.6500999	31.3962	0	0	14.607	177.772	43.802
181	349	AT0026	Nettingsdorfer Papierfabrik AG &amp; Co KG, Nettingsdorfer Papierfabrik, Sodakessel 3	0	3356.7243	22.7934	0	0	8.743	174.686	27.743
182	451	AT0026	Nettingsdorfer Papierfabrik AG Co KG, Sodakessel 3	0	3425.713	11.666039	0	0	7.922	178.712	36.909
183	553	AT0026	Nettingsdorfer Papierfabrik AG Co KG, Sodakessel 3	0	3552.36	5.335596	0	0	18.711	165.919	31.835
184	653	AT0026	Nettingsdorfer Papierfabrik AG Co KG, Sodakessel 3	0	3581.601	13.822554	0	0	16.027	190.218	39.996
185	750	AT0026	Nettingsdorfer Papierfabrik AG Co KG, Sodakessel 3	0	3730.90948	15.3742147	0	0	14.33	169.993	52.305
186	845	AT0026	Nettingsdorfer Papierfabrik AG Co KG, Sodakessel 3	3572	0	20.08	0	0	20.03	265.7	92.6
187	8	AT0027	Norske Skog Bruck				417.094982160484		75	446.7	11.92
188	88	AT0027	Norske Skog Bruck				499.701883969829				
189	168	AT0027	Norske Skog Bruck				351.12852000021				
190	259	AT0027	Norske Skog Bruck GmbH, Norske Skog Bruck GmbH, GuD / Kessel 7	0	0	0	3575.6763	0	0	306.052	0
191	350	AT0027	Norske Skog Bruck GmbH, Norske Skog Bruck GmbH, GuD / Kessel 7	0	0	0	3774.432	0	0	298.1967	0
192	452	AT0027	Norske Skog Bruck GmbH, GuD / Kessel 7	0	0	0	3477.338	0	0	173.79399	0
193	554	AT0027	Norske Skog Bruck GmbH, GuD / Kessel 7	0	0	0	3460.101	0	0	267.051	0
194	654	AT0027	Norske Skog Bruck GmbH, GuD / Kessel 7	0	0	0	3668.225	0	0	251.268	0
195	751	AT0027	Norske Skog Bruck GmbH, GuD / Kessel 7	0	0	0	3337.87415999999	0	0	218.448	0
196	846	AT0027	Norske Skog Bruck GmbH, GuD / Kessel 7	0	0	0	2853	0	0	158.7	0
197	9	AT0028	OMV Schwechat					1683.97404539671	2.56	27.8	0.29
198	89	AT0028	OMV Schwechat					1698.45980252	1.92	28.03	0.29
199	169	AT0028	OMV Schwechat					1651.29645096	0.47	25.76	0.3
200	260	AT0028	OMV Refining and Marketing GmbH, Raffinerie Schwechat, RS07 Platformer &amp; KEP	0	0	0	0	1723.050524	1.73399	86.087	0.521
201	351	AT0028	OMV Refining and Marketing GmbH, Raffinerie Schwechat, RS07 Platformer &amp; KEP	0	0	0	0	1797.9996708	2.363	53.673	0.58
202	453	AT0028	OMV Refining and Marketing GmbH, Raffinerie Schwechat, RS07 Platformer & KEP	0	0	0	0	1770.492	4.595	53.017	0.574
203	555	AT0028	OMV Refining and Marketing GmbH, Raffinerie Schwechat, RS07 Platformer & KEP	0	0	0	0	1505.604	0.795	45.123	0.478
204	655	AT0028	OMV Refining and Marketing GmbH, Raffinerie Schwechat, RS07 Platformer & KEP	0	0	0	0	1811.424	2.745	51.788	0.583
205	752	AT0028	OMV Refining and Marketing GmbH, Raffinerie Schwechat, RS07 Platformer & KEP	0	0	0	0	1821.70532615999	1.95	46.503	0.579
206	847	AT0028	OMV Refining and Marketing GmbH, Raffinerie Schwechat, RS07 Platformer & KEP	0	0	0	0	1821	5.7	47.4	0.6
207	10	AT0029	OMV Schwechat				0	4348.08858974984	0.07	337.72	2.34
208	90	AT0029	OMV Schwechat				29.7622054354748	4334.11601532	0.05	265.66	1.89
209	170	AT0029	OMV Schwechat				35.8161998400214	4306.85714212	0.08	364.16	2.69
210	261	AT0029	OMV Refining and Marketing GmbH, Raffinerie Schwechat, RS10 Rohöldestillation 4	0	0	0	33.3696962	4792.4910796	6.99	85.099	1.464
211	352	AT0029	OMV Refining and Marketing GmbH, Raffinerie Schwechat, RS10 Rohöldestillation 4	0	0	0	35.4599737	5163.699278	34.326	99.992	1.639
212	454	AT0029	OMV Refining and Marketing GmbH, Raffinerie Schwechat, RS10 Rohöldestillation 4	0	0	0	35.461584	4745.403	13.001	98.141	1.509
213	556	AT0029	OMV Refining and Marketing GmbH, Raffinerie Schwechat, RS10 Rohöldestillation 4	0	0	0	32.012819	3973.04	0.282	81.431	1.256
214	656	AT0029	OMV Refining and Marketing GmbH, Raffinerie Schwechat, RS10 Rohöldestillation 4	0	0	0	35.451756	4715.099	0.205	101.574	1.502
215	753	AT0029	OMV Refining and Marketing GmbH, Raffinerie Schwechat, RS10 Rohöldestillation 4	0	0	0	35.518896	5166.8123472	0.264	108.747	1.65
