NOTE: This Power Watch database of power plants is currently in draft status and not yet published. Please do not reference or cite the data as basis for research or publications until the data is officially published.
name,pw_idnr,capacity_mw,year_of_capacity_data,country,owner,source,url,latitude,longitude,commissioning_year,fuel1,fuel2,fuel3,fuel4,generation_gwh_2012,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016
EL PENON,CHL0000075,80.838,2016,Chile,ENLASA,Energía Abierta,http://energiaabierta.cl/electricidad/,-30.14180905,-71.2295947,,Oil,,,,,,,,
EL RINCON (RM),CHL0001039,0.0,2016,Chile,ASOC. DE CANAL. SOCIEDAD CANALISTAS DEL MAIPO,Energía Abierta,http://energiaabierta.cl/electricidad/,-33.54803531,-70.54300305,,Hydro,,,,,,,,
EL SALVADOR,CHL0000051,23.6691,2016,Chile,SWC,Energía Abierta,http://energiaabierta.cl/electricidad/,-26.39225165,-70.0395553,,Oil,,,,,,,,
EL TARTARO,CHL0001040,0.0,2016,Chile,WENKE Y CIA. LTDA.,Energía Abierta,http://energiaabierta.cl/electricidad/,-32.56846932,-70.69884542,,Hydro,,,,,,,,
EL TOQUI,CHL0002006,1.4,2016,Chile,EMPRESA ELECTRICA DE AYSEN S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,0.0,0.0,,Wind,,,,,,,,
EL TORO,CHL0001041,450.0,2016,Chile,ENDESA,Energía Abierta,http://energiaabierta.cl/electricidad/,-37.29336321,-71.49241301,,Hydro,,,,,,,,
EL TORO 2,CHL0001042,1.0,2016,Chile,ENERNUEVAS S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,0.0,0.0,,Hydro,,,,,,,,
EL TOTORAL,CHL0000113,3.0,2016,Chile,TECNORED,Energía Abierta,http://energiaabierta.cl/electricidad/,-33.42742162,-71.63687805,,Oil,,,,,,,,
EL TRARO,CHL0000026,0.64,2016,Chile,EDELAYSEN,Energía Abierta,http://energiaabierta.cl/electricidad/,0.0,0.0,,Oil,,,,,,,,
EL TRARO,CHL0001043,1.0,2016,Chile,EDELAYSEN,Energía Abierta,http://energiaabierta.cl/electricidad/,0.0,0.0,,Hydro,,,,,,,,
EMELDA,CHL0000052,68.7,2016,Chile,EMELDA S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-26.380318,-70.02224969,,Oil,,,,,,,,
ENSENADA RIO BLANCO,CHL0001044,1.0,2016,Chile,HIDROELECTRICA ENSENADA S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-41.27189027,-72.54079493,,Hydro,,,,,,,,
EOLICA CUEL,CHL0002007,33.0,2016,Chile,AELA EOLICA NEGRETE SPA,Energía Abierta,http://energiaabierta.cl/electricidad/,-37.51072425,-72.49370801,,Wind,,,,,,,,
EOLICA SAN PEDRO,CHL0002008,36.0,2016,Chile,BOSQUES DE CHILOE S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-42.27038731,-73.940093,,Wind,,,,,,,,
ESPERANZA,CHL0004002,2.88,2016,Chile,,Energía Abierta,http://energiaabierta.cl/electricidad/,0.0,0.0,,Solar,,,,,,,,
ESPERANZA 1 2 Y 3,CHL0000131,22.2,2016,Chile,ENORCHILE S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-34.24213096,-70.67406103,,Oil,,,,,,,,
ESTANCILLA,CHL0000101,3.0,2016,Chile,GENERADORA ESTANCILLA SPA,Energía Abierta,http://energiaabierta.cl/electricidad/,-33.65976586,-70.71251544,,Oil,,,,,,,,
ESTANDARTES (ZOFRI_7-12_ZOFRI 13),CHL0000007,6.4,2016,Chile,ENORCHILE,Energía Abierta,http://energiaabierta.cl/electricidad/,-20.20650432,-70.12932176,,Oil,,,,,,,,
EYZAGUIRRE,CHL0001045,2.0,2016,Chile,ASOC. DE CANAL. SOCIEDAD CANALISTAS DEL MAIPO,Energía Abierta,http://energiaabierta.cl/electricidad/,-33.60790113,-70.51064682,,Hydro,,,,,,,,
Energía BíoBío,CHL0003009,7.2,2016,Chile,ENERGIA BIOBIO LTDA.,Energía Abierta,http://energiaabierta.cl/electricidad/,-36.83480137,-73.09612441,,Biomass,,,,,,,,
Energía Pacífico,CHL0003010,15.6,2016,Chile,ENERGIA PACIFICO S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-33.98167298,-70.69755996,,Biomass,,,,,,,,
Escuadrín,CHL0003011,14.0,2016,Chile,ELECTRICA NUEVA ENERGIA S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-36.93498877,-73.15560556,,Biomass,,,,,,,,
FLORIDA,CHL0001046,28.0,2016,Chile,ASOC. DE CANAL. SOCIEDAD CANALISTAS DEL MAIPO,Energía Abierta,http://energiaabierta.cl/electricidad/,-33.54758213,-70.54535369,,Hydro,,,,,,,,
FUTALEUFU,CHL0000029,0.48,2016,Chile,EDELAYSEN,Energía Abierta,http://energiaabierta.cl/electricidad/,0.0,0.0,,Oil,,,,,,,,
GUACOLDA,CHL0000053,760.0,2016,Chile,AES GENER S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-28.46733001,-71.25725089,,Coal,Petcoke,,,,,,,
GUAYACAN,CHL0001047,12.0,2016,Chile,ENERGIA COYANCO S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-33.60268177,-70.3596617,,Hydro,,,,,,,,
HBS,CHL0003012,2.2,2016,Chile,HBS ENERGIA S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-37.286379,-72.351036,,Biomass,,,,,,,,
HIDROBONITO MC1,CHL0001048,9.0,2016,Chile,HIDROBONITO S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-40.91779133,-72.40364836,,Hydro,,,,,,,,
HIDROBONITO MC2,CHL0001049,3.0,2016,Chile,HIDROBONITO S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-40.91779133,-72.40364836,,Hydro,,,,,,,,
HORCONES TG,CHL0000061,24.3,2016,Chile,ARAUCO BIOENERGIA,Energía Abierta,http://energiaabierta.cl/electricidad/,-37.21180094,-73.21674234,,Oil,,,,,,,,
HORNITOS,CHL0001050,61.0,2016,Chile,RIO TRANQUILO S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,0.0,0.0,,Hydro,,,,,,,,
HORNOPIREN,CHL0000039,3.0,2016,Chile,SAGESA,Energía Abierta,http://energiaabierta.cl/electricidad/,0.0,0.0,,Oil,,,,,,,,
HUAJACHE,CHL0002009,6.0,2016,Chile,PROYECTO HUAJACHE SPA,Energía Abierta,http://energiaabierta.cl/electricidad/,0.0,0.0,,Wind,,,,,,,,
HUASCO,CHL0000054,57.7,2016,Chile,EMPRESA NACIONAL DE ELECTRICIDAD S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-28.47074037,-71.25258185,,Oil,,,,,,,,
INACAL,CHL0000008,6.6,2016,Chile,EQUIPOS DE GENERACION S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-23.78185344,-70.32017619,,Oil,,,,,,,,
ISLA,CHL0001051,70.0,2016,Chile,ENDESA,Energía Abierta,http://energiaabierta.cl/electricidad/,-35.81042239,-70.8356952,,Hydro,,,,,,,,
JCE,CHL0000062,0.8,2016,Chile,SAGESA,Energía Abierta,http://energiaabierta.cl/electricidad/,-37.53324532,-72.222849,,Oil,,,,,,,,
JUNCAL,CHL0001052,29.0,2016,Chile,COLBUN S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-32.90110288,-70.26965457,,Hydro,,,,,,,,
JUNCALITO,CHL0001053,1.0,2016,Chile,COLBUN S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-32.90110288,-70.26965457,,Hydro,,,,,,,,
LA ARENA,CHL0001054,7.0,2016,Chile,EMPRESA ELECTRICA LA ARENA SPA,Energía Abierta,http://energiaabierta.cl/electricidad/,-41.68125771,-72.64551971,,Hydro,,,,,,,,
LA CONFLUENCIA,CHL0001055,163.0,2016,Chile,HIDROELECTRICA LA CONFLUENCIA S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-34.83346103,-70.55371244,,Hydro,,,,,,,,
LA HIGUERA,CHL0001056,155.0,2016,Chile,HIDROELECTRICA LA HIGUERA S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-34.75154019,-70.71433748,,Hydro,,,,,,,,
LA JUNTA,CHL0000032,0.29,2016,Chile,EDELAYSEN,Energía Abierta,http://energiaabierta.cl/electricidad/,0.0,0.0,,Oil,,,,,,,,
LA PALOMA,CHL0001057,5.0,2016,Chile,HIDROPALOMA S.A.,Energía Abierta,http://energiaabierta.cl/electricidad/,-30.70039113,-71.037266,,Hydro,,,,,,,,
LA PORTADA (TECNEC 1_6),CHL0000009,3.0,2016,Chile,TECNET,Energía Abierta,http://energiaabierta.cl/electricidad/,0.0,0.0,,Oil,,,,,,,,
LAGO ATRAVESADO,CHL0001058,11.0,2016,Chile,EDELAYSEN,Energía Abierta,http://energiaabierta.cl/electricidad/,0.0,0.0,,Hydro,,,,,,,,
LAGO VERDE,CHL0000030,0.15,2016,Chile,EDELAYSEN,Energía Abierta,http://energiaabierta.cl/electricidad/,0.0,0.0,,Oil,,,,,,,,
