NOTE: This Power Watch database of power plants is currently in draft status and not yet published. Please do not reference or cite the data as basis for research or publications until the data is officially published.
name,pw_idnr,capacity_mw,year_of_capacity_data,country,owner,source,url,latitude,longitude,commissioning_year,fuel1,fuel2,fuel3,fuel4,generation_gwh_2012,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016
Adição Distribuição Express - L012,BRA0042025,0.368,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-19.859426,-44.590896,,Oil,,,,,,,,
Adição Distribuição Express - L02,BRA0042026,0.292,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.143787,-44.882312,,Oil,,,,,,,,
Adição Distribuição Express - L03,BRA0042495,0.20800000000000002,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.13776,-44.87709,,Oil,,,,,,,,
Adição Distribuição Express - L04,BRA0042496,0.26,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.145176,-44.870312,,Oil,,,,,,,,
Adição Distribuição Express - L05,BRA0041411,0.14400000000000002,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.135093,-44.86484,,Oil,,,,,,,,
Adição Distribuição Express - L06,BRA0041412,0.20800000000000002,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.120676,-44.875229,,Oil,,,,,,,,
Adição Distribuição Express - L07,BRA0041413,0.5760000000000001,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.139287,-44.890257,,Oil,,,,,,,,
Adição Distribuição Express - L08,BRA0041414,0.368,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.46501,-45.421062,,Oil,,,,,,,,
Adição Distribuição Express - L09,BRA0041415,0.14400000000000002,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.695843,-44.814035,,Oil,,,,,,,,
Adição Distribuição Express - L11,BRA0041416,0.368,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.065538,-44.56959,,Oil,,,,,,,,
Adição Distribuição Express - L13,BRA0042027,0.12,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.084788,-45.28034,,Oil,,,,,,,,
Adição Distribuição Express - L15,BRA0042028,0.12,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.071232,-44.56359,,Oil,,,,,,,,
Adição Distribuição Express - L16,BRA0042029,0.184,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-19.594399,-46.927785,,Oil,,,,,,,,
Adição Distribuição Express - L18,BRA0042700,0.16,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-19.601649,-46.930951,,Oil,,,,,,,,
Adição Distribuição Express - L20,BRA0042701,0.292,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.022676,-45.526646,,Oil,,,,,,,,
Adição Distribuição Express - L21,BRA0042702,0.14400000000000002,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.12876,-44.904784,,Oil,,,,,,,,
Adição Distribuição Express - L22,BRA0042703,0.368,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.687732,-44.816785,,Oil,,,,,,,,
Adição Distribuição Express - L23,BRA0042704,0.368,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-21.258983,-44.978562,,Oil,,,,,,,,
Adição Distribuição Express - L24,BRA0041417,0.20800000000000002,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.725204,-46.59609,,Oil,,,,,,,,
Adição Distribuição Express - L27,BRA0041418,0.368,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-21.536287,-45.433868,,Oil,,,,,,,,
Adição Distribuição Express CF,BRA0041449,0.28800000000000003,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.148889,-44.879361,,Oil,,,,,,,,
Adição Distribuição Express L 25,BRA0041450,0.184,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.722667,-46.607111,,Oil,,,,,,,,
Adição Distribuição Express L 29,BRA0041451,0.368,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.89725,-45.267056,,Oil,,,,,,,,
Adição Distribuição Express L10,BRA0042886,0.20800000000000002,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.893917,-45.272389,,Oil,,,,,,,,
Adição Distribuição Express L14,BRA0042887,0.12,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.292139,-45.539306,,Oil,,,,,,,,
Adição Distribuição Express L17,BRA0042888,0.184,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-19.584472,-46.944056,,Oil,,,,,,,,
Adição Distribuição Express L19,BRA0042889,0.14400000000000002,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-20.160833,-44.881861,,Oil,,,,,,,,
Adição Distribuição Express L26,BRA0042904,0.368,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-19.967833,-44.21,,Oil,,,,,,,,
Adria,BRA0042593,2.04,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-21.25101,-48.312535,,Oil,,,,,,,,
Adriana Agrícola,BRA0040566,1.46,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-16.939899,-53.518535,,Oil,,,,,,,,
Aeroporto Campo de Marte,BRA0070350,0.0021200000000000004,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-23.65008,-46.64811,,Solar,,,,,,,,
Aeroporto Internacional Afonso Pena,BRA0041161,0.984,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-25.53101,-49.196535,,Oil,,,,,,,,
Aeroporto Internacional Augusto Severo - CUT,BRA0041162,0.72,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-5.91201,-35.253535,,Oil,,,,,,,,
Aeroporto Internacional Augusto Severo - SCI,BRA0041163,0.032,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-5.91201,-35.253535,,Oil,,,,,,,,
Aeroporto Internacional Augusto Severo - Sub-Estação Prédio Anexo Operacional,BRA0040680,0.064,2015.0,Brazil,,,http://sigel.aneel.gov.br/kmz.html,-5.90431,-35.239635,,Oil,,,,,,,,
