name,wri_idnr,capacity_mw,fuel,country,owner,source,latitude,longitude
PEZZA DEL TESORO 16MW,26WIMPI-S16PDT1P,16.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Torrent,26WIMPI-0456524T,15.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Hogefoss,50WP00000000302J,27.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
RANCIA 2,26WIMPI-S09R2NC7,18.0,Geothermal,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Blafal.3,50WP000000000592,113.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Isar 2,11WD2ISKW000299Q,1410.0,Nuclear,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
Tirsole 25Mwp ,26WIMPI-0417217K,24.0,Solar,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
HINB,48WSTN00000HINB5,1400.0,Nuclear,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
Tinfos Telemark,50WP00000000738J,45.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
DRAXXG,48WSTN000DRAXXGK,96.0,Gas,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
Dublin Bay Prod,47W000000000171M,405.0,Gas,IE,Eirgrid,https://transparency.entsoe.eu/api?,0.0,0.0
Hodnaberg,50WP000000002730,32.4,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
eem380-ec-6,49W000000000082S,359.0,Gas,NL,Tennet NL,https://transparency.entsoe.eu/api?,0.0,0.0
Brokke,50WP000000000827,382.3,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
CORNIA 2,26WIMPI-S09C2RNB,17.0,Geothermal,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Centrale di Testi,26WIMYI-S09SCCAB,62.0,Gas,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Halandsf,50WP00000000315A,5.2,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Modalen,50WP00000000467O,1.6,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Grytten,50WP000000002285,5.6,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
IMPIANTO DI PRESELEZIONE E TERMOVALORIZZAZIONE SILLA2,26WIMPI-S03AFYPH,56.0,Other,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Maasvlakte,49W000000000102B,1070.0,Coal,NL,Tennet NL,https://transparency.entsoe.eu/api?,0.0,0.0
Hekni,50WP000000002609,60.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Gasturbiner Malmö,46WPU00000000032,126.0,Oil,SE,SVK,https://transparency.entsoe.eu/api?,0.0,0.0
RHINAU,17W100P100P0304P,167.8,Hydro,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
Tarbert Production,47W000000000162N,594.0,Oil,IE,Eirgrid,https://transparency.entsoe.eu/api?,0.0,0.0
Parco eolico di Ricigliano,26WIMPI-06077894,11.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Alpiq Csepel Erőmű,15WCSEPEL----PPI,401.0,Gas,HU,Mavir,https://transparency.entsoe.eu/api?,0.0,0.0
DAMC,48WSTN00000DAMCL,805.0,Gas,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
HKW Heilbronn,11WD4HLBR1CS---A,778.0,Coal,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
RSHLW,48WSTN0000RSHLWF,24.0,Wind,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
TORVISCOSA,26WIMPI-S06TRVC2,809.0,Other,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
PSW Hohenwarte II,11WD8HOH22H----1,320.0,Hydro,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
Grautneset,50WP000000002196,6.0,Gas,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
ELI1_______,27W-PU-ELI1----O,120.0,Hydro,CZ,CEPS,https://transparency.entsoe.eu/api?,0.0,0.0
WPP Stupina,30W-CEE-STUP---U,177.0,Wind,RO,Transelectrica,https://transparency.entsoe.eu/api?,0.0,0.0
TNZ150 ELSTA,49W000000000048S,456.0,Gas,NL,Tennet NL,https://transparency.entsoe.eu/api?,0.0,0.0
EMILE HUCHET 7,17W100P100P0344D,413.0,Gas,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
Centrale Elettrica Manfredonia Paglia,26WIMPI-0460320W,14.0,Other,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
CASTEJO3 H,18WCTJON3--1234S,418.4,Gas,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
HPP_PESHTERA,32W0011001000749,135.0,Hydro,BG,ESO AD,https://transparency.entsoe.eu/api?,0.0,0.0
Hanefoss,50WP000000002463,22.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
VIZZINI,26WIMPI-S19PEVRJ,23.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
HKW Stuttgart-Münster,11WD4MUST5G----B,178.0,Waste,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
PTOLEMAIDA2,29WAISPTOLEM-II6,116.0,Coal,GR,ADMIE,https://transparency.entsoe.eu/api?,0.0,0.0
Frogner,50WP00000000194X,5.5,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
LEMIE,26WIMPI-S01LMEIK,22.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
COTPS,48WSTN1000COTPSQ,2008.0,Coal,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
EONSUM szabályozási központ,15WEONSUM----PPI,89.2,Gas,HU,Mavir,https://transparency.entsoe.eu/api?,0.0,0.0
PONTE GARDENA ENEL PROD,26WIMPI-S04PGEPT,14.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Sama,50WP000000006019,7.3,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Standal,50WP00000000663O,5.5,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
MONTORSI,26WIMPI-S16MNTSK,24.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Hylen,50WP00000000299J,160.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
VOLTURINO,26WIMPI-S16VLTNU,13.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Fossmark,50WP00000000189Q,9.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
ALTO GARDA POWER SRL,26WIMPI-S04CDCAV,55.0,Other,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Tynset,50WP00000000772J,1.4,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
ESC IBER 6,18WESC6-12345-07,815.6,Gas,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
ALBERONA MEZZANELLE,26WIMPI-S16AMLBV,26.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Skogheim,50WP00000000638N,7.3,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
CASTELLETTO,26WIMPI-S05CSTL3,17.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Stolsdal,50WP00000000683I,17.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Fakken,50WP000000001548,54.0,Wind,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Haugen,50WP00000000251A,32.8,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Oroszlányi Erőmű,15WVERTES----PPX,220.0,Coal,HU,Mavir,https://transparency.entsoe.eu/api?,0.0,0.0
Alta tra,50WP00000000008J,5.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
CASTELLO 3,18WCTN3-12345-04,782.0,Gas,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
Faberg,50WP00000000204J,9.1,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
COMUNANZA,26WIMPI-S11CMNNL,8.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
PARTINICO,26WIMPI-S19PCRTZ,16.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
SERMIDE,26WIMPI-S03SRMDD,1151.0,Gas,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Karolin 2,19W0000000000741,106.0,Coal,PL,PSE S.A.,https://transparency.entsoe.eu/api?,0.0,0.0
CATTENOM 3,17W100B100P0189S,1300.0,Nuclear,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
MINSW,48WSTN0000MINSWD,38.0,Wind,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
Torpa,50WP00000000749E,164.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
DUERO G,18WDUER-12345-0N,3543.3,Hydro,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
Stokkeland,50WP00000000670R,28.5,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Valer,50WP00000000834N,22.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
CHINON 4,17W100P100P01946,905.0,Nuclear,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
PSHPP_CHAIRA_GEN,32W0011001000692,864.0,Hydro,BG,ESO AD,https://transparency.entsoe.eu/api?,0.0,0.0
S.VALBURGA,26WIMPI-S04SVLBZ,44.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Roßhag,14W-TZR-KW-----I,231.0,Hydro,AT,APCS,https://transparency.entsoe.eu/api?,0.0,0.0
SAINT-GHISLAIN STEG,22WSAINT-000221B,350.0,Gas,BE,Elia,https://transparency.entsoe.eu/api?,0.0,0.0
BISACCIA 2,26WIMPI-S15B2SCF,23.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
ELPEDISON_THESS,29WENERGEIAKITHP,389.0,Gas,GR,ADMIE,https://transparency.entsoe.eu/api?,0.0,0.0
SAN GIOVANNI IN GALDO,26WIMPI-S14SGIGD,13.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Stigsnaesvaerket,45V0000000000172,264.0,Coal,DK,Energinet,https://transparency.entsoe.eu/api?,0.0,0.0
LAVRIO3,29WAISLAVRIOIII9,173.0,Gas,GR,ADMIE,https://transparency.entsoe.eu/api?,0.0,0.0
CHP_RUSE,32W001100100023Q,180.0,Coal,BG,ESO AD,https://transparency.entsoe.eu/api?,0.0,0.0
BAGNORE 4,26WIMPI-0602190V,39.0,Geothermal,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Alqueva II,16WALQUEII-----Q,254.0,Hydro,PT,REN,https://transparency.entsoe.eu/api?,0.0,0.0
Brokdorf,11WD2BRKW000294C,1410.0,Nuclear,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
Dragefossen,50WP00000000116G,3.6,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
BLLA,48WSTN00000BLLAV,134.0,Wind,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
Eldrevatn,50WP000000001386,4.8,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Łaziska 2,19W000000000116B,250.0,Coal,PL,PSE S.A.,https://transparency.entsoe.eu/api?,0.0,0.0
FW EGL,19W0000000000563,111.4,Wind,PL,PSE S.A.,https://transparency.entsoe.eu/api?,0.0,0.0
Eitro,50WP00000000136A,4.2,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
ECYLEO,18WECYLEO-1234-7,140.6,Wind,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
MONTEVERDI 1,26WIMPI-S09M1NT2,17.0,Geothermal,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
WPP Fantanele,30W-CEE-FANT---U,338.9,Wind,RO,Transelectrica,https://transparency.entsoe.eu/api?,0.0,0.0
KARDIA3,29WAISKARDIAIIIY,280.0,Coal,GR,ADMIE,https://transparency.entsoe.eu/api?,0.0,0.0
FLUMENDOSA 2,26WIMPI-S20F2LMJ,28.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Lietuvos elektrine,41W1023600243EL3,1655.0,Gas,LT,LITGRID UAB,https://transparency.entsoe.eu/api?,0.0,0.0
PONT ST. MARTIN,26WIMPI-S02PNSME,45.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
P_AOOU,29WYISPIGONAOOUX,230.0,Hydro,GR,ADMIE,https://transparency.entsoe.eu/api?,0.0,0.0
Tiszai Erőmű,15WTISZA-----PPN,864.0,Gas,HU,Mavir,https://transparency.entsoe.eu/api?,0.0,0.0
KEADGT,48WSTN000KEADGT6,30.0,Gas,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
ENERBIELLA,26WIMPI-S01ENRBQ,21.0,Gas,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
PREMESA,26WIMPI-S04PMRM9,8.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
KOMOTINI,29WAISKOMOTIN-IO,476.0,Gas,GR,ADMIE,https://transparency.entsoe.eu/api?,0.0,0.0
Hommelfoss,50WP00000000286S,2.8,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Bełchatów,19W000000000016F,5380.0,Coal,PL,PSE S.A.,https://transparency.entsoe.eu/api?,0.0,0.0
Solbjorn,50WP00000000652T,4.5,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Dittielva,50WP00000000109D,4.7,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Chorzów,19W0000000000369,226.0,Coal,PL,PSE S.A.,https://transparency.entsoe.eu/api?,0.0,0.0
CTE DEL MINCIO,26WIMPI-S03ACMSM,400.0,Other,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
WTE2,26WIMYI-S13WT2EB,12.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
CER CASTELFRANCO,26WIMPI-S15SNSVU,30.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
TULA 2,26WIMPI-S20T2LU7,51.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
BRINDISI NORD,26WIMPI-S16BNRNH,500.0,Other,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
CORB,48WSTN00000CORBV,401.0,Gas,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
Salmisaari,44W-T-YT-000008C,155.0,Coal,FI,Fingrid Oyj,https://transparency.entsoe.eu/api?,0.0,0.0
TROIA CANCARRO,26WIMPI-0393807F,13.0,Solar,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Ylja,50WP00000000835L,65.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
ASCOLI SATRIANO,26WIMPI-S16ASSL3,61.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
SOVERZENE,26WIMPI-S05SVRZ0,161.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
LAVRIO4,29WAISLAVRIO-IVM,550.0,Gas,GR,ADMIE,https://transparency.entsoe.eu/api?,0.0,0.0
Ormsetfoss,50WP00000000539P,40.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Aunfoss,50WP00000000016K,28.6,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Gravfoss,50WP00000000221J,17.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
ACTV,26WIMPI-S01ACTV7,53.0,Gas,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
DALSW,48WSTN0000DALSW4,30.0,Wind,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
LUCY 3,17W100P100P0354A,245.0,Coal,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
GRAI,48WSTN10000GRAIQ,1350.0,Oil,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
REA DALMINE,26WIMPI-S03RDLMM,15.0,Waste,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
CACON,48WSTN0000CACON2,89.0,Hydro,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
Ranasfo2,50WP00000000593J,45.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Stenungsund B3,46WPU0000000056I,260.0,Oil,SE,SVK,https://transparency.entsoe.eu/api?,0.0,0.0
NARCEA 3,18WNRC3-12345-06,347.4,Coal,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
GOLFECH 2,17W100P100P0212U,1310.0,Nuclear,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
VENAUS,26WIMPI-S01VNSE6,230.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Ringhals 4,46WPU0000000014Y,938.0,Nuclear,SE,SVK,https://transparency.entsoe.eu/api?,0.0,0.0
CORDEMAIS 2,17W100P100P02497,685.0,Oil,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
VEJO,41W8908466671EL6,222.0,Wind,LT,LITGRID UAB,https://transparency.entsoe.eu/api?,0.0,0.0
SANROQUE1,18WSROQ1-1234-06,389.8,Gas,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
TPP Rovinari,30W-CET-ROVI---Q,1207.0,Coal,RO,Transelectrica,https://transparency.entsoe.eu/api?,0.0,0.0
Vilarinho F.,16WVFURNA------1,125.0,Hydro,PT,REN,https://transparency.entsoe.eu/api?,0.0,0.0
ALIA SCLAFANI,26WIMPI-S19ASLCO,25.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
NUOVA SAN MARTINO,26WIMPI-N09SLMRD,39.0,Geothermal,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
COMUNACQUA,26WIMPI-S12CMNC0,8.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Porsi,46WPU0000000036O,275.0,Hydro,SE,SVK,https://transparency.entsoe.eu/api?,0.0,0.0
CHIEVO,26WIMPI-S05CHVIA,29.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
MONTEREAU 5,17W100P100P0270G,185.0,Oil,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
Rivedal,50WP00000000573P,3.3,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
NUOVA ACQUASPRUZZA,26WIMPI-S14NAVCV,38.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
CASTEL MADAMA,26WIMPI-S12ACCSE,8.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
GENISSIAT,17W100P100P0319C,420.0,Hydro,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
EDINW,48WSTN0000EDINWA,42.0,Wind,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
COMBE D'AVRIEUX,17W100P100P02837,123.0,Hydro,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
EC Żerań,19W000000000229Z,386.0,Coal,PL,PSE S.A.,https://transparency.entsoe.eu/api?,0.0,0.0
RYHPS,48WSTN0000RYHPSI,715.0,Gas,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
CEPRANO,26WIMPI-S12CPRE9,10.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
GRAI-G,48WSTN000GRAI-GD,58.0,Gas,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
Ribatejo,16WRIBATE------E,1176.0,Gas,PT,REN,https://transparency.entsoe.eu/api?,0.0,0.0
CRUAS 3,17W100P100P0201Z,915.0,Nuclear,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
ARCOS3,18WARCOS3-123-0Z,822.8,Gas,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
TE KOSOVO A,34WETL-KOSOA---C,617.0,Coal,RS,EMS,https://transparency.entsoe.eu/api?,0.0,0.0
Impianto fotovoltaico "San Floro Girifalco" ,26WIMPI-0225833G,23.0,Solar,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Askara,50WP00000000872F,142.3,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
EMILE HUCHET 5,17W100P100P03558,285.0,Coal,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
Sinergy szabályozási központ,15WSINERGY---PPQ,50.2,Gas,HU,Mavir,https://transparency.entsoe.eu/api?,0.0,0.0
VERAMPIO,26WIMPI-S01VRMPN,50.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
EC Łódź-3,19W000000000106E,205.0,Coal,PL,PSE S.A.,https://transparency.entsoe.eu/api?,0.0,0.0
Haen,50WP00000000312G,26.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Fiume Santo 2,26WIMPI-0412771J,29.0,Solar,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
PORTOTORRE,26WIMPI-S03PRTTC,11.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
TULWB,48WSTN0000TULWBN,25.0,Wind,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
BOFFETTO,26WIMPI-S03BFFTO,10.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
TETO NOVI SAD,34WETG-NOSAD---Z,208.0,Other,RS,EMS,https://transparency.entsoe.eu/api?,0.0,0.0
CAMPGIB1,18WCAMGI10-12-07,392.6,Gas,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
Brattingfoss,50WP000000000762,10.7,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Istad,50WP00000000323B,6.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Marina Production,47W000000000165H,95.0,Gas,IE,Eirgrid,https://transparency.entsoe.eu/api?,0.0,0.0
PIOMBINO,26WIMPI-S09ELTTI,58.0,Gas,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
MARCKOLSHEIM,17W100P100P0305N,156.2,Hydro,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
Kjosnesfjorden,50WP00000000358T,84.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Brekke,50WP00000000080B,9.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Tafjord1,50WP00000000726Q,25.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
CAORIA,26WIMPI-S04CRAOR,39.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
LAVRIO1,29WAISLAVRIO-I-C,123.0,Oil,GR,ADMIE,https://transparency.entsoe.eu/api?,0.0,0.0
ORSARA,26WIMPI-S16EODN3,48.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
P.G.RODR 3,18WPGR3-12345-0L,350.2,Coal,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
FERR-G,48WSTN000FERR-GE,34.0,Gas,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
POUGET,17W100P100P0290A,446.9,Hydro,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
Skotfoss,50WPI00000006405,24.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Byrte,50WP000000000908,20.0,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
HE BAJINA BASTA,34WEHP-BBASH---V,420.0,Hydro,RS,EMS,https://transparency.entsoe.eu/api?,0.0,0.0
TUMB,48WSTN00000TUMBB,40.0,Hydro,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
HERDERSBRUG STEG,22WHERDER0001288,465.0,Gas,BE,Elia,https://transparency.entsoe.eu/api?,0.0,0.0
PVENT1,18WPVENT1--1234A,420.1,Gas,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
VERRES,26WIMPI-S02VRREO,12.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
CENTRALE GRIGHINE,26WIMPI-S20CGNTW,98.0,Wind,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Freudenau,14W-BFR-KW-----A,172.0,Hydro,AT,APCS,https://transparency.entsoe.eu/api?,0.0,0.0
PALUEL 3,17W100P100P0223P,1330.0,Nuclear,FR,RTE,https://transparency.entsoe.eu/api?,0.0,0.0
GALLETO,26WIMPIVELINO-1Q,295.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
KARDIA2,29WAISKARDIAII-Z,275.0,Coal,GR,ADMIE,https://transparency.entsoe.eu/api?,0.0,0.0
CANEVA,26WIMPI-S06CNVAX,36.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
VARZO CAIRASCA,26WIMPI-S01VRZAE,16.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Frimmersdorf,11WD7FRIM2B-KW-M,580.0,Coal,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
Bjorndalselva,50WP000000000584,5.2,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
BATTIGGIO,26WIMPI-S01BTTG1,20.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
ROVESCA,26WIMPIOVESCA-1G,43.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
HKW Merkenich,11WD7FUEH5GMEKW7,110.0,Gas,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
Lysbotn,50WP000000004350,5.4,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
HKW III,11WD7RHAU5G-3--3,278.0,Gas,DE,BDEW,https://transparency.entsoe.eu/api?,0.0,0.0
Grytten Kraftver,50WP000000002293,143.5,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
Svelgen,50WP000000007007,127.9,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
GFLDW,48WSTN0000GFLDW6,32.0,Wind,UK,NationalGrid,https://transparency.entsoe.eu/api?,0.0,0.0
LUDRIGNO DER. SERIO,26WIMPI-S03LDRG9,13.0,Hydro,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Stord,50WP00000000673L,1.8,Hydro,NO,Statnett,https://transparency.entsoe.eu/api?,0.0,0.0
AG_DIMITRIOS4,29WAISAGDIMI-IVW,283.0,Coal,GR,ADMIE,https://transparency.entsoe.eu/api?,0.0,0.0
PIANCASTAGNAIO 4,26WIMPI-S09PNCT6,20.0,Geothermal,IT,Terna,https://transparency.entsoe.eu/api?,0.0,0.0
Loviisa 2,44W-T-YV-0000018,496.0,Nuclear,FI,Fingrid Oyj,https://transparency.entsoe.eu/api?,0.0,0.0
GUARDO 1,18WGUA1-12345-0T,143.4,Coal,ES,REE,https://transparency.entsoe.eu/api?,0.0,0.0
