NOTE: This Power Watch database of power plants is currently in draft status and not yet published. Please do not reference or cite the data as basis for research or publications until the data is officially published.
name,pw_idnr,capacity_mw,year_of_capacity_data,annual_generation_gwh,year_of_generation_data,country,owner,source,url,latitude,longitude,fuel1,fuel2,fuel3,fuel4
Santa Rita Hydroelectric Plant,CDMDB0009713,24.0,None,None,None,Guatemala,,Clean Development Mechanism,https://cdm.unfccc.int,15.74269,-90.5115,Hydro
Inner Mongolia Goldwind Damao Wind Farm Phase II Project,CDMDB0004222,49.5,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,41.76312,109.5986,Wind
1.5 MW Wind Power Project in Sinnar  Maharashtra,CDMDB0004223,1.5,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,19.72611,73.92306,Wind
Qingtongxia (Shashidunliang) Wind Farm Ningxia Datang International 48MW Wind Farm Project,CDMDB0008314,48.0,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,37.9637,105.8967,Wind
Small Hydro Power Project by Kurmi Energy Private Limited,CDMDB0005089,8.01,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,31.5953,77.7419,Hydro
Mini hydro power plant El Manzano,CDMDB0004227,4.85,None,None,None,Chile,,Clean Development Mechanism,https://cdm.unfccc.int,38.8562,71.8927,Hydro
Chongqing Wulong Quantang Hydropower Station,CDMDB0004350,6.6,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,29.4908,107.7335,Hydro
Guizhou Zhenyuan Putian Hydropower Station,CDMDB0001785,6.4,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,None,None,Hydro
Valdivia biomass power plant,CDMDB0001787,60.0,None,None,None,Chile,,Clean Development Mechanism,https://cdm.unfccc.int,None,None,Biomass
Jiangxi Fuliang Zhangshukeng Hydropower Station,CDMDB0001780,10.0,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,None,None,Hydro
Ubhara Hydel Power Project  Chamba  Himachal Pradesh,CDMDB0008378,2.4,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,32.52389,76.04083,Hydro
China Tuojiang Small Hydropower Project,CDMDB0001782,12.8,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,24.63,110.42,Hydro
Chifeng Wengniuteqi Wind Farm Project,CDMDB0009242,49.5,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,None,None,Wind
Shandong Tuoji Island Windfarm Project,CDMDB0001789,12.0,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,None,None,Wind
Danba County Yanwogou 5MW Hydropower Station Project,CDMDB0007867,5.0,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,30.9427,101.6622,Hydro
Empee Distilleries 10 MW Woody Biomass-Based Power Project  Tamil Nadu,CDMDB0001548,10.0,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,None,None,Biomass
9 MW Neria Hydroelectric project  Karnataka  India,CDMDB0001549,9.0,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,None,None,Hydro
Wind Power Project by Plasti Surge Industries Pvt. Ltd.,CDMDB0009624,1.85,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,8.2898,77.7133,Wind
DSL Biomass based Power Project at Pagara,CDMDB0000095,3.0,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,24.65,77.31,Biomass
Ningxia Ningdong Wind Farm (Lingwu Shagou) Datang Angli 49.5 MW Project,CDMDB0006685,49.5,None,None,None,China,,Clean Development Mechanism,https://cdm.unfccc.int,37.7717,106.3857,Wind
Generation of electricity from 9.6 MW capacity wind mills by Sun-n-Sand Hotels Pvt. Ltd. at Bhambarwadi  Maharashtra,CDMDB0001542,9.6,None,None,None,India,,Clean Development Mechanism,https://cdm.unfccc.int,17.1166,74.0,Wind
