NOTE: This Power Watch database of power plants is currently in draft status and not yet published. Please do not reference or cite the data as basis for research or publications until the data is officially published.
name,pw_idnr,capacity_mw,year_of_capacity_data,annual_generation_gwh,year_of_generation_data,country,owner,source,url,latitude,longitude,fuel1,fuel2,fuel3,fuel4
Electricity Supply Board,EPTR0000783,None,None,None,None,Ireland,Electricity Supply Board,EPTR,http://prtr.ec.europa.eu/,53.674512,-7.987124,
Electricity Supply Board,EPTR0000782,None,None,None,None,Ireland,Electricity Supply Board,EPTR,http://prtr.ec.europa.eu/,53.271987,-8.039709,
BORREGAARD INDUSTRIES LIMITED NORGE  Energiavdelingen,EPTR0001658,None,None,None,None,Norway,BORREGAARD INDUSTRIES LIMITED NORGE,EPTR,http://prtr.ec.europa.eu/,59.276929,11.114722,
ENAG/Maingas Energieanlagen GmbH,EPTR0018724,None,None,None,None,Germany,ENAG/Maingas Energieanlagen GmbH,EPTR,http://prtr.ec.europa.eu/,50.983121,10.282072,
,EPTR0016548,None,None,None,None,Poland,,EPTR,http://prtr.ec.europa.eu/,50.0,21.96667,
Elektrociepownia Mielec Sp. z o.o.,EPTR0016549,None,None,None,None,Poland,Elektrociepownia Mielec Sp. z o.o.,EPTR,http://prtr.ec.europa.eu/,50.3,21.45,
EnBW Kraftwerke AG,EPTR0017833,None,None,None,None,Germany,EnBW Kraftwerke AG,EPTR,http://prtr.ec.europa.eu/,48.717326,9.372219,
PPC S.A.  SES MEGALOPOLIS A' (I  II  III),EPTR0010069,None,None,None,None,Greece,,EPTR,http://prtr.ec.europa.eu/,37.417306,22.107889,
PPC S.A.  SES MEGALOPOLIS B' (IV),EPTR0010068,None,None,None,None,Greece,,EPTR,http://prtr.ec.europa.eu/,37.415556,22.068306,
PPC S.A.  SES ALIBERIOU,EPTR0010063,None,None,None,None,Greece,,EPTR,http://prtr.ec.europa.eu/,38.389944,24.051778,
ISOROY,EPTR0014765,None,None,None,None,France,ISOROY SAS,EPTR,http://prtr.ec.europa.eu/,47.68,6.49,
,EPTR0017059,None,None,None,None,Portugal,Empresa de Electricidade da Madeira  S.A.,EPTR,http://prtr.ec.europa.eu/,33.06402949,-16.31257936,
COMPAGNIE FRANCAISE DU PANNEAU,EPTR0014763,None,None,None,None,France,Compagnie Francaise du Panneau,EPTR,http://prtr.ec.europa.eu/,47.8915,6.306,
,EPTR0017058,None,None,None,None,Portugal,,EPTR,http://prtr.ec.europa.eu/,37.78094686,-25.61309263,
Triton FPSO,EPTR0161178,None,None,None,None,United Kingdom,Amerada Hess Ltd,EPTR,http://prtr.ec.europa.eu/,57.08393,0.892447,
Reliant Energy Hemweg,EPTR0000877,None,None,None,None,Netherlands,Reliant Energy Hemweg,EPTR,http://prtr.ec.europa.eu/,52.404336,4.846288,
RELIANT ENERGY POWER (CENTR. VELSEN),EPTR0000879,None,None,None,None,Netherlands,RELIANT ENERGY POWER (CENTR. VELSEN),EPTR,http://prtr.ec.europa.eu/,52.47026,4.62547,
RWE Power AG,EPTR0017496,None,None,None,None,Germany,RWE Power AG,EPTR,http://prtr.ec.europa.eu/,50.838054,6.313576,
,EPTR0001789,None,None,None,None,Slovakia,,EPTR,http://prtr.ec.europa.eu/,48.696409,18.534358,
SHEFFIELD FORGEMASTERS ENGINEERING LTD,EPTR0165185,None,None,None,None,United Kingdom,SHEFFIELD FORGEMASTERS ENGINEERING LTD,EPTR,http://prtr.ec.europa.eu/,53.394752,-1.430617,
East Brae,EPTR0161190,None,None,None,None,United Kingdom,Marathon Oil UK Ltd,EPTR,http://prtr.ec.europa.eu/,58.87618,1.526994,
,EPTR0006205,None,None,None,None,Italy,ENEL PRODUZIONE SPA,EPTR,http://prtr.ec.europa.eu/,42.893333,12.539722,
Brent Bravo,EPTR0161192,None,None,None,None,United Kingdom,Shell UK Exp and Prod,EPTR,http://prtr.ec.europa.eu/,61.05583,1.713055,
Britannia,EPTR0161193,None,None,None,None,United Kingdom,Britannia Operator Ltd,EPTR,http://prtr.ec.europa.eu/,58.04865,1.138761,
Banff FPSO,EPTR0161194,None,None,None,None,United Kingdom,CNR International (UK) Limited,EPTR,http://prtr.ec.europa.eu/,57.00125,1.294152,
Bleo Holm,EPTR0161195,None,None,None,None,United Kingdom,Talisman Energy (UK) Ltd,EPTR,http://prtr.ec.europa.eu/,58.10157,-1.43845,
ENEL PRODUZIONE SPA - Impianto Termoelettrico di Pietrafitta,EPTR0006203,None,None,None,None,Italy,ENEL PRODUZIONE SPA,EPTR,http://prtr.ec.europa.eu/,42.993333,12.2,
