NOTE: This Power Watch database of power plants is currently in draft status and not yet published. Please do not reference or cite the data as basis for research or publications until the data is officially published.
name,pw_idnr,capacity_mw,year_of_capacity_data,annual_generation_gwh,year_of_generation_data,country,owner,source,url,latitude,longitude,fuel1,fuel2,fuel3,fuel4
NUEVA RENCA,CHL0000102,369.904,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
RENCA,CHL0000103,92.0,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,
TENO,CHL0000100,58.882,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
ESTANCILLA,CHL0000101,3.0,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
HORCONES TG,CHL0000061,24.3,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
CORONEL,CHL0000060,46.81,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Gas
LEBU,CHL0000063,2.4,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,-37.6860721981,-73.6491305963,Oil
JCE,CHL0000062,0.8,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,-37.5332453173,-72.2228490038,Oil
LOS GUINDOS,CHL0000065,139.0,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
LOS ALAMOS,CHL0000064,0.8,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
NEWEN,CHL0000067,14.347689,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,
LOS PINOS,CHL0000066,102.839478,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
PETROPOWER,CHL0000106,62.9775,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Coal
LAS VEGAS,CHL0000115,2.09895,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
LAGUNA VERDE (U1  U2  TG),CHL0000114,65.0,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
NEHUENCO,CHL0000117,874.7,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Gas
LOS VIENTOS,CHL0000116,131.34,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
CANETE,CHL0000058,4.0,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
CONTULMO,CHL0000059,0.8,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
EL TOTORAL,CHL0000113,3.0,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
CURAUMA,CHL0000112,2.5,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
HUASCO,CHL0000054,57.7,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
SAN LORENZO DE DIEGO DE ALMAGRO (U1-U2-U3),CHL0000055,62.2,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
TERMOPACIFICO,CHL0000056,86.05755,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
BOCAMINA (I-II),CHL0000057,478.0,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Coal
DIEGO DE ALMAGRO (U1-U2),CHL0000050,46.8,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
EL SALVADOR,CHL0000051,23.6691,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
EMELDA,CHL0000052,68.7,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
GUACOLDA,CHL0000053,760.0,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Coal
BIO CRUZ,CHL0000107,2.8,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil,Gas
CHUFKEN (TRAIGUEN),CHL0000043,1.6,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
TALTAL,CHL0000042,244.4,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,-24.9887787605,-70.4660245382,Gas
SALMOFOOD II,CHL0000041,1.6,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
SALMOFOOD I,CHL0000040,1.6,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
LOUSIANA PACIFIC II,CHL0000047,3.2,2016,None,None,Chile,,Energía Abierta (Chile),http://energiaabierta.cl/electricidad/,None,None,Oil
