Plant Code,Plant Name,Owner,NERC Region,Latitude,Longitude,Weighted Year.Month,Primary Fuel,Total Capacity (MW),Net Generation (MWh)
433,Robbs Peak,Sacramento Municipal Util Dist,WECC,38.896511,-120.378292,1966,Hydro,25.5,24230
435,White Rock/Slab Creek,Sacramento Municipal Util Dist,WECC,38.765336,-120.787366,1969,Hydro,266,216343
436,Devil Canyon,California Dept. of  Water Resources,WECC,34.2056,-117.3344,1986,Hydro,276.2,216054
437,Edward C Hyatt,California Dept. of  Water Resources,WECC,39.542985,-121.492188,1969,Hydro,644.1,652588
438,Thermalito,California Dept. of  Water Resources,WECC,39.514893,-121.630077,1969,Hydro,115.1,0
439,Don Pedro,Turlock Irrigation District,WECC,37.695994,-120.420152,1976,Hydro,170.8,155818
440,La Grange,Turlock Irrigation District,WECC,37.6697,-120.4436,1925,Hydro,4.5,7657
441,Folsom,U S Bureau of Reclamation,WECC,38.70675,-121.158443,1956,Hydro,198.6,185147
442,Judge F Carr,U S Bureau of Reclamation,WECC,40.646934,-122.626973,1964,Hydro,154.4,338338
443,Keswick,U S Bureau of Reclamation,WECC,40.611858,-122.446441,1951,Hydro,117,284273
444,Nimbus,U S Bureau of Reclamation,WECC,38.63735,-121.220198,1956,Hydro,13.4,26149
445,Shasta,U S Bureau of Reclamation,WECC,40.717455,-122.422274,1948,Hydro,714,1012933
446,ONeill,U S Bureau of Reclamation,WECC,37.098671,-121.047718,1969,Hydro,25.2,-5735
447,Parker Dam,U S Bureau of Reclamation,WECC,34.295334,-114.140222,1944,Hydro,120,448589
448,W R Gianelli,California Dept. of  Water Resources,WECC,37.0692,-121.0772,1968,Hydro,424,-142409
450,Spring Creek,U S Bureau of Reclamation,WECC,40.628115,-122.467509,1965,Hydro,180,283446
451,Trinity,U S Bureau of Reclamation,WECC,40.797296,-122.762553,1965,Hydro,140,279059
454,Colgate,Yuba County Water Agency,WECC,39.330833,-121.191666,1970,Hydro,315,538803
455,Narrows 2,Yuba County Water Agency,WECC,39.238996,-121.270409,1970,Hydro,46.7,94716
457,Bear Valley,City of Escondido - (CA),WECC,33.166111,-117.016667,1987,Hydro,1.4,562
460,Pueblo,Black Hills/Colorado Elec.Util,WECC,38.2667,-104.6144,1965,Oil,10,-316
464,Alamosa,Public Service Co of Colorado,WECC,37.4594,-105.8947,1976,Gas,53.2,1866
466,Boulder Canyon Hydro,Boulder City of,WECC,40.004725,-105.332495,2014,Hydro,5,19615
467,Cabin Creek,Public Service Co of Colorado,WECC,39.6551,-105.7088,1968,Hydro,300,-159359
469,Cherokee,Public Service Co of Colorado,WECC,39.807275,-104.964548,1967,Coal,551.3,3075374
470,Comanche (CO),Public Service Co of Colorado,WECC,38.2081,-104.5747,1994,Coal,1635.3,8289783
471,Fruita,Public Service Co of Colorado,WECC,39.1364,-108.7347,1974,Gas,26.6,129
472,Georgetown Hydro,Public Service Co of Colorado,WECC,39.6919,-105.6978,1908,Hydro,1.2,6165
473,Grand Valley Project Power Plant,Orchard Mesa Irrigation District,WECC,39.101667,-108.345556,1933,Hydro,3,13448
474,Salida,Public Service Co of Colorado,WECC,38.53419,-106.182003,1921,Hydro,1.4,2152
476,Shoshone (CO),Public Service Co of Colorado,WECC,39.57013,-107.226876,1910,Hydro,14.4,66015
477,Valmont,Public Service Co of Colorado,WECC,40.0195,-105.202,1967,Coal,251,1048991
478,Zuni,Public Service Co of Colorado,WECC,39.737348,-105.016991,1955,Gas,75,-980
479,Temescal,Metropolitan Water District of S CA,WECC,33.8343,-117.4971,1984,Hydro,2.9,16144
480,Corona,Metropolitan Water District of S CA,WECC,33.85895,-117.6106,1984,Hydro,2.9,14259
481,Perris,Metropolitan Water District of S CA,WECC,33.8361,-117.1831,1984,Hydro,7.9,0
482,Rio Hondo,Metropolitan Water District of S CA,WECC,34.004722,-118.09917,1985,Hydro,1.9,1003
483,Coyote Creek,Metropolitan Water District of S CA,WECC,33.92493,-117.95517,1985,Hydro,3.1,7784
484,Red Mountain,Metropolitan Water District of S CA,WECC,33.3944,-117.1889,1986,Hydro,5.9,11651
487,Valley View,Metropolitan Water District of S CA,WECC,33.9001,-117.82905,1986,Hydro,4.1,20471
489,Upper Dawson,Turlock Irrigation District,WECC,37.6508,-120.4706,1984,Hydro,4.4,6860
491,Center,City of Center - (CO),WECC,37.755,-106.1092,1961,Oil,1.5,0
492,Martin Drake,City of Colorado Springs - (CO),WECC,38.824444,-104.833333,1971,Coal,257,1169606
493,George Birdsall,City of Colorado Springs - (CO),WECC,38.881389,-104.816944,1956,Gas,59.6,8037
494,Manitou Springs,City of Colorado Springs - (CO),WECC,38.855556,-104.933056,1946,Hydro,6,20354
495,Ruxton Park,City of Colorado Springs - (CO),WECC,38.841354,-104.973802,1926,Hydro,1.2,1076
502,Holly,Town of Holly - (CO),WECC,38.055,-102.2004,2004,Oil,2.9,5
504,Julesburg,City of Julesburg - (CO),WECC,40.9681,-102.2492,1957,Oil,2.8,0
505,Boysen,U S Bureau of Reclamation,WECC,43.417872,-108.177545,1953,Hydro,15,69504
506,La Junta,City of La Junta - (CO),WECC,37.9844,-103.5436,1962,Oil,17.2,-1073
507,Las Animas,City of Las Animas - (CO),WECC,38.0597,-103.2206,1959,Oil,5.6,0
508,Lamar Plant,City of Lamar - (CO),WECC,38.033327,-102.537915,1991,Coal,61.7,10359
510,Sonoma California Geothermal,Geysers Power Co LLC,WECC,38.7903,-122.7559,1984,Geothermal,78,318272
511,Trinidad (CO),City of Trinidad - (CO),WECC,37.178979,-104.487492,1976,Coal,12.9,24
512,Blue Mesa,U S Bureau of Reclamation,WECC,38.453191,-107.337483,1968,Hydro,86.4,221259
513,Estes,U S Bureau of Reclamation,WECC,40.376771,-105.509665,1951,Hydro,45,95294
514,Morrow Point,U S Bureau of Reclamation,WECC,38.451753,-107.539299,1972,Hydro,173.2,295791
515,Big Thompson,U S Bureau of Reclamation,WECC,40.421031,-105.223804,1960,Hydro,4.5,2006
516,Green Mountain,U S Bureau of Reclamation,WECC,39.878805,-106.332725,1944,Hydro,26,93802
517,Marys Lake,U S Bureau of Reclamation,WECC,40.34408,-105.534308,1952,Hydro,8.1,35205
518,Flatiron,U S Bureau of Reclamation,WECC,40.364996,-105.236032,1955,Hydro,94.5,222616
519,Pole Hill,U S Bureau of Reclamation,WECC,40.365056,-105.325074,1955,Hydro,38.2,191968
520,Lower Molina,U S Bureau of Reclamation,WECC,39.19366,-108.044088,1963,Hydro,5.6,15693
521,Upper Molina,U S Bureau of Reclamation,WECC,39.143808,-108.004777,1963,Hydro,9.9,24430
525,Hayden,Public Service Co of Colorado,WECC,40.4856,-107.185,1973,Coal,465.4,3156780
527,Nucla,"Tri-State G & T Assn, Inc",WECC,38.2383,-108.5069,1982,Coal,113.8,417584
531,Camp Far West,Sacramento Municipal Util Dist,WECC,39.048802,-121.316966,1986,Hydro,7.2,5767
533,McWilliams,PowerSouth Energy Cooperative,SERC,31.400255,-86.476449,1999,Gas,654,3193339
534,Jones Fork,Sacramento Municipal Util Dist,WECC,38.850283,-120.381883,1986,Hydro,10,10648
535,McClellan (CA),Sacramento Municipal Util Dist,WECC,38.652731,-121.393336,1987,Gas,77,3722
537,Camanche,East Bay Municipal Util Dist,WECC,38.2268,-121.0245,1984,Hydro,10.8,4919
539,Rocky River (CT),FirstLight Power Resources Services LLC,NPCC,41.5826,-73.4349,1929,Hydro,31,6782
540,Branford,Connecticut Jet Power LLC,NPCC,41.2925,-72.7942,1968,Oil,21.8,654
541,Bulls Bridge,FirstLight Power Resources Services LLC,NPCC,41.659046,-73.491984,1904,Hydro,7.2,37929
542,Cos Cob,Connecticut Jet Power LLC,NPCC,41.0289,-73.5989,1984,Oil,115,4743
544,Devon Station,Devon Power LLC,NPCC,41.209797,-73.108976,1996,Oil,222.6,6152
546,Montville Station,NRG Montville Operations Inc,NPCC,41.4281,-72.1019,1969,Oil,495.3,49107
547,Northfield Mountain,"FirstLight Power Resources, Inc. - MA",NPCC,42.610683,-72.471643,1974,Hydro,940,-309676
550,Kettle Falls Generating Station,Avista Corp,WECC,48.620336,-118.111059,1987,Waste,57.9,263443
551,Scotland Dam,FirstLight Power Resources Services LLC,NPCC,41.6651,-72.1221,1938,Hydro,2,6366
552,Shepaug,FirstLight Power Resources Services LLC,NPCC,41.44842,-73.295321,1956,Hydro,37.2,145192
553,Stevenson,FirstLight Power Resources Services LLC,NPCC,41.3833,-73.1714,1924,Hydro,30.5,93171
554,Taftville,FirstLight Power Resources Services LLC,NPCC,41.5725,-72.0458,1928,Hydro,1.6,5042
557,Tunnel,FirstLight Power Resources Services LLC,NPCC,41.555425,-72.041829,1966,Oil,20.5,7727
559,Rainbow (CT),Farmington River Power Company,NPCC,41.915312,-72.693616,1926,Hydro,8,32155
560,Falls Village,FirstLight Power Resources Services LLC,NPCC,41.957272,-73.369297,1915,Hydro,9,45744
561,Franklin Drive,Connecticut Jet Power LLC,NPCC,41.798943,-73.116267,1969,Oil,21.8,716
562,Middletown,Middletown Power LLC,NPCC,41.554944,-72.579075,1969,Oil,786.4,234935
563,South Meadow,NAES Corp,NPCC,41.7495,-72.6524,1971,Oil,167.2,4121
564,Stanton Energy Center,Orlando Utilities Comm,FRCC,28.4822,-81.1678,1997,Coal,1262,6075239
565,Torrington Terminal,Connecticut Jet Power LLC,NPCC,41.776109,-73.120886,1968,Oil,21.8,607
566,Millstone,Dominion Nuclear Conn Inc,NPCC,41.3107,-72.1677,1982,Nuclear,2162.9,15840619
568,Bridgeport Station,PSEG Power Connecticut LLC,NPCC,41.1706,-73.1844,1969,Coal,418.6,832889
579,Central Hudson High Falls,Central Hudson Gas & Elec Corp,NPCC,41.828814,-74.131877,1987,Hydro,3.2,0
581,North Main Street,City of Norwich - (CT),NPCC,41.52679,-72.064935,1973,Oil,19,575
583,Tenth Street,City of Norwich - (CT),NPCC,41.538955,-72.050936,1968,Hydro,1.4,2144
584,Navajo Dam,City of Farmington - (NM),WECC,36.8061,-107.6131,1990,Hydro,30,60678
585,Drop 1,Imperial Irrigation District,WECC,32.711611,-114.942666,1985,Hydro,5.7,16396
586,East Highline,Imperial Irrigation District,WECC,32.699451,-115.28245,1985,Hydro,2.4,3368
589,J C McNeil,City of Burlington Electric - (VT),NPCC,44.4917,-73.208056,1985,Waste,59.5,287186
591,Christiana,Calpine Mid-Atlantic Generation LLC,RFC,39.7302,-75.5371,1974,Oil,52,1223
592,Delaware City 10,Calpine Mid-Atlantic Generation LLC,RFC,39.600408,-75.626811,1969,Oil,18.5,963
593,Edge Moor,Calpine Mid-Atlantic Generation LLC,RFC,39.73886,-75.50384,1970,Gas,710.3,852310
594,Indian River Generating Station,Indian River Operations Inc,RFC,38.5857,-75.2341,1981,Coal,464.1,873060
597,West Station (DE),Calpine Mid-Atlantic Generation LLC,RFC,39.7283,-75.6289,1965,Oil,20,60
599,McKee Run,NAES Corporation - (DE),RFC,39.176222,-75.546628,1973,Gas,151.2,33479
602,Brandon Shores,Raven Power Holdings LLC,RFC,39.18,-76.5389,1988,Coal,1370,4758982
607,Fredonia,Puget Sound Energy Inc,WECC,48.4558,-122.4358,1990,Gas,376,67546
609,Cape Canaveral,Florida Power & Light Co,FRCC,28.4698,-80.7644,2014,Gas,1295,6845355
612,Fort Myers,Florida Power & Light Co,FRCC,26.6967,-81.7831,1988,Gas,2827.5,8843734
613,Lauderdale,Florida Power & Light Co,FRCC,26.0686,-80.1984,1979,Gas,1863.2,4559518
617,Port Everglades,Florida Power & Light Co,FRCC,26.0856,-80.1253,1972,Gas,410.4,8545
619,Riviera,Florida Power & Light Co,FRCC,26.7653,-80.0525,2015,Gas,1295,4826933
620,Sanford,Florida Power & Light Co,FRCC,28.8419,-81.3256,1992,Gas,2377.8,9206252
621,Turkey Point,Florida Power & Light Co,FRCC,25.4356,-80.3308,1984,Nuclear,3665.2,18371296
622,South Fork Tolt,City of Seattle - (WA),WECC,47.699167,-121.783333,1996,Hydro,16.8,63313
624,Avon Park,"Duke Energy Florida, Inc",FRCC,27.579444,-81.492778,1969,Gas,67.4,2500
625,Upper Mechanicville,New York State Elec & Gas Corp,NPCC,42.9126,-73.6805,1984,Hydro,16.4,85688
626,Oak Flat,Pacific Gas & Electric Co,WECC,40.07531,-121.16143,1986,Hydro,1.4,5795
627,Bayboro,"Duke Energy Florida, Inc",FRCC,27.758056,-82.635278,1974,Oil,226.8,6281
628,Crystal River,"Duke Energy Florida, Inc",FRCC,28.9656,-82.6977,1978,Coal,2442.7,11760275
629,G E Turner,"Duke Energy Florida, Inc",FRCC,28.869577,-81.273957,1974,Oil,180.8,8843
630,Higgins,"Duke Energy Florida, Inc",FRCC,28.003262,-82.661507,1971,Gas,153.2,6034
632,Newcastle,Pacific Gas & Electric Co,WECC,38.835182,-121.092982,1987,Hydro,12.7,7369
634,P L Bartow,"Duke Energy Florida, Inc",FRCC,27.859535,-82.601759,2004,Gas,1475.8,6807183
637,Rio Pinar,"Duke Energy Florida, Inc",FRCC,28.541515,-81.254067,1971,Oil,19.2,84
638,Suwannee River,"Duke Energy Florida, Inc",FRCC,30.376389,-83.180556,1970,Gas,330.6,524963
641,Crist,Gulf Power Co,SERC,30.5661,-87.2244,1971,Coal,1135.1,3469284
642,Scholz,Gulf Power Co,SERC,30.6692,-84.8869,1954,Coal,98,31637
643,Lansing Smith,Gulf Power Co,SERC,30.2686,-85.7003,1989,Gas,1001.5,4506287
645,Big Bend,Tampa Electric Co,FRCC,27.7944,-82.4036,1978,Coal,1884.5,10127150
649,Vogtle,Georgia Power Co,SERC,33.1427,-81.7625,1989,Nuclear,2320,18060190
663,Deerhaven Generating Station,Gainesville Regional Utilities,FRCC,29.7592,-82.3878,1983,Coal,471,887465
664,John R Kelly,Gainesville Regional Utilities,FRCC,29.6461,-82.3208,1990,Gas,146.1,242833
665,G W Ivey,City of Homestead - (FL),FRCC,25.4756,-80.47,1977,Gas,35.6,14227
666,J D Kennedy,JEA,FRCC,30.364818,-81.625967,2005,Gas,370,37302
667,Northside Generating Station,JEA,FRCC,30.4172,-81.5525,1974,Gas,1407.1,3709209
673,Tom G Smith,City of Lake Worth - (FL),FRCC,26.612767,-80.0677,1974,Oil,98.7,13649
674,Pilot Butte,U S Bureau of Reclamation,WECC,43.219017,-108.787681,1928,Hydro,1.6,0
675,Larsen Memorial,City of Lakeland - (FL),FRCC,28.0797,-81.9228,1981,Gas,133.6,5040
676,C D McIntosh Jr,City of Lakeland - (FL),FRCC,28.0801,-81.9229,1988,Coal,993.9,2201582
678,W K Sanders,Village of Morrisville - (VT),NPCC,44.625282,-72.530859,1984,Hydro,1.8,804
682,Kerckhoff 2,Pacific Gas & Electric Co,WECC,37.071846,-119.558008,1984,Hydro,139.5,140573
683,Indian River Plant,Orlando Utilities Comm,FRCC,28.493232,-80.780124,1992,Gas,342.8,13942
688,Arvah B Hopkins,City of Tallahassee - (FL),FRCC,30.4522,-84.4,1991,Other,696.4,1535992
689,S O Purdom,City of Tallahassee - (FL),FRCC,30.162304,-84.200673,1997,Gas,277,1255693
690,J Woodruff,USCE-Mobile District,FRCC,30.708571,-84.863869,2003,Hydro,43.5,191509
692,Medicine Bow,Gamesa Wind US,WECC,41.835278,-106.242778,2000,Wind,12.2,10317
693,Vero Beach Municipal Power Plant,City of Vero Beach - (FL),FRCC,27.633382,-80.377551,1980,Gas,125.4,18026
696,Marathon Generating Plant,"Florida Keys El Coop Assn, Inc",FRCC,24.710833,-81.0927,1981,Oil,22,-280
698,Trenton North,Trenton Municipal Utilities - (MO),SERC,40.0786,-93.635,1975,Oil,13.5,73
702,Bartletts Ferry,Georgia Power Co,SERC,32.661976,-85.091552,1967,Hydro,173,359931
703,Bowen,Georgia Power Co,SERC,34.1256,-84.9222,1975,Coal,3498.6,15975305
704,Burton Dam,Georgia Power Co,SERC,34.7939,-83.5406,1928,Hydro,6,17313
706,Flint River,Georgia Power Co,SERC,31.6028,-84.1376,1924,Hydro,5.4,29223
707,Goat Rock,Georgia Power Co,SERC,32.60965,-85.0805,1971,Hydro,38.6,138630
708,Hammond,Georgia Power Co,SERC,34.2528,-85.3456,1965,Coal,953,1130526
709,Harllee Branch,Georgia Power Co,SERC,33.195,-83.2983,1969,Coal,1387.2,2537860
710,Jack McDonough,Georgia Power Co,SERC,33.8239,-84.4758,2012,Gas,2603.6,17021657
711,Langdale,Georgia Power Co,SERC,32.813836,-85.167786,1926,Hydro,1,0
712,Lloyd Shoals,Georgia Power Co,SERC,33.320773,-83.841922,1914,Hydro,14.4,65245
714,Toadtown,Pacific Gas & Electric Co,WECC,39.893491,-121.59338,1987,Hydro,1.8,1542
715,McManus,Georgia Power Co,SERC,31.213645,-81.546165,1970,Oil,644.3,7004
717,Morgan Falls,Georgia Power Co,SERC,33.9684,-84.3827,1904,Hydro,16.8,36850
718,Nacoochee,Georgia Power Co,SERC,34.755269,-83.501073,1927,Hydro,4.8,10614
719,North Highlands,Georgia Power Co,SERC,32.498791,-84.995585,1964,Hydro,29.6,113122
720,Oliver Dam,Georgia Power Co,SERC,32.5163,-84.9969,1960,Hydro,60,197805
722,Sinclair Dam,Georgia Power Co,SERC,33.1403,-83.2028,1954,Hydro,45,104753
723,Tallulah Falls,Georgia Power Co,SERC,34.731332,-83.375475,1916,Hydro,72,117685
724,Terrora,Georgia Power Co,SERC,34.7504,-83.4063,1926,Hydro,16,34879
725,Tugalo,Georgia Power Co,SERC,34.7133,-83.3519,1925,Hydro,44.8,87878
727,Mitchell (GA),Georgia Power Co,SERC,31.444728,-84.134696,1967,Coal,246.8,73110
728,Yates,Georgia Power Co,SERC,33.4622,-84.8986,1966,Coal,1487.3,716054
729,Yonah,Georgia Power Co,SERC,34.681477,-83.342642,1926,Hydro,22.5,40915
732,Boulevard,Georgia Power Co,SERC,32.0411,-81.145,1971,Gas,15.6,-33
733,Kraft,Georgia Power Co,SERC,32.1486,-81.1458,1967,Gas,352.4,591906
736,Stevens Creek,South Carolina Electric&Gas Company,SERC,33.562644,-82.051242,1919,Hydro,18.4,80471
745,Etiwanda,Metropolitan Water District of S CA,WECC,34.10345,-117.5257,1996,Hydro,23.9,0
748,Phillips,Tampa Electric Co,FRCC,27.4439,-81.3633,1984,Oil,38.4,0
751,Moccasin Low Head Hydro Project,City & County of San Francisco,WECC,37.816447,-120.312033,1988,Hydro,2.9,0
752,Lake Blackshear Project,Crisp County Power Comm,SERC,31.847697,-83.941996,1931,Hydro,17.2,43162
753,Crisp Plant,Crisp County Power Comm,SERC,31.844708,-83.940734,1958,Coal,17.5,532
754,Hartwell Lake,USCE-Savannah District,SERC,34.3564,-82.8219,1967,Hydro,420,451360
757,Blue Ridge,Tennessee Valley Authority,SERC,34.883889,-84.282222,1936,Hydro,23.5,31844
758,Nottely,Tennessee Valley Authority,SERC,34.959153,-84.08765,1959,Hydro,15.9,27442
759,Buford,USCE-Mobile District,SERC,34.162279,-84.077367,2005,Hydro,131.2,180168
760,Allatoona,USCE-Mobile District,SERC,34.1637,-84.7282,1951,Hydro,86.6,67673
761,Walter F George,USCE-Mobile District,SERC,34.61423,-84.674764,1964,Hydro,130,408703
762,Ponca,Oklahoma Municipal Power Authority,SPP,36.71979,-97.085758,1978,Gas,48,0
765,Kahe,Hawaiian Electric Co Inc,HICC,21.356395,-158.128853,1973,Oil,609.7,2643695
766,Waiau,Hawaiian Electric Co Inc,HICC,21.388997,-157.961518,1964,Oil,474.6,1044924
768,Waimea,Hawaii Electric Light Co Inc,HICC,19.6306,-155.9817,1972,Oil,7.5,3021
769,Kanoelehua,Hawaii Electric Light Co Inc,HICC,19.7052,-155.0625,1967,Oil,21,1164
771,Puueo,Hawaii Electric Light Co Inc,HICC,19.7264,-155.0908,1987,Hydro,3.1,16746
772,W H Hill,Hawaii Electric Light Co Inc,HICC,19.7041,-155.0607,1972,Oil,37.1,170674
774,Waiau Hydro,Hawaii Electric Light Co Inc,HICC,19.7203,-155.1189,1925,Hydro,1,6795
776,Sly Creek,South Feather Water and Power Agency,WECC,39.580413,-121.119479,1984,Hydro,12.1,13202
785,Kingsley,Central Nebraska Pub P&I Dist,MRO,41.2114,-101.6681,1985,Hydro,50,39257
788,East Barnet,Green Mountain Power Corp,NPCC,44.326335,-72.035894,1985,Hydro,2.2,5741
789,Orca,"Cordova Electric Coop, Inc",ASCC,60.555,-145.7531,1997,Oil,10.7,7570
790,Gem State,City of Idaho Falls - (ID),WECC,43.420221,-112.101852,1989,Hydro,23.4,123525
791,Canyon,Guadalupe Blanco River Authority,TRE,29.87056,-98.194733,1990,Hydro,6,0
792,Palaau Power,Maui Electric Co Ltd,HICC,21.106,-157.0647,1991,Oil,15.1,31830
794,Lewisville,City of Garland - (TX),TRE,33.068473,-96.963806,1993,Hydro,2.8,0
805,Charles E Monty,Brookfield White Pine Hydro LLC,NPCC,44.099461,-70.220851,1991,Hydro,28.4,152599
808,Jarvis (Hinckley),New York Power Authority,NPCC,43.3121,-75.109,1992,Hydro,9,26453
809,American Falls,Idaho Power Co,WECC,42.7778,-112.8764,1979,Hydro,92.4,264207
810,Bliss,Idaho Power Co,WECC,42.913786,-115.070986,1951,Hydro,75,301557
811,Brownlee,Idaho Power Co,WECC,44.8367,-116.8975,1968,Hydro,585.4,1917445
812,C J Strike,Idaho Power Co,WECC,42.944869,-115.977858,1953,Hydro,82.8,366278
813,Cascade Dam,Idaho Power Co,WECC,44.5256,-116.0483,1985,Hydro,12.4,43078
814,Clear Lake,Idaho Power Co,WECC,42.66701,-114.78012,1938,Hydro,2.5,16963
815,Lower Malad,Idaho Power Co,WECC,42.865783,-114.906172,1949,Hydro,13.5,39714
816,Lower Salmon,Idaho Power Co,WECC,42.841608,-114.903611,1950,Hydro,60,197065
817,Salmon Diesel,Idaho Power Co,WECC,45.183368,-113.885307,1968,Oil,5,1
818,Shoshone Falls,Idaho Power Co,WECC,42.5975,-114.4033,1921,Hydro,12.5,42929
819,Swan Falls,Idaho Power Co,WECC,43.2435,-116.3791,1995,Hydro,25,110848
820,Thousand Springs,Idaho Power Co,WECC,42.740542,-114.836722,1919,Hydro,8.8,55450
821,Twin Falls (ID),Idaho Power Co,WECC,42.5892,-114.3553,1986,Hydro,52.7,59763
822,Upper Salmon A,Idaho Power Co,WECC,42.767422,-114.924692,1938,Hydro,18,100252
823,Upper Malad,Idaho Power Co,WECC,42.864267,-114.885542,1949,Hydro,8.3,55588
825,Ashton,PacifiCorp,WECC,44.07863,-111.497326,1923,Hydro,6.7,32826
827,Grace,PacifiCorp,WECC,42.53675,-111.793967,1924,Hydro,33,56069
829,Oneida,PacifiCorp,WECC,42.267774,-111.748531,1918,Hydro,30,21691
831,Soda,PacifiCorp,WECC,42.64455,-111.696689,1925,Hydro,14.5,14510
833,Cabinet Gorge,Avista Corp,WECC,48.084444,-116.053056,1954,Hydro,265.2,1194480
835,Post Falls,Avista Corp,WECC,47.703333,-116.953889,1926,Hydro,14.5,83872
839,Scott Flat,Nevada Irrigation District,WECC,39.272108,-120.932508,1986,Hydro,1,2885
840,Dworshak,USACE Northwestern Division,WECC,46.5143,-116.2977,1976,Hydro,400,1744669
841,City Power Plant,City of Idaho Falls - (ID),WECC,43.491398,-112.04541,1983,Hydro,8,42551
843,Lower No 2,City of Idaho Falls - (ID),WECC,43.468398,-112.062602,1941,Hydro,3,0
844,Upper Power Plant,City of Idaho Falls - (ID),WECC,43.552695,-112.050953,1983,Hydro,8,45755
