PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant type,Commissioning Year,Units,Owner,Annual Generation (GWh),Other,Source,URL,Efficiency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal Code,Cooling Type,Cooling Source,Grid Connection,Natural_Language
1000181,4th Thermal Power Plant,Coal,540,Ulaanbaatar,,1980-1984,"3x80, 3x100",,,,J-Power,http://www.jpower.co.jp/english/international/consultation/detail_old/se_as_mongolia01.pdf,,,,,,,,Mongolia,Central Energy System,47.891998,106.799768,,,,,,,,Mongolian
1000182,3rd Thermal Power Plants,Coal,105,Ulaanbaatar,,1969-2014,,,,,Asia Development Bank,http://www.adb.org/sites/default/files/project-document/63905/43357-01-mon-tar.pdf,,,,,,,,Mongolia,Central Energy System,,,,,,,,,,Mongolian
1000183,2nd Thermal Power Plant,Coal,18,Ulaanbaatar,,1969,,,,,CDM,http://www.adb.org/sites/default/files/project-document/63905/43357-01-mon-tar.pdf,,,,,,,,Mongolia,Central Energy System,,,,,,,,,,Mongolian
1000184,Amgalan,Coal,116,Ulaanbaatar,,2015,3x38,,,,Info Mongolia,http://www.infomongolia.com/ct/ci/10065/56/%E2%80%9CAmgalan%E2%80%9D%20thermal%20power%20plant%20officially%20opened,,,,,,,,Mongolia,Central Energy System,,,,,,,,,,Mongolian
1000185,Salkhit,Wind,50,Ulaanbaatar,,2013,31 GE turbines,,,,Global Engineering Management and Development Consultants,https://www.mottmac.com/article/2321/salkhit-wind-farm-mongolia,,,,,,,,Mongolia,,47.162982,108.039127,,,,,,,,Mongolian
