PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant type,Commissioning Year,Units,Owner,Annual Generation (GWh),Other,Source,URL,Efficiency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal Code,Cooling Type,Cooling Source,Grid Connection,Natural_Language,CO2_annual_reported,CO2_specific_emissions_tCO2/MWh
1020080,Nanyo Complex,Coal,829,Yamaguchi City,,2008,,TOSOH CORP,,,Tosoh,http://www.tosoh.com/worldwide/japan-operations,,,,,,,Operating,Japan,,34.05433,131.757826,NONE,,,,,,,,,
1000622,Kashima,Crude,"4,400",,,,,Tokyo,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000638,Chita,Crude,"3,966",,,,,Chubu,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000623,Hirono,Crude,"3,800",,,,,Tokyo,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,Coal,,,,,,,,,
1000648,Kainan,Crude,"2,100",,,,,Kansai,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000640,Atsumi,Crude,"1,900",,,,,Chubu,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000650,Gobo,Crude,"1,800",,,,,Kansai,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000645,Toyama Shinko,Crude,"1,500",,,,,Hokuriku,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,Coal,,,,,,,,,
1000662,Sakaide,Crude,"1,500",,,,,Shikoku,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,Natural Gas,,,,,,,,,
1000619,Akita,Crude,"1,300",,,,,Tohoku,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000663,Anan,Crude,"1,245",,,,,Shikoku,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000655,Tanagawa Daini,Crude,"1,200",,,,,Kansai,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000656,Ako,Crude,"1,200",,,,,Kansai,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000659,Tamashima,Crude,"1,200",,,,,Chugoku,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000643,Nishi Nagoya,Crude,"1,190",,,,,Chubu,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,Naphtha,,,,,,,,,
1000644,Taketoyo,Crude,"1,125",,,,,Chubu,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000657,Aioi,Crude,"1,125",,,,,Kansai,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000634,Ohi,Crude,"1,050",,,,,Tokyo,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000667,Buzen,Crude,"1,000",,,,,Kyushu,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1000668,Sendai,Crude,"1,000",,,,,Kyushu,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,,Japan,,,,,,,,,,,,,
1020116,Hatchobaru Otake,Geothermal,110,Kusu-gun,Double Flash,1977-1996,,KYUSHU ELECTRIC POWER CO,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,Operating,Japan,,,,,,,,,,,,,
1020117,Kakkonda,Geothermal,80,Shizukuishi-shi,Dry Steam,1976-1996,,KYUSHU ELECTRIC POWER CO,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,Operating,Japan,,,,,,,,,,,,,
1020129,Yanaizu-Nishiyama,Geothermal,65,Yanaizu-shi - Aizu Dist,,1995,,KYUSHU ELECTRIC POWER CO,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,Operating,Japan,,,,,,,,,,,,,
1020120,Mori,Geothermal,50,Mori-machi,,1982,,TOHOKU ELECTRIC POWER CO,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,Operating,Japan,,42.1331,140.4553,,,,,,,,,,
1020125,Sumikawa Akita,Geothermal,50,Kazuno-shi,,1995,,J-POWER,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,Operating,Japan,,,,,,,,,,,,,
1020121,Ogiri,Geothermal,35,Kirishima-shi,,1996,,KYUSHU ELECTRIC POWER CO,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,Operating,Japan,,,,,,,,,,,,,
1020128,Yamagawa,Geothermal,30,Ibusuki-gun,,1995,,TOHOKU ELECTRIC POWER CO,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,Operating,Japan,,,,,,,,,,,,,
1020127,Uenotai,Geothermal,27.5,Yuzawa-shi,,1994,,KYUSHU ELECTRIC POWER CO,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,Operating,Japan,,,,,,,,,,,,,
1020126,Takigami,Geothermal,25,Kusu-gun,,1996,,MITSUBISHI MATERIALS CORP,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,Operating,Japan,,,,,,,,,,,,,
1020119,Matsukawa Geothermal,Geothermal,23.5,Morioka-shi,,1966,,TOHOKU ELECTRIC POWER CO,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,Operating,Japan,,,,,,,,,,,,,
1020122,Onikobe,Geothermal,15,Osaki City,Dry Steam,1975,,TOHOKU ELECTRIC POWER CO,,,Japanese Electric Power Information Center,https://www.jepic.or.jp/en/,,,,,,,Operating,Japan,,,,,,,,,,,,,
