PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant type,Age,Units,Owner,Annual Generation (GWh),Other,Source,URL,Efficiency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal Code,Cooling Type,Cooling Source,Grid Connection,Natural_Language,CO2_annual_reported,CO2_specific_emissions_tCO2/MWh
1029418,Pacov Solar Power Plant,Solar,1.9,,PV,,,Desire Invest,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1112,,,,,,,Operating,Czech Republic,,49.4618,14.99429,,,,,,,,,,
1029419,Mirošov Solar Power Plant,Solar,1,,PV,,,Rosso Investment as,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=10866,,,,,,,Operating,Czech Republic,,49.6833,13.67015,,,,,,,,,,
1029420,Pucov Solar Power Plant,Solar,1.7,,PV,,,Almando,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=217,,,,,,,Operating,Czech Republic,,49.2497,16.18227,,,,,,,,,,
1029421,Náměšť nad Oslavou Solar Power Plant,Solar,3,,PV,,,Green Shine,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=2064,,,,,,,Operating,Czech Republic,,49.2154,16.16704,,,,,,,,,,
1029422,Mohelno Solar Power Plant,Solar,1.5,,PV,,,Pontus Energy,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=10281,,,,,,,Operating,Czech Republic,,49.1215,16.20103,,,,,,,,,,
1029423,Rokytnice nad Rokytnou Solar Power Plant,Solar,1,,PV,,,Pontus energy,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=10280,,,,,,,Operating,Czech Republic,,49.1804,15.7718,,,,,,,,,,
1029424,Blatná Solar Power Plant,Solar,2.7,,PV,,,Solar 2,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11153,,,,,,,Operating,Czech Republic,,49.4202,13.85306,,,,,,,,,,
1029425,Vrcovice Solar Power Plant,Solar,1.7,,PV,,,FVE Vrcovice,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1975,,,,,,,Operating,Czech Republic,,49.3512,14.15976,,,,,,,,,,
1029426,Bernartice Solar Power Plant,Solar,1.1,,PV,,,Sunni Energo Alfa,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11561,,,,,,,Operating,Czech Republic,,49.3719,14.37714,,,,,,,,,,
1029427,Boudy Solar Power Plant,Solar,2.2,,PV,,,Budská solární,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=779,,,,,,,Operating,Czech Republic,,49.4433,14.02905,,,,,,,,,,
1029428,Nové Dvory Solar Power Plant,Solar,3.3,,PV,,,NASAP,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=9221,,,,,,,Operating,Czech Republic,,49.4317,14.48815,,,,,,,,,,
1029429,Rataje Solar Power Plant,Solar,2.2,,PV,,,Happy Sun,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=2169,,,,,,,Operating,Czech Republic,,49.3521,14.44004,,,,,,,,,,
1029430,Čekanice 2 Solar Power Plant,Solar,1.6,,PV,,,PV Čekanice,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=10387,,,,,,,Operating,Czech Republic,,49.4305,14.68349,,,,,,,,,,
1029431,Podolí Solar Power Plant,Solar,1.4,,PV,,,Podolí Energy,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=10270,,,,,,,Operating,Czech Republic,,49.4637,14.72747,,,,,,,,,,
1029432,Lžín Solar Power Plant,Solar,2.3,,PV,,,Global Facility,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=2037,,,,,,,Operating,Czech Republic,,49.2217,14.80863,,,,,,,,,,
1029433,Želeč - Jihočeský Solar Power Plant,Solar,1,,PV,,,SLE Želeč,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=10387,,,,,,,Operating,Czech Republic,,49.3111,14.64798,,,,,,,,,,
1029434,Chlum Solar Power Plant,Solar,1,,PV,,,Photon Energy Operations CZ,,,http://www.photonenergyoperations.cz/provoz-a-servis-fve,http://www.photonenergyoperations.cz,,,,,,,Operating,Czech Republic,,49.9352,13.66269,,,,,,,,,,
1029435,Sychrov Solar Power Plant,Solar,1,,PV,,,Photon Energy Operations CZ,,,http://www.photonenergyoperations.cz/provoz-a-servis-fve,http://www.photonenergyoperations.cz,,,,,,,Operating,Czech Republic,,50.5502,14.9848,,,,,,,,,,
1029436,Slavkov Solar Power Plant,Solar,1.1,,PV,,,Photon Energy Operations CZ,,,http://www.photonenergyoperations.cz/provoz-a-servis-fve,http://www.photonenergyoperations.cz,,,,,,,Operating,Czech Republic,,49.1466,16.87371,,,,,,,,,,
1029437,Svatoslav Solar Power Plant,Solar,1.2,,PV,,,Photon Energy Operations CZ,,,http://www.photonenergyoperations.cz/provoz-a-servis-fve,http://www.photonenergyoperations.cz,,,,,,,Operating,Czech Republic,,49.3211,15.87145,,,,,,,,,,
1029438,Onyx Solar Power Plant,Solar,3,,PV,,,Photon Energy Operations CZ,,,http://www.photonenergyoperations.cz/provoz-a-servis-fve,http://www.photonenergyoperations.cz,,,,,,,Operating,Czech Republic,,49.9261,13.99087,,,,,,,,,,
1029439,Dolní Dvořiště Solar Power Plant,Solar,1.6,,PV,,,Photon Energy Operations CZ,,,http://www.photonenergyoperations.cz/provoz-a-servis-fve,http://www.photonenergyoperations.cz,,,,,,,Operating,Czech Republic,,48.6662,14.44799,,,,,,,,,,
1029440,Radvanice Solar Power Plant,Solar,2.3,,PV,,,Photon Energy Operations CZ,,,http://www.photonenergyoperations.cz/provoz-a-servis-fve,http://www.photonenergyoperations.cz,,,,,,,Operating,Czech Republic,,49.5169,17.48546,,,,,,,,,,
1029441,Komorovice Solar Power Plant,Solar,2.3,,PV,,,Photon Energy Operations CZ,,,http://www.photonenergyoperations.cz/provoz-a-servis-fve,http://www.photonenergyoperations.cz,,,,,,,Operating,Czech Republic,,49.5127,15.34082,,,,,,,,,,
1029442,Markvartice - Photon Energy Solar Power Plant,Solar,1,,PV,,,Photon Energy Operations CZ,,,http://www.photonenergyoperations.cz/provoz-a-servis-fve,http://www.photonenergyoperations.cz,,,,,,,Operating,Czech Republic,,50.7749,14.7738,,,,,,,,,,
1029443,Kunovice Solar Power Plant,Solar,2,,PV,,,Kovokon Popovice,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=6970,,,,,,,Operating,Czech Republic,,49.0353,17.47882,,,,,,,,,,
1029444,Nedakonice Solar Power Plant,Solar,2,,PV,,,FVE 25,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1864,,,,,,,Operating,Czech Republic,,49.0355,17.38367,,,,,,,,,,
1029445,Roštín 2 Solar Power Plant,Solar,1.4,,PV,,,FVE 12,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1854,,,,,,,Operating,Czech Republic,,49.1929,17.28459,,,,,,,,,,
1029446,Buchlovice Solar Power Plant,Solar,1,,PV,,,Maysville,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1854,,,,,,,Operating,Czech Republic,,49.078,17.3579,,,,,,,,,,
1029447,Uherský Ostroh 1 Solar Power Plant,Solar,1,,PV,,,MCG Invest as,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11200,,,,,,,Operating,Czech Republic,,48.9718,17.40317,,,,,,,,,,
1029448,Nivnice Solar Power Plant,Solar,1,,PV,,,RP Solar as,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=10887,,,,,,,Operating,Czech Republic,,48.9953,17.64812,,,,,,,,,,
1029449,Polešovice Solar Power Plant,Solar,2,,PV,,,Emel Energy as,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1407,,,,,,,Operating,Czech Republic,,49.0211,17.35012,,,,,,,,,,
1029450,Uherský Ostroh 2 Solar Power Plant,Solar,2,,PV,,,Solar Morava as,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=7967,,,,,,,Operating,Czech Republic,,48.9735,17.40017,,,,,,,,,,
1029451,Rozstání Solar Power Plant,Solar,2,,PV,,,Alt Energie,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=234,,,,,,,Operating,Czech Republic,,49.7428,16.72258,,,,,,,,,,
1029452,Prostějov - Meridian Solar Power Plant,Solar,2.2,,PV,,,Meridian Solární Park II,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=7982,,,,,,,Operating,Czech Republic,,49.4388,17.09626,,,,,,,,,,
1029453,Příkazy u Olomouce Solar Power Plant,Solar,1.6,,PV,,,Erinome as,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1476,,,,,,,Operating,Czech Republic,,49.6361,17.15383,,,,,,,,,,
1029454,Raková u Konice Solar Power Plant,Solar,6.5,,PV,,,Rekman,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=10578,,,,,,,Operating,Czech Republic,,49.5992,16.94413,,,,,,,,,,
1029455,Medlov Solar Power Plant,Solar,2.3,,PV,,,Gilose,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=2033,,,,,,,Operating,Czech Republic,,49.0156,16.53714,,,,,,,,,,
1029456,Nová Včelnice Solar Power Plant,Solar,2.4,,PV,,,Agile Solar,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=79,,,,,,,Operating,Czech Republic,,49.2282,15.06423,,,,,,,,,,
1029457,Jarošov nad Nežárkou - Solar Jarošov Solar Power Plant,Solar,2.1,,PV,,,Solar Jarošov,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11195,,,,,,,Operating,Czech Republic,,49.1917,15.07,,,,,,,,,,
1029458,Jarošov nad Nežárkou - Solferino Solar Power Plant,Solar,1.7,,PV,,,Solferino,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11273,,,,,,,Operating,Czech Republic,,49.1785,15.07537,,,,,,,,,,
1029459,Jiráskovo Předměstí Solar Power Plant,Solar,3.1,,PV,,,Paulin-Energo,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=9499,,,,,,,Operating,Czech Republic,,49.124,15.01308,,,,,,,,,,
1029460,Dynín Solar Power Plant,Solar,2,,PV,,,Elektrárna Dynín,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1336,,,,,,,Operating,Czech Republic,,49.1356,14.64123,,,,,,,,,,
1029461,Stará Obora Solar Power Plant,Solar,2.8,,PV,,,PV Hluboká,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=10390,,,,,,,Operating,Czech Republic,,49.0919,14.41757,,,,,,,,,,
1029462,Borek Solar Power Plant,Solar,1,,PV,,,Solarpark Gama,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11253,,,,,,,Operating,Czech Republic,,49.0301,14.50482,,,,,,,,,,
1029463,Libníč Solar Power Plant,Solar,3,,PV,,,Solar Projekt Libníč,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11215,,,,,,,Operating,Czech Republic,,49.0223,14.54406,,,,,,,,,,
1029464,Dolní Pěna Solar Power Plant,Solar,1,,PV,,,Kertak Energy,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=9499,,,,,,,Operating,Czech Republic,,49.1225,15.02302,,,,,,,,,,
1029465,Horní Pěna Solar Power Plant,Solar,2,,PV,,,Kertak Energy,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1312,,,,,,,Operating,Czech Republic,,49.0995,15.03971,,,,,,,,,,
1029466,Jílovice Solar Power Plant,Solar,1.3,,PV,,,Stand-by Europe,,,Standby-Europe,https://web.archive.org/web/20111013032819/http://www.standby-europe.com/,,,,,,,Operating,Czech Republic,,48.8882,14.73163,,,,,,,,,,
1029467,Čenkov Solar Power Plant,Solar,3.3,,PV,,,Stand-by Europe,,,Standby-Europe,https://web.archive.org/web/20111013032819/http://www.standby-europe.com/,,,,,,,Operating,Czech Republic,,49.3487,14.59098,,,,,,,,,,
1029468,Krmelín Solar Power Plant,Solar,2,,PV,,,Stand-by Europe,,,Standby-Europe,https://web.archive.org/web/20111013032819/http://www.standby-europe.com/,,,,,,,Operating,Czech Republic,,49.7366,18.23187,,,,,,,,,,
1029469,Chrudichromy Solar Power Plant,Solar,10,,PV,,,Stand-by Europe,,,Standby-Europe,https://web.archive.org/web/20111013032819/http://www.standby-europe.com/,,,,,,,Operating,Czech Republic,,49.5078,16.63618,,,,,,,,,,
1029470,Zaječí Solar Power Plant,Solar,1.9,,PV,,,Stand-by Europe,,,Standby-Europe,https://web.archive.org/web/20111013032819/http://www.standby-europe.com/,,,,,,,Operating,Czech Republic,,48.8822,16.72871,,,,,,,,,,
1029471,Kosořín - Stand-by Europe Solar Power Plant,Solar,1.9,,PV,,,Stand-by Europe,,,Standby-Europe,https://web.archive.org/web/20111013032819/http://www.standby-europe.com/,,,,,,,Operating,Czech Republic,,49.981,16.2294,,,,,,,,,,
1029472,Lanžhot Solar Power Plant,Solar,2,,PV,,,Stand-by Europe,,,Standby-Europe,https://web.archive.org/web/20111013032819/http://www.standby-europe.com/,,,,,,,Operating,Czech Republic,,48.7281,16.94239,,,,,,,,,,
1029473,Ledeč nad Sázavou Solar Power Plant,Solar,2,,PV,,,Stand-by Europe,,,Standby-Europe,https://web.archive.org/web/20111013032819/http://www.standby-europe.com/,,,,,,,Operating,Czech Republic,,49.6829,15.27503,,,,,,,,,,
1029474,Měnín Solar Power Plant,Solar,3.2,,PV,,,Solar Systems Měnín,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11222,,,,,,,Operating,Czech Republic,,49.0743,16.68561,,,,,,,,,,
1029475,Roštín 1 Solar Power Plant,Solar,1.2,,PV,,,Roštín,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=10867,,,,,,,Operating,Czech Republic,,49.1911,17.28088,,,,,,,,,,
1029476,Honětice Solar Power Plant,Solar,3.3,,PV,,,Elgen Solar,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1358,,,,,,,Operating,Czech Republic,,49.2083,17.24749,,,,,,,,,,
1029477,Moutnice Solar Power Plant,Solar,2.1,,PV,,,Goodwill Housing,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=2050,,,,,,,Operating,Czech Republic,,49.0645,16.73517,,,,,,,,,,
1029478,Bílany Solar Power Plant,Solar,4.5,,PV,,,Goodwill Power Station 1,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=2052,,,,,,,Operating,Czech Republic,,49.3038,17.41792,,,,,,,,,,
1029479,Pravčice Solar Power Plant,Solar,3.2,,PV,,,Solar 7,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11166,,,,,,,Operating,Czech Republic,,49.319,17.49357,,,,,,,,,,
1029480,Kunkovice Solar Power Plant,Solar,1.5,,PV,,,Terawatt,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11669,,,,,,,Operating,Czech Republic,,49.1779,17.16305,,,,,,,,,,
1029481,Dřínov Solar Power Plant,Solar,2.5,,PV,,,Solar 3,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11154,,,,,,,Operating,Czech Republic,,49.2887,17.23157,,,,,,,,,,
1029482,Napajedla Solar Power Plant,Solar,4.9,,PV,,,Kokusai CzechSol One (1),,,Elektrarny,http://www.elektrarny.pro/detail.php?id=6931,,,,,,,Operating,Czech Republic,,49.1893,17.52172,,,,,,,,,,
1029483,Velké Němčice Solar Power Plant,Solar,1,,PV,,,Carbounion PV as,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=811,,,,,,,Operating,Czech Republic,,48.9891,16.68186,,,,,,,,,,
1029484,Hulín Solar Power Plant,Solar,1.7,,PV,,,Rovina Power,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=10883,,,,,,,Operating,Czech Republic,,49.3127,17.45212,,,,,,,,,,
1029485,Sazovice Solar Power Plant,Solar,1.2,,PV,,,GS55 Sazovice,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=2072,,,,,,,Operating,Czech Republic,,49.2371,17.56498,,,,,,,,,,
1029486,Smržice Solar Power Plant,Solar,1,,PV,,,PV Smržice,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=10394,,,,,,,Operating,Czech Republic,,49.5029,17.10808,,,,,,,,,,
1029487,Prostějov - Dulwich Trade Solar Power Plant,Solar,2.4,,PV,,,Dulwich Trade as,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1202,,,,,,,Operating,Czech Republic,,49.4627,17.15072,,,,,,,,,,
1029488,Bystročice Solar Power Plant,Solar,2.3,,PV,,,Despopolo,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1115,,,,,,,Operating,Czech Republic,,49.5435,17.18068,,,,,,,,,,
1029489,Čehovice Solar Power Plant,Solar,2.3,,PV,,,Buzzing Yellow Lines,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=798,,,,,,,Operating,Czech Republic,,49.4234,17.19125,,,,,,,,,,
1029490,Kralice na Hané Solar Power Plant,Solar,3,,PV,,,Solaris Tech,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11241,,,,,,,Operating,Czech Republic,,49.4552,17.21005,,,,,,,,,,
1029491,Želeč - Olomouc Solar Power Plant,Solar,1.7,,PV,,,Silver Celebrity,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11063,,,,,,,Operating,Czech Republic,,49.3425,17.10258,,,,,,,,,,
1029492,Výšovice Solar Power Plant,Solar,1.2,,PV,,,Arazona Plus,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=376,,,,,,,Operating,Czech Republic,,49.4231,17.13264,,,,,,,,,,
1029493,Horní Moštěnice Solar Power Plant,Solar,1,,PV,,,Manisa as,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=7564,,,,,,,Operating,Czech Republic,,49.4039,17.46094,,,,,,,,,,
1029494,Němčice nad Hanou Solar Power Plant,Solar,3.6,,PV,,,Kokusai CzechSol Two (2),,,Elektrarny,http://www.elektrarny.pro/detail.php?id=6934,,,,,,,Operating,Czech Republic,,49.3381,17.21506,,,,,,,,,,
1029495,České Velenice - Ren Power Solar Power Plant,Solar,1.2,,PV,,,REN Power CZ Solar I,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=10586,,,,,,,Operating,Czech Republic,,48.7782,14.97028,,,,,,,,,,
1029496,České Velenice - Sky Solar Solar Power Plant,Solar,4.5,,PV,,,Viktor Property,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=12205,,,,,,,Operating,Czech Republic,,48.7827,14.96895,,,,,,,,,,
1029497,Klikov Solar Power Plant,Solar,1.3,,PV,,,Solarpark Delta as,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11251,,,,,,,Operating,Czech Republic,,48.9098,14.90487,,,,,,,,,,
1029498,Chlum u Třeboně Solar Power Plant,Solar,1,,PV,,,FVE Chlum 2,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1889,,,,,,,Operating,Czech Republic,,48.9514,14.92494,,,,,,,,,,
1029499,Dačice Solar Power Plant,Solar,4.8,,PV,,,Black & Bush Projekt 2,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=649,,,,,,,Operating,Czech Republic,,49.0819,15.45922,,,,,,,,,,
1029500,Kunžak Solar Power Plant,Solar,1.3,,PV,,,Abalanzar,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=39,,,,,,,Operating,Czech Republic,,49.1297,15.18066,,,,,,,,,,
1029501,Stráž nad Nežárkou Solar Power Plant,Solar,2.6,,PV,,,Solar 8,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11168,,,,,,,Operating,Czech Republic,,49.0645,14.91428,,,,,,,,,,
1029502,Otín Solar Power Plant,Solar,3.4,,PV,,,Kertak Energy,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=9427,,,,,,,Operating,Czech Republic,,49.1453,15.03936,,,,,,,,,,
1029503,České Velenice - Ruhl FVE Solar Power Plant,Solar,1.3,,PV,,,Ruhl FVE,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11146,,,,,,,Operating,Czech Republic,,48.777,14.97273,,,,,,,,,,
1029504,České Velenice - Solar 1 Solar Power Plant,Solar,1.2,,PV,,,Solar 1,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11146,,,,,,,Operating,Czech Republic,,48.7793,14.96803,,,,,,,,,,
1029505,Malešovice Solar Power Plant,Solar,3.6,,PV,,,Malešovice Solar Plant,,,Nobility,http://www.nobility.cz,,,,,,,Operating,Czech Republic,,49.0313,16.48884,,,,,,,,,,
1029506,Lužice - Nobility Solar Projects Solar Power Plant,Solar,1,,PV,,,Nobility Solar Projects as,,,Nobility,http://www.nobility.cz,,,,,,,Operating,Czech Republic,,48.8476,17.09467,,,,,,,,,,
1029507,Kameničná Solar Power Plant,Solar,5.1,,PV,,,SAG Solarstrom AG,,,SAG Solar,http://www.sagsolar.com,,,,,,,Operating,Czech Republic,,50.1124,16.42599,,,,,,,,,,
1029508,Syrovice - Rajhradská Solar Power Plant,Solar,3.1,,PV,,,Rajhradská Solar Plant,,,Nobility,http://www.nobility.cz,,,,,,,Operating,Czech Republic,,49.0807,16.57471,,,,,,,,,,
1029509,Holýšov Solar Power Plant,Solar,4.2,,PV,,,Antaris Solar GmbH & Co KG,,,Antaris Solar,http://www.antaris-solar.com,,,,,,,Operating,Czech Republic,,49.5868,13.08786,,,,,,,,,,
1029510,Stříbro - SAG Solarstrom Solar Power Plant,Solar,13.6,,PV,,,Solar Stribro,,,SAG Solar,http://www.sagsolar.com,,,,,,,Operating,Czech Republic,,49.7491,12.97649,,,,,,,,,,
1029511,Stříbro - Antaris Solar Power Plant,Solar,1,,PV,,,Antaris Solar GmbH & Co KG,,,Antaris Solar,http://www.antaris-solar.com,,,,,,,Operating,Czech Republic,,49.7476,13.0027,,,,,,,,,,
1029512,Kaplice Solar Power Plant,Solar,2.4,,PV,,,FVE Kaplice,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1924,,,,,,,Operating,Czech Republic,,48.7312,14.47811,,,,,,,,,,
1029513,Světlík Solar Power Plant,Solar,2.1,,PV,,,FVE Světlík,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1960,,,,,,,Operating,Czech Republic,,48.7251,14.20351,,,,,,,,,,
1029514,Zvíkov Solar Power Plant,Solar,2,,PV,,,Photon SPV 8 as,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=10234,,,,,,,Operating,Czech Republic,,48.9853,14.59915,,,,,,,,,,
1029515,Roudné Solar Power Plant,Solar,2.7,,PV,,,Solar Project,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11216,,,,,,,Operating,Czech Republic,,48.9343,14.47513,,,,,,,,,,
1029516,Kramolín Solar Power Plant,Solar,3.3,,PV,,,Jihočeská Eko-Energetika,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=5746,,,,,,,Operating,Czech Republic,,48.9054,14.74263,,,,,,,,,,
1029517,Petrovice Solar Power Plant,Solar,3.3,,PV,,,FVE Petrovice as,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1948,,,,,,,Operating,Czech Republic,,48.9371,14.68499,,,,,,,,,,
1029518,Kamenný Újezd Solar Power Plant,Solar,1.4,,PV,,,Slunce Komařice,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=9255,,,,,,,Operating,Czech Republic,,49.7265,13.62988,,,,,,,,,,
1029519,Velešín Solar Power Plant,Solar,3.3,,PV,,,Meridian Solární Park I,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=7981,,,,,,,Operating,Czech Republic,,48.8278,14.45415,,,,,,,,,,
1029520,Ledenice Solar Power Plant,Solar,1.4,,PV,,,Save Energy,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=10991,,,,,,,Operating,Czech Republic,,48.9233,14.63212,,,,,,,,,,
1029521,Komařice Solar Power Plant,Solar,2.3,,PV,,,Slunce Komařice,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11107,,,,,,,Operating,Czech Republic,,48.8783,14.54206,,,,,,,,,,
1029522,Neznášov Solar Power Plant,Solar,1.2,,PV,,,Greton,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=2069,,,,,,,Operating,Czech Republic,,50.3361,15.84039,,,,,,,,,,
1029523,Choustníkovo Hradiště 1 Solar Power Plant,Solar,3,,PV,,,Beas Energy,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=589,,,,,,,Operating,Czech Republic,,50.424,15.88414,,,,,,,,,,
1029524,Kopidlno Solar Power Plant,Solar,2.8,,PV,,,Kopidlno FVE,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=6952,,,,,,,Operating,Czech Republic,,50.3356,15.24898,,,,,,,,,,
1029525,Myštěves Solar Power Plant,Solar,2.8,,PV,,,Amos Energo,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=368,,,,,,,Operating,Czech Republic,,50.3012,15.56133,,,,,,,,,,
1029526,Řehoty Solar Power Plant,Solar,1,,PV,,,Amos Energo,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=259,,,,,,,Operating,Czech Republic,,50.2562,15.55105,,,,,,,,,,
1029527,Staré Nechanice Solar Power Plant,Solar,3,,PV,,,Bydžov,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=803,,,,,,,Operating,Czech Republic,,50.2372,15.62178,,,,,,,,,,
1029528,Stěžírky Solar Power Plant,Solar,1.4,,PV,,,SV Stěžírky,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11581,,,,,,,Operating,Czech Republic,,50.2372,15.73235,,,,,,,,,,
1029529,Hradec Králové - Třebeš Solar Power Plant,Solar,2.2,,PV,,,Yellow Energy,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=12590,,,,,,,Operating,Czech Republic,,50.1794,15.82125,,,,,,,,,,
1029530,Černilov Solar Power Plant,Solar,1.9,,PV,,,Solar Černilov,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11175,,,,,,,Operating,Czech Republic,,50.2641,15.94499,,,,,,,,,,
1029531,Lužany Solar Power Plant,Solar,1,,PV,,,Profit Energy Beta,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=10342,,,,,,,Operating,Czech Republic,,50.3345,15.79034,,,,,,,,,,
1029532,Frymburk Solar Power Plant,Solar,4.2,,PV,,,Solarpark Frymburk,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11252,,,,,,,Operating,Czech Republic,,48.6829,14.19053,,,,,,,,,,
1029533,Plánička Solar Power Plant,Solar,1.3,,PV,,,Solar Plánička,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11206,,,,,,,Operating,Czech Republic,,48.7231,14.13032,,,,,,,,,,
1029534,Vysokov Solar Power Plant,Solar,1.9,,PV,,,Photon Power,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1422,,,,,,,Operating,Czech Republic,,50.3983,16.09901,,,,,,,,,,
1029535,Česká Skalice Solar Power Plant,Solar,2.8,,PV,,,Stamp Energy,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=1422,,,,,,,Operating,Czech Republic,,50.387,16.03088,,,,,,,,,,
1029536,Velký Třebešov Solar Power Plant,Solar,2.7,,PV,,,Stamp Energy,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11343,,,,,,,Operating,Czech Republic,,50.3974,16.00011,,,,,,,,,,
1029537,Choustníkovo Hradiště 2 Solar Power Plant,Solar,3,,PV,,,Beas Energy,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=590,,,,,,,Operating,Czech Republic,,50.4211,15.8907,,,,,,,,,,
1029538,Lipovka Solar Power Plant,Solar,1.1,,PV,,,Solarpark Lipovka,,,Elektrarny,http://www.elektrarny.pro/detail.php?id=11258,,,,,,,Operating,Czech Republic,,50.1834,16.26293,,,,,,,,,,
