PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant type,Commissioning Year,Units,Owner,Annual Generation (GWh),Other,Source,URL,Source 2,URL 2,Efficiency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal Code,Cooling Type,Cooling Source,Grid Connection,Natural_Language,CO2_annual_reported,CO2_specific_emissions_tCO2/MWh,
1026629,LOUZES AGATHAKI RIGANI,Wind,24,Etoloakarnania,Onshore Wind,2008,12,TERNA,,,TERNA,http://www.terna-energy.com/activities/?EntryId=5f9f737c-db1c-4931-859d-55c4fba61802&catid=67e8558e-78c1-44cc-9d53-56994d9e6f7e&countryId=5a53c3a7-cff0-49a4-ba90-5538b3418e40,,,,,,,,,Operating,Greece,,,,,,,,,,,,,,
1019387,Pigae Aoos,Hydro,210,Aoos,,1989,,,165,,"Global Water System Project (for name, location, and age)",http://sedac.ciesin.columbia.edu/data/collection/grand-v26,"Large Dam Database in Greece (location, capacity, fuel, plant type)",http://users.itia.ntua.gr/nikos/dams/list%20of%20dams/LIST%20OF%20DAMS.htm,,,,,,,Operating,Greece,,39.687083,20.842083,,,,,Ioannina,,,,4015,Point,4016
1019388,Messochora,Hydro,160,Acheloos,Concrete Faced Rockfill Dam with Reservoir,1995,,,372,,"Global Water System Project (for name, location, and age)",http://sedac.ciesin.columbia.edu/data/collection/grand-v39,"Large Dam Database in Greece (location, capacity, fuel, plant type)",http://users.itia.ntua.gr/nikos/dams/list%20of%20dams/LIST%20OF%20DAMS.htm,,,,,,,Operating,Greece,,39.464583,21.302083,,,,,Trikala,,,,6842,Point,6843
1019389,Sykia,Hydro,160,,Rockfill Dam with Reservoir,,,,,,"Global Water System Project (for name, location, and age)",http://users.itia.ntua.gr/nikos/dams/list%20of%20dams/r_Aliakmonas/aliakmonas%20dams.htm,,,,,,,,,Operating,Greece,,39.31361,21.412957,,,,,,,,,,,
1019399,Louros Dam,Hydro,10,Preveza,Gravity Dam with Reservoir,1954,,,50,,Large Dam Database in Greece,http://users.itia.ntua.gr/nikos/dams/list%20of%20dams/r_Aliakmonas/aliakmonas%20dams.htm,,,,,,,,,Operating,Greece,,39.251371,20.865655,,,,,,,,,,,
1019391,Plastiras,Hydro,130,Tavropos,Dam with Reservoir,1959,,,198,,"Global Water System Project (for name, location, and age)",http://sedac.ciesin.columbia.edu/data/collection/grand-v27,"Large Dam Database in Greece (location, capacity, fuel, plant type)",http://users.itia.ntua.gr/nikos/dams/list%20of%20dams/LIST%20OF%20DAMS.htm,,,,,,,Operating,Greece,,39.24125,21.747917,,,,,Karditsa,,,,4020,Point,4021
1019384,Pournari,Hydro,334,Arachthos,Earthfill dam with Reservoir,1981,,,280,,"Global Water System Project (for name, location, and age)",http://sedac.ciesin.columbia.edu/data/collection/grand-v28,"Large Dam Database in Greece (location, capacity, fuel, plant type)",http://users.itia.ntua.gr/nikos/dams/list%20of%20dams/LIST%20OF%20DAMS.htm,,,,,,,Operating,Greece,,39.187083,21.02625,,,,,Arta,,,,4021,Point,4022
1019397,Smokovo,Hydro,10,Sofaditis,Rockfill Dam with Reservoir,1994,,,30,,"Global Water System Project (for name, location, and age)",http://sedac.ciesin.columbia.edu/data/collection/grand-v29,"Large Dam Database in Greece (location, capacity, fuel, plant type)",http://users.itia.ntua.gr/nikos/dams/list%20of%20dams/LIST%20OF%20DAMS.htm,,,,,,,Operating,Greece,,39.14625,22.062917,,,,,Karditsa,,,,4023,Point,4024
1019382,Kremasta,Hydro,437,Acheloos,Earthfill dam with Reservoir,1965,,,848,,"Global Water System Project (for name, location, and age)",http://sedac.ciesin.columbia.edu/data/collection/grand-v30,"Large Dam Database in Greece (location, capacity, fuel, plant type)",http://users.itia.ntua.gr/nikos/dams/list%20of%20dams/LIST%20OF%20DAMS.htm,,,,,,,Operating,Greece,,38.890417,21.499583,,,,,Agrinio,,,,4025,Point,4026
1023514,South Rhodes Power Plant,Diesel,206,,Diesel Engine,,,,,,Public Power Corporation of Greece,https://www.dei.gr/Default.aspx?t=MapStation.aspx&id=155&nt=124&lang=2,TERNA,http://www.terna.gr/activities/energy/project-power-plant-in-rhodes-island,,,,,,,Operating,Greece,,36.37887,28.01857,,,,,,,,,,,
1019380,Linoperamata,Diesel,193,,Diesel Engine,,12 units,,,,Public Power Corporation of Greece,https://www.dei.gr/Default.aspx?t=MapStation.aspx&id=170&nt=124&lang=2,,,,,,,,,Operating,Greece,,35.34,25.0523,,,,,,,,,,,
1019381,Atherinolakkos,Diesel,102,,Diesel Engine,,,,,,Public Power Corporation of Greece,https://www.dei.gr/en/i-dei/i-etairia/tomeis-drastiriotitas/paragwgi/analutikos-xartis-stathmwn,,,,,,,,,Operating,Greece,,35.0038,26.1397,,,,,,,,,,,
1019383,Thissavros,Hydro,381,Nestos,Rockfil Dam with Reservoir,1996,,,440,,"Global Water System Project (for name, location, and age)",http://sedac.ciesin.columbia.edu/data/collection/grand-v21,"Large Dam Database in Greece (location, capacity, fuel, plant type)",http://users.itia.ntua.gr/nikos/dams/list%20of%20dams/LIST%20OF%20DAMS.htm,,,,,,,Operating,Greece,,41.35375,24.362917,,,,,Drama,,,,3990,Point,3991
1019393,Platanovryssi,Hydro,108,Nestos,,1997,,,240,,"Global Water System Project (for name, location, and age)",http://sedac.ciesin.columbia.edu/data/collection/grand-v22,"Large Dam Database in Greece (location, capacity, fuel, plant type)",http://users.itia.ntua.gr/nikos/dams/list%20of%20dams/LIST%20OF%20DAMS.htm,,,,,,,Operating,Greece,,41.337083,24.454583,,,,,Drama,,,,3991,Point,3992
1019443,Perdikas,Hydro,320,,Dam with Reservoir,,Public Power Corporation of Greece,,598,,Large Dam Database in Greece,http://users.itia.ntua.gr/nikos/dams/list%20of%20dams/Perdikas%20Dam/perdikas%20dam.htm,,,,,,,,,Operating,Greece,,40.566436,21.675946,,,,,,,,,,,
1019394,Assomata,Hydro,108,Aliakmon,,1985,,,130,,"Global Water System Project (for name, location, and age)",http://sedac.ciesin.columbia.edu/data/collection/grand-v23,"Large Dam Database in Greece (location, capacity, fuel, plant type)",http://users.itia.ntua.gr/nikos/dams/list%20of%20dams/LIST%20OF%20DAMS.htm,,,,,,,Operating,Greece,,40.47375,22.242083,,,,,Veria,,,,4006,Point,4007
1019386,Sfikia,Hydro,315,Aliakmon,,1985,,,380,,"Global Water System Project (for name, location, and age)",http://sedac.ciesin.columbia.edu/data/collection/grand-v24,"Large Dam Database in Greece (location, capacity, fuel, plant type)",http://users.itia.ntua.gr/nikos/dams/list%20of%20dams/LIST%20OF%20DAMS.htm,,,,,,,Operating,Greece,,40.395417,22.19125,,,,,Veria,,,,4007,Point,4008
