PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant type,Age,Units,Owner,Annual Generation (GWh),Other,Source,URL,Effeciency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal Code,Cooling Type,Cooling Source,Grid Connection,Natural_Language,Data Year
1022458,Ross Island,Wind,1,,Onshore Wind,,,Meridian Energy,,,Meridian Energy,https://www.meridianenergy.co.nz/about-us/our-power-stations/wind/ross-island,,,,,,,Operating,Antarctica,,-77.842804,166.727138,,,,,,,,,2016
1023843,McMurdo Station Generator,Diesel,6.6,McMurdo Station,Diesel Generator,1981,6,,,,Antarctica Australia,http://www.antarctica.gov.au/__data/assets/pdf_file/0007/21949/ml_385474997916667_atcm28_att067_rev1_e.pdf,,,,,,,Operating,Antarctica,,-77.846983,166.660486,,,,,,,,,
