old_id,PowerWatch ID,change?,Name,Fuel,Capacity (MW),Location,Plant Type,Commissioning Year,Units,Owner,Annual Generation (GWh),Other,Source,URL,Efficiency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Municipality,Postal Code,Cooling Type,Cooling Source,Grid Connection,Natural_Language,CO2_annual_reported,CO2_tCO2/MWh
1007801,1007802,,PORTODEMOUROS GRUPO 1,Hydro,44,,Hydro,1968,,"GAS NATURAL FENOSA GENERACION, S.L.U.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5614,,,,,,,,Spain,,,,,,Vila de Cruces,,,,,,,
1007801,1007801,,PORTO GR 1,Hydro,17.6,,Hydro,1963,,ENDESA GENERACION S.A.,,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5440,,,,,,,,Spain,,,,,,Porto,,,,,,,
1007800,1007800,,PORT VIGO,Waste,20,,Waste Incinerator,,,"PORT VIGO, S.L.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Somozas (As),,,,,,,
1007799,1007799,,PORMA,Hydro,17.474,,Hydro,2004,,"HIDRO ENERGIA XANA, S.L.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-4583,,,,,,,,Spain,,,,,,Bonar,,,,,,,
1007797,1007797,,PONTENOVO 1,Hydro,12.71,,Hydro,1952,,"IBERDROLA GENERACION, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,42.374583,-7.235145,,,Pobra de Trives (A),,,,,,,
1007798,1007797,,PONTENOVO 2,Hydro,13.06,,Hydro,1952,,"IBERDROLA GENERACION, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,42.374583,-7.235145,,,Pobra de Trives (A),,,,,,,
1007796,1007796,,PONT DE REI 1,Hydro,23.07,,Hydro,1960,,ENDESA GENERACION S.A.,,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5434,,,,,,,,Spain,,,,,,Canejan,,,,,,,
1007796,1007796,,PONT DE REI 2,Hydro,23.07,,Hydro,1960,,ENDESA GENERACION S.A.,,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5435,,,,,,,,Spain,,,,,,Canejan,,,,,,,
1007795,1007795,,PLUTON II,Wind,13.5,,Wind,,,"PRENEAL, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,San Pedro Manrique,,,,,,,
1007794,1007794,,PLANTA TRATAMIENTO PURINES UTIEL,Waste,14.94,,Waste Incinerator,,,"SINAE, ENERGIA Y MEDIO AMBIENTE, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Utiel,,,,,,,
1007793,1007793,,PLANTA TRATAMIENTO PURINES EN VILLANUEVA DE GALLEG,Waste,14.14,,Waste Incinerator,,,"PROGREEN VILLANUEVA G, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Villanueva de Gallego,,,,,,,
1007792,1007792,,PLANTA TRATAMIENTO PURINES EN CASPE,Waste,14.14,,Waste Incinerator,,,"PROGREEN COSTA, S.L.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2199,,,,,,,,Spain,,,,,,Caspe,,,,,,,
1007791,1007791,,PLANTA TRATAMIENTO PURINES ALMAZAN,Waste,14.8,,Waste Incinerator,2009,,"TRATAMIENTO ALMAZAN, S.L.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Almazan,,,,,,,
1007790,1007790,,PLANTA TRATAMIENTO PURINES ALFARP,Waste,14.94,,Waste Incinerator,,,"SINAE, ENERGIA Y MEDIO AMBIENTE, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Alfarp,,,,,,,
1007789,1007789,,PLANTA TRATAMIENTO DE PURINES DE 25 T/H,Waste,14.94,,Waste Incinerator,,,"SERVICIOS INTEGRALES AHORRO ENERGET.,S.A",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Fustinana,,,,,,,
1007788,1007788,,PLANTA TRATAM. PURINES DE FORADADA,Waste,14.95,,Waste Incinerator,,,"FORADADA-ENERCORR XXI, S.L.U.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Foradada,,,,,,,
1007787,1007787,,PLANTA TRAT.LODOS MONZON DE CAMPOS,Waste,15,,Waste Incinerator,,,"AZUCARERA EBRO, S.L.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Monzon de Campos,,,,,,,
1007786,1007786,,PLANTA TERMOSOLAR DE OLIVENZA-1,Solar,50,,CSP,2012,,"IBEREOLICA SOLAR OLIVENZA, S.L.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-4021,,,,,,,,Spain,,,,,,Olivenza,,,,,,,
1007785,1007785,,PLANTA SOLAR TERMOELECTRICA MORON,Solar,49.9,,CSP,2012,,IBEREOLICA SOLAR MORON S.L.,,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Moron de la Frontera,,,,,,,
1007784,1007784,,PLANTA SOLAR TERMOELECTICA PS 10,Solar,11.02,,CSP,2006,,"SANLUCAR SOLAR, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-4617,,,,,,,,Spain,,37.442222,-6.254167,,,Sanlucar la Mayor,,,,,,,
1007782,1007782,,PLANTA SOLAR TERMICA SOLAR TRES,Solar,19.903,,CSP,2011,,GEMASOLAR 2006 S.A.,,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Fuentes de Andalucia,,,,,,,
1007781,1007781,,PLANTA SOLAR TERMICA PS-20,Solar,20,,CSP,2009,,"SOLAR PROCESSES, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Sanlucar la Mayor,,,,,,,
1007779,1007779,,PLANTA SECADO TERMICO DE LODOS E.R.A.R. DE BUTARQUE,Natural Gas,18,,CHP,,,"SUFI, SA (70%) Y CADAGUA, SA (30%)",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-4854,,,,,,,,Spain,,,,,,Madrid,,,,,,,
1007778,1007778,,PLANTA PURINES HINOJAR,Waste,14.94,,Waste Incinerator,2002,,"ENERGIAS ALTERNATIVAS MURCIANAS, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Lorca,,,,,,,
1007777,1007777,,PLANTA INCINERADORA,Waste,11.25,,Waste Incinerator,1995,,"VALORIZA SERVICIOS MEDIAMBIENTALES, SA (38 %)VEOLIA PROPRETE, SA (38 %)ALTIARE EMPRESA CONSTRUCTORA, SAU (6,4%)SURIS, SL(6,3%)TAU INGENIERIA Y CONSTRUCCIONES ESPECIALES, SA(6,3%) BKW BIOKRAFTWERKE FUSTERNWALDE GMBH (5%)",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Mataro,,,,,,,
1007776,1007776,,PLANTA EOLICA RAMOS,Wind,13,,Wind,,,"DESARROLLOS EOLICOS, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Tarifa,,,,,,,
1007775,1007775,,PLANTA EOLICA LOMA DEL POLEAR,Wind,14.3,,Wind,,,"DESARROLLOS EOLICOS, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2119,,,,,,,,Spain,,,,,,Tarifa,,,,,,,
1007774,1007774,,PLANTA EOLICA LA PALMOSILLA,Wind,11.05,,Wind,,,"DESARROLLOS EOLICOS, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Tarifa,,,,,,,
1007773,1007773,,PLANTA EOLICA LA LOMA DEL PANDERO,Wind,14.3,,Wind,,,"DESARROLLOS EOLICOS, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Tarifa,,,,,,,
1007772,1007772,,PLANTA EOLICA LA HIGUERA,Wind,14.3,,Wind,,,"DESARROLLOS EOLICOS, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Tarifa,,,,,,,
1007771,1007771,,PLANTA EOLICA DE ZAS,Wind,24,,Wind,1998,,"DESARROLLOS EOLICOS DE GALICIA, S.A",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Zas,,,,,,,
1007770,1007770,,PLANTA EOLICA CERRO DEL VIENTO,Wind,13.65,,Wind,,,"DESARROLLOS EOLICOS, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Tarifa,,,,,,,
1007769,1007769,,PLANTA EOLICA CERRO DEL ACEBUCHE,Wind,13,,Wind,,,"DESARROLLOS EOLICOS, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Tarifa,,,,,,,
1007768,1007768,,PLANTA DE VALORIZACION ENERGETICA DE RESIDUOS INDUSTRIALES NO PELIGROSOS DEL RECICLAJE DEL PAPEL $$,Waste,49.9,,,2011,,S.A. INDUSTRIAS CELULOSA ARAGONESA (SAICA),,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Burgo de Ebro (El),,,,,,,
1007767,1007767,,PLANTA DE TRATAMIENTO DE PURINES,Waste,15,,Waste Incinerator,,,SERVICIOS INTEGRALES AHORRO ENERGETICO,,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2351,,,,,,,,Spain,,,,,,Manzaneque,,,,,,,
1007766,1007766,,PLANTA DE TRACTAMENT DE PURINS ISONA,Waste,14.95,,Waste Incinerator,,,"ISONA ENERCORR, XXI, S.L.U.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Isona i Conca Della,,,,,,,
1007765,1007765,,PLANTA DE TRACTAMENT DE PURINS AGRAMUNT,Waste,14.95,,Waste Incinerator,,,"URGELL ENERCORR, XXI, S.L.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Agramunt,,,,,,,
1007764,1007764,,PLANTA DE SECADO TERMICO DE FANGOS EDAR,Natural Gas,12,,CHP,2008,,"MEDIO AMBIENTE,  AGUA Y RESIDUOS Y ENERGIA, S.A. (MARE)",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Reocin,,,,,,,
1007763,1007763,,PLANTA DE RESIDUOS,Other,12,,Other,,,"SINAE, ENERGIA Y MEDIO AMBIENTE, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Sariego,,,,,,,
1007762,1007762,,PLANTA DE PURINS D ALCARRAS,Waste,14.64,,Waste Incinerator,1999,,"DESIMPECTE DE PURINS ALCARRAS, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-4555,,,,,,,,Spain,,,,,,Alcarras,,,,,,,
1007761,1007761,,PLANTA DE PURINES EN MESEGAR DE TAJO,Waste,14.94,,Waste Incinerator,,,"SINAE, ENERGIA Y MEDIO AMBIENTE, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Mesegar de Tajo,,,,,,,
1007760,1007760,,PLANTA DE PURINES AGRUPACIO RAMADERS NOGUERA,Waste,15,,Waste Incinerator,,,"AGRUPACIO DE RAMADERS LA NOGUERA, S.L.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Cubells,,,,,,,
1007759,1007759,,PLANTA DE GENERACION ELECTRICA CON BIOMASA MERIDA 20 MW,Biomass,20,,CHP,2014,,"ENCE ENERGIA EXTREMADURA, S.L.U.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Merida,,,,,,,
1007758,1007758,,PLANTA DE GAS DE ACERIA,Waste Incinerator,19.44,,Waste Incinerator,2004,,"EDP COGENERACION, S.L.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Corvera de Asturias,,,,,,,
1007757,1007757,,PLANTA DE COGENERACION PORTAL EBRO,Coal,18.444,,Sub-Critical Thermal,2011,,AZUCARERA EBRO S.L.U,,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Jerez de la Frontera,,,,,,,
1007756,1007756,,PLANTA DE COGENERACION LUBRISUR $$,Natural Gas,39.25,,CHP,2011,,"DERIVADOS ENERGETICOS PARA EL TRANSPORTE Y LA INDUSTRIA, S.A. (DETISA)",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,San Roque,,,,,,,
1007755,1007755,,PLANTA DE COGENERACION INDUSTRIAS LOSAN,Natural Gas,13.328,,CHP,,,"CIA.ENERGETICA PARA EL TABLERO, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2575,,,,,,,,Spain,,,,,,Curtis,,,,,,,
1007754,1007754,,PLANTA DE BIOMASA MIAJADAS,Biomass,15,,Sub-Critical Thermal,2011,,"BIOMASA MIAJADAS, S.L.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-4913,,,,,,,,Spain,,,,,,Miajadas,,,,,,,
1007753,1007753,,PLANTA DE BIOMASA,Other,15,,Other,,,"LUBRICANTES MANUEL TOLEDO,  S.L.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Hoya-Gonzalo,,,,,,,
1007752,1007752,,PLANTA DDP GUARDO,Waste,14.685,,Waste Incinerator,,,"DESIMPACTO DE PURINES GUARDO, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Guardo,,,,,,,
1007751,1007751,,PLANTA DDP CASTILEON,Waste,14.685,,Waste Incinerator,,,"DESIMPACTO PURINES CASTILEON, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-4243,,,,,,,,Spain,,,,,,Guardo,,,,,,,
1007750,1007750,,PLANTA COGENERACION TRATAM. PURINES,Waste,14.95,,Waste Incinerator,,,"BELVER-ENERCORR XXI, S.L.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2751,,,,,,,,Spain,,,,,,Belver de Cinca,,,,,,,
1007749,1007749,,PLANTA COGENERACION BECOSA -FUENTE PIEDRA,Waste,16.434,,Waste Incinerator,2003,,NEOELECTRA SC FUENTE DE PIEDRA GESTION S.L.U.,,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Fuente de Piedra,,,,,,,
1007748,1007748,,PLANTA BIOMASA BRIVIESCA,Biomass,16,,Sub-Critical Thermal,2010,,"BIOMASA BRIVIESCA, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Briviesca,,,,,,,
1007747,1007747,,PLANTA BIOETANOL BABILAFUENTE,Natural Gas,24.75,,CHP,2006,,"BIOCARBURANTES DE CASTILLA Y LEON, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Babilafuente,,,,,,,
1007746,1007746,,PLANTA  TERMOELECTRICA DE APROVECHAMIENTO DE RESIDUOS SOLIDOS URBANOS DE SOGAMA,Residuos solidos urbanos,50,,Waste Incinerator,2001,,SOGAMA,,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5057,,,,,,,,Spain,,,,,,Cerceda,,,,,,,
1007745,1007745,,PL.TR.PURINES CON CENTRAL COGENERACION,Waste,15,,Waste Incinerator,2006,,"FUDEPOR, S.L.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Alhama de Murcia,,,,,,,
1007744,1007744,,PISCIFACTORIA ALIAGA,Natural Gas,21.675,,CHP,2002,,"NEOLECTRA SC CINCA VERDE, SLU",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Aliaga,,,,,,,
1007742,1007742,,PINTADO 1,Hydro,12.4,,Hydro,1951,,ENDESA GENERACION S.A.,,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5429,,,,,,,,Spain,,,,,,Cazalla de la Sierra,,,,,,,
1007742,1007742,,PINTADO 3,Hydro,14.4,,Hydro,1951,,ENDESA GENERACION S.A.,,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5431,,,,,,,,Spain,,,,,,Cazalla de la Sierra,,,,,,,
1007740,1007740,,PENINSULAR COGENERACION 2,Natural Gas,31.34,,CHP,2009,,"PENINSULAR COGENERACION, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-4979,,,,,,,,Spain,,,,,,Fuenlabrada,,,,,,,
1007739,1007739,,PENARADA I,Wind,28.5,,Wind,,,"COMPANIA DE IMPLANTACION DE EN.RENOV, SL",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2023,,,,,,,,Spain,,,,,,Aguilar de Campoo,,,,,,,
1007738,1007738,,PENAFLOR III,Wind,48.99,,Wind,2012,,"IBERENOVA PROMOCIONES, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,41.760998,-4.987408,,,Penaflor de Hornija,,,,,,,
1007738,1007738,,PENAFLOR IV,Wind,48.99,,Wind,2012,,"IBERENOVA PROMOCIONES, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,41.760998,-4.987408,,,Penaflor de Hornija,,,,,,,
1007737,1007737,,PENADRADA GR 1,Hydro,18.47,,Hydro,1963,,ENDESA GENERACION S.A.,,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5427,,,,,,,,Spain,,,,,,Paramo del Sil,,,,,,,
1007737,1007737,,PENADRADA GR 2,Hydro,19.7,,Hydro,1963,,ENDESA GENERACION S.A.,,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5428,,,,,,,,Spain,,,,,,Paramo del Sil,,,,,,,
1007735,1007735,,PENA MIRA,Wind,36.55,,Wind,,,"GAMESA ENERGIA, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2563,,,,,,,,Spain,,,,,,Manzanal de los Infantes,,,,,,,
1007734,1007734,,PENA DE BEJO,Hydro,20.8,,Hydro,,,"SALTOS DEL NANSA I, S.A. UNIPERSONAL",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Tudanca,,,,,,,
1007733,1007733,,PENA ALBORTO,Wind,15.18,,Wind,,,"CORPORACION EOLICA CESA, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Aguas Candidas,,,,,,,
1007732,1007732,,PATA DE MULO,Natural Gas,17.26,,Waste Incinerator,2005,,"CIA. ENERGETICA  PATA DE MULO, S.L.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Puente Genil,,,,,,,
1007731,1007731,,PARQUE EOLICO ZORRERAS,Wind,32,,Wind,2007,,"IBERDROLA RENOVABLES DE ANDALUCIA, S.A.U.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-4744,,,,,,,,Spain,,,,,,Medina-Sidonia,,,,,,,
1007729,1007730,,PARQUE EOLICO ZACATIN,Wind,45.05,,Wind,,,"ENERGIAS REN.REGION DE MURCIA, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-4083,,,,,,,,Spain,,,,,,Moratalla,,,,,,,
1007729,1007730,,PARQUE EOLICO ZACATIN I,Wind,27.72,,Wind,,,"ENERGIA HIDROELECTRICA DE NAVARRA, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Moratalla,,,,,,,
1007730,1007730,,PARQUE EOLICO ZACATIN II,Wind,25.08,,Wind,,,"ENERGIA HIDROELECTRICA DE NAVARRA, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Moratalla,,,,,,,
1007728,1007729,,PARQUE EOLICO VIUDO I,Wind,40,,Wind,2012,,"PARQUE EOLICO SANTA CATALINA, S.L.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-4077,,,,,,,,Spain,,,,,,Yesa (La),,,,,,,
1007729,1007729,,PARQUE EOLICO VIUDO II,Wind,26,,Wind,2012,,"PARQUE EOLICO SANTA CATALINA, S.L.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-4078,,,,,,,,Spain,,,,,,Yesa (La),,,,,,,
1007728,1007728,,PARQUE EOLICO VILLEGAS,Wind,10.8,,Wind,,,"DESARROLLOS EOLICOS, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-2602,,,,,,,,Spain,,,,,,Barrios (Los),,,,,,,
1007727,1007727,,PARQUE EOLICO VILLAR DE CHINCHILLA,Wind,37.6,,Wind,,,"ENDESA, COGENERACION Y RENOVABLES, S.A.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-5103,,,,,,,,Spain,,,,,,Chinchilla de Monte-Aragon,,,,,,,
1007725,1007726,,PARQUE EOLICO VILLANUEVA I,Wind,29.9,,Wind,2009,,"PARQUES EOLICOS DE VILLANUEVA, S.L.U.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-4015,,,,,,,,Spain,,,,,,Jarafuel,,,,,,,
1007725,1007726,,PARQUE EOLICO VILLANUEVA I,Wind,18.4,,Wind,2009,,"PARQUES EOLICOS DE VILLANUEVA, S.L.U.",,,Red Eléctrica de España,http://www.ree.es/en/statistical-data-of-spanish-electrical-system/annual-report/preliminary-report-spanish-electricity-system-4014,,,,,,,,Spain,,,,,,Jarafuel,,,,,,,
