PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant type,Commissioning Year,Units,Owner,Annual Generation (GWh),Other,Source,URL,Efficiency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal Code,Cooling Type,Cooling Source,Grid Connection,Natural_Language,CO2_annual_reported,CO2_tCO2/MWh,Data Year
1022947,Monaincha Bog (Gate 2),Wind,3.4,Tipperary,Onshore Wind,2014,,Element Power/Blackrock,,N117,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022948,Monaincha Bog (Gate 3),Wind,32.55,Tipperary,Onshore Wind,2014,15,Element Power/Blackrock,,N117,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,52.9348,-7.70536,,,,,,,,,,,2016
1022949,Moneenatieve,Wind,4.25,Leitrim,Onshore Wind,2005,2,B9,,G52,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022950,Mount Eagle 2,Wind,1.7,Kerry,Onshore Wind,2008,2,,,V52,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022951,Mount Lucas,Wind,84,Offaly,Onshore Wind,2014,28,,,SWT-3-0-101,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,53.2811,-7.2207,,,,,,,,,,,2016
1022952,Mountain Lodge,Wind,34.5,Cavan,Onshore Wind,2008,23,ESBI,,1.5s,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,53.9955,-7.11901,,,,,,,,,,,2016
1022953,Mountain Lodge II,Wind,3,Cavan,Onshore Wind,2009,2,ESBI,,1.5s,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022844,Beallough,Wind,1.7,Waterford,Onshore Wind,2008,2,,,V52/850,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022845,Beam Hill,Wind,14,Donegal,Onshore Wind,2008,8,,,V66,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022846,Beenageeha,Wind,3.96,Kerry,Onshore Wind,2000,6,B9,,V47/660,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022847,Bellacorick,Wind,6.45,Mayo,Onshore Wind,1992,21,,,NTK300,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,54.1126,-9.58752,,,,,,,,,,,2016
1022848,Billymartin Smithstown,Wind,8.28,Kilkenny,Onshore Wind,2013,4,Brookfield Renewable Energy,,E82,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022849,Bindoo,Wind,48,Cavan,Onshore Wind,2007,32,,,1.5s,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,54.0108,-7.11417,,,,,,,,,,,2016
1022850,Blackbanks/1,Wind,3.4,Leitrim,Onshore Wind,2001,4,ESBI,,V52,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022851,Blackbanks/2,Wind,6.8,Leitrim,Onshore Wind,2005,8,ESBI,,V52,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022852,Boggeragh,Wind,57,Cork,Onshore Wind,2009,19,,,V90,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,52.0396,-8.91535,,,,,,,,,,,2016
1022853,Boggeragh 2,Wind,66.7,Cork,Onshore Wind,2015,26,Craydel Group,,,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,52.0396,-8.91535,,,,,,,,,,,2016
1022954,Muingnaminnane,Wind,14.8,Kerry,Onshore Wind,2008,18,Saorgus,,E-44 and E-48,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022955,Mullananalt,Wind,7.5,Monaghan,Onshore Wind,2008,5,SSE Renewables,,1.5s,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022956,Pallas,Wind,40,Kerry,Onshore Wind,2008,20,Pallas Wind Farms Ltd,,E-70,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022957,Pluckanes Wind Farm,Wind,0.85,Cork,Onshore Wind,2013,1,Kedco,,E48,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022958,Raheen Barr,Wind,18.7,Mayo,Onshore Wind,2003,22,,,V52,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,53.9001,-9.35786,,,,,,,,,,,2016
1022959,Raheenleagh Wind Farm,Wind,36.5,Wicklow,Onshore Wind,2016,11,Coillte and ESB,,,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,52.7973,-6.31644,,,,,,,,,,,2016
1022960,Rahora,Wind,4,Cork,Onshore Wind,2008,5,,,E-48,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022961,Rathmooney[35],Wind,0.8,Dublin,Onshore Wind,2009,1,,,E-48,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,53.5499,-6.17568,,,,,,,,,,,2016
1022962,Reenascreena,Wind,4,Cork,Onshore Wind,2009,5,,,E-48,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022963,Richfield,Wind,27,Wexford,Onshore Wind,2006,18,SSE Renewables,,1.5s,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022854,Booltiagh,Wind,19.5,Clare,Onshore Wind,2005,13,SWS,,1.5s,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022855,Bootliagh 2&3,Wind,12,Clare,Onshore Wind,2013,6,Brookfield Renewable Energy,,E82,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022856,Brett Martin,Wind,2.3,Belfast,Onshore Wind,2010,1,,,E-70,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022857,Bruckana,Wind,39.6,Tipperary,Onshore Wind,2014,14,Bord au Mona,,,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,52.7846,-7.66879,,,,,,,,,,,2016
1022858,Burtonport,Wind,0.66,Donegal,Onshore Wind,2003,1,,,V47,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022859,Caherdowney,Wind,9.2,Cork,Onshore Wind,2012,4,,,E-70,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022860,Caranne Hill,Wind,3.4,Sligo,Onshore Wind,2008,4,ESBI,,G52,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022861,Cark,Wind,15,Donegal,Onshore Wind,1997,25,B9,,NM43,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022862,Carnsore,Wind,11.9,Wexford,Onshore Wind,2002,14,ESBI,,V52/850,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022863,Carrickheeney,Wind,7.65,Leitrim,Onshore Wind,2014,4,Mainstream Renewable Power,,E83,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022964,Roosky Wind Farm,Wind,3.6,Roscommon,Onshore Wind,2015,2,Gaelectric,,,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022965,Seltannaveeny,Wind,4.6,Leitrim,Onshore Wind,2010,2,,,E-70,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022966,Shannagh,Wind,2.7,Donegal,Onshore Wind,2009,3,,,E-44,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022967,Sheeragh,Wind,4.6,Donegal,Onshore Wind,2008,2,,,E-70,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022968,Skehanagh,Wind,4.25,Tipperary,Onshore Wind,2006,5,,,V52,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022969,Skrine,Wind,4.6,Roscommon,Onshore Wind,2011,2,,,E-70,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022971,Slievereagh,Wind,2.3,Limerick,Onshore Wind,2009,1,,,E-70,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022972,Slievereagh 2,Wind,1.6,Limerick,Onshore Wind,2015,1,Slievereagh Power Ltd.,,E70,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022973,Snugborough,Wind,13.5,Louth,Onshore Wind,2003,9,,,1.5s,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022864,Carrigcannon,Wind,23,Cork,Onshore Wind,2010,10,,,E-70,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022865,Carrigh,Wind,2.55,Tipperary,Onshore Wind,2006,3,,,V52,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022866,Carrons,Wind,4.6,Limerick,Onshore Wind,2010,2,,,E-82,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022867,Carrownaweelaun Wind Farm,Wind,4.6,Clare,Onshore Wind,2015,2,Energia Renewables,,,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022868,Castledockrell,Wind,41.4,Wexford,Onshore Wind,2011,18,Castledockrell Wind Group Limited,,E-70,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,52.5898,-6.63906,,,,,,,,,,,2016
1022869,Cloghboola,Wind,46,Kerry,Onshore Wind,2015,16,Gaelectric,,E82,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,52.3454,-9.4513,,,,,,,,,,,2016
1022870,Clydaghroe,Wind,4.6,Cork,Onshore Wind,2012,2,,,E70,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022871,Coomacheo,Wind,41.4,Cork,Onshore Wind,2008,18,SSE Renewables,,2.3VS,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,52.0174,-9.15448,,,,,,,,,,,2016
1022872,Coomatallin,Wind,6,Cork,Onshore Wind,2005,4,SSE Renewables,,1.5SE,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022873,Cornacahan,Wind,2.7,Donegal,Onshore Wind,2007,3,,,E-44,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022974,Sonnagh Old,Wind,7.65,Galway,Onshore Wind,2004,9,,,V52,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022975,Sorne Hill,Wind,38,Donegal,Onshore Wind,2006,19,Bord Gais,,E-70,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022976,Spion Kop,Wind,1.2,Leitrim,Onshore Wind,1997,2,,,V42,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022977,Taurbeg,Wind,25.3,Cork,Onshore Wind,2006,11,B9,,SWT-2.3,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,52.2563,-9.13396,,,,,,,,,,,2016
1022978,Tournafulla,Wind,27,Limerick,Onshore Wind,2007,18,SSE Renewables,,1.5s,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022979,Tullynamoyle,Wind,22,Roscommon,Onshore Wind,2011,11,Tullynamoyle Wind Farm Limited,,E-70,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,54.1217,-8.14552,,,,,,,,,,,2016
1022980,Tursillagh/1,Wind,15.8,Kerry,Onshore Wind,2000,23,Saorgus,,V47,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022981,Tursillagh/2,Wind,6.8,Kerry,Onshore Wind,2004,23,Saorgus,,V52,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022894,Faughary,Wind,6,Leitrim,Onshore Wind,2014,3,Gaelectric,,E82,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022982,Woodhouse,Wind,20,Waterford,Onshore Wind,2015,8,ESB Wind Developments,,N90,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022895,Flughland,Wind,9.2,Donegal,Onshore Wind,2009,4,SWS,,E-70,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022896,Garracummer,Wind,42.5,Tipperary,Onshore Wind,2012,17,Bord Gais,,N90,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,52.642,-8.14793,,,,,,,,,,,2016
1022897,Garranareagh Wind Farm,Wind,8.75,Cork,Onshore Wind,2013,4,Blackrock NTR,,E82,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022898,Gartnaneane,Wind,15,Cavan,Onshore Wind,2004,10,SSE Renewables,,1.5S,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022899,Gavagh Glebe,Wind,26,Leitrim,Onshore Wind,,13,Gaelectric,,,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,54.1603,-8.22209,,,,,,,,,,,2016
1022900,Geevagh,Wind,5,Sligo,Onshore Wind,2006,6,B9,,G52,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,54.1417,-8.26729,,,,,,,,,,,2016
1022874,Corneen[12],Wind,3,Cavan,Onshore Wind,2001,2,SSE Renewables,,1.5S,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022901,Gianta Commons (Ballybane 2A),Wind,11.5,Cork,Onshore Wind,2015,6,Ballybane Wind Farms,,E70,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022875,Corrie Mt.,Wind,4.8,Leitrim,Onshore Wind,1997,8,Eco Wind Power,,V42,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022902,Gibbet Hill,Wind,15,Wexford,Onshore Wind,2013,6,ABO Wind,,,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022876,Crocane,Wind,1.6,Cork,Onshore Wind,2010,2,,,E-48,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,51.844,-8.15573,,,,,,,,,,,2016
1022903,Glackmore,Wind,2.3,Donegal,Onshore Wind,2008,1,,,E-70,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022877,Crockahenny,Wind,5,Donegal,Onshore Wind,1998,10,ESBI,,E-40,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022878,Cronalaght 1&2,Wind,4.8,Donegal,Onshore Wind,1997,8,,,V39,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022879,Cronelea,Wind,6.9,Wexford,Onshore Wind,2007,3,,,E-70,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022880,Cronelea Upper,Wind,1.8,Wicklow,Onshore Wind,,2,,,E-44,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022881,Cronelea Upper[15],Wind,2.55,Wicklow,Onshore Wind,2005,3,,,V52,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,,,,,,,,,,,,,2016
1022887,Derrybrien,Wind,60,Galway,Onshore Wind,2006,70,ESBI,,V52,Irish Wind Energy Association,http://www.iwea.com/windfarmsinireland,,,,,,,Operating,Ireland,,53.0937,-8.609499,,,,,,,,,,,2016
