PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant type,Commissioning Year,Units,Owner,Annual Generation (GWh),Other,Source,URL,Efficiency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal Code,Cooling Type,Cooling Source,Grid Connection,Natural_Language,CO2_annual_reported,CO2_tCO2/MWh
1023933,Cestas,Solar,301.36417,Cestas,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.724162,-0.815041,,,,,,,,,,
1023934,Les Mées,Solar,95.31534,Les Mées,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.015,6.016763,,,,,,,,,,
1023935,Salles-Curan,Wind,87,Salles-Curan,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.159715,2.829884,,,,,,,,,,
1023936,Épizon,Wind,80,Épizon,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.3735,5.322164,,,,,,,,,,
1023937,Rosières-en-Haye,Solar,78.933,Rosières-en-Haye,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.7867,5.978947,,,,,,,,,,
1023938,Germinon,Wind,75,Germinon,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.8867,4.17862,,,,,,,,,,
1023939,Losse,Solar,67.64936,Losse,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.058258,-0.012998,,,,,,,,,,
1023940,Paris,Biomass,64,Paris,,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,,,,,,,,,,,,
1023941,Cormainville,Wind,60,Cormainville,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.120655,1.615964,,,,,,,,,,
1023942,Murat-sur-Vèbre,Wind,59.1,Murat-sur-Vèbre,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.658787,2.87086,,,,,,,,,,
1023943,Massangis,Solar,56.03591,Massangis,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.6087,4.011181,,,,,,,,,,
1023944,Villesèque-des-Corbières,Wind,55.31,Villesèque-des-Corbières,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.019269,2.869558,,,,,,,,,,
1023945,Issy-les-Moulineaux,Biomass,55,Issy-les-Moulineaux,,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.8231,2.26446,,,,,,,,,,
1023946,Allonnes,Wind,52.275,Allonnes,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.34071,1.676023,,,,,,,,,,
1023947,Arsac,Solar,48.23768,Arsac,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.9837,-0.74466,,,,,,,,,,
1023948,Gourgançon,Wind,48,Gourgançon,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.667436,4.0369212,,,,,,,,,,
1023949,Saint-Georges-sur-Arnon,Wind,46,Saint-Georges-sur-Arnon,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.982325,2.073409,,,,,,,,,,
1023950,Fruges,Wind,43.1,Fruges,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,50.509881,2.06774,,,,,,,,,,
1023951,Fos-sur-Mer,Biomass,40.462,Fos-sur-Mer,,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.453368,4.899504,,,,,,,,,,
1023952,Gueschart,Wind,38,Gueschart,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,50.238765,1.988612,,,,,,,,,,
1023953,Les Grandes-Chapelles,Wind,36.3,Les Grandes-Chapelles,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.48374,4.008744,,,,,,,,,,
1023954,Jaillon,Solar,36.00882,Jaillon,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.783716,5.977778,,,,,,,,,,
1023957,Aumelas,Wind,36,Aumelas,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.531946,3.613251,,,,,,,,,,
1023958,Tournoisis,Wind,36,Tournoisis,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.00086,1.603439,,,,,,,,,,
1023956,Louville-la-Chenard,Wind,36,Louville-la-Chenard,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.335835,1.791133,,,,,,,,,,
1023955,Champfleury,Wind,36,Champfleury,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.629871,4.039063,,,,,,,,,,
1023959,Poinville,Wind,35.75,Poinville,Onshore Wind,,,,,Reunion,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.174614,1.909884,,,,,,,,,,
1023960,Saint-Pierre,Solar,35.47104,Saint-Pierre,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,-21.319353,55.440012,,,,,,,,,,
1023961,Istres,Solar,35.36262,Istres,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.584232,4.916104,,,,,,,,,,
1023963,Ortillon,Wind,35,Ortillon,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.493143,4.233531,,,,,,,,,,
1023962,Allibaudières,Wind,35,Allibaudières,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.607077,4.14835,,,,,,,,,,
1023964,Lüe,Solar,34.7483,Lüe,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.276569,-0.996122,,,,,,,,,,
1023965,Saint-Gor,Solar,34.73361,Saint-Gor,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.062478,-0.248289,,,,,,,,,,
1023966,Quesnoy-sur-Airaines,Wind,34.5,Quesnoy-sur-Airaines,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.93585,1.996124,,,,,,,,,,
1023967,Vitry-la-Ville,Wind,34,Vitry-la-Ville,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.824908,4.401498,,,,,,,,,,
1023968,Roye,Wind,34,Roye,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.672706,2.79269,,,,,,,,,,
1023969,Pompogne,Solar,32.5236,Pompogne,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.200169,0.124266,,,,,,,,,,
1023970,Rion-des-Landes,Solar,31.74212,Rion-des-Landes,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.938801,-0.951464,,,,,,,,,,
1023971,Ally,Wind,31.5,Ally,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,45.173325,3.300933,,,,,,,,,,
1023972,Fauquembergues,Wind,31.35,Fauquembergues,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,50.582426,2.111336,,,,,,,,,,
1023973,Castelnau-Pégayrols,Wind,30.81,Castelnau-Pégayrols,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.165894,2.900811,,,,,,,,,,
1023974,Boulay-Moselle,Wind,30.5,Boulay-Moselle,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.180308,6.519128,,,,,,,,,,
1023975,Charmont-en-Beauce,Wind,30,Charmont-en-Beauce,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.223227,2.145757,,,,,,,,,,
1023976,Cambon-et-Salvergues,Wind,29.9,Cambon-et-Salvergues,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.653626,2.878204,,,,,,,,,,
1023977,Cernon,Wind,28.9,Cernon,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.846173,4.362588,,,,,,,,,,
1023978,Le Val-d'Esnoms,Wind,28,Le Val-d'Esnoms,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.702915,5.19761,,,,,,,,,,
1023979,Gommerville,Wind,27.85,Gommerville,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.378829,1.8827,,,,,,,,,,
1023981,Luc-sur-Orbieu,Wind,27.5,Luc-sur-Orbieu,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.174633,2.80971,,,,,,,,,,
1023982,Euvy,Wind,27.5,Euvy,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.725145,3.993517,,,,,,,,,,
1023980,Champlin,Wind,27.5,Champlin,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.83199,4.297885,,,,,,,,,,
1023983,Kergrist-Moëlou,Wind,27.3,Kergrist-Moëlou,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.277266,-3.332979,,,,,,,,,,
1023984,Curbans,Solar,26.36344,Curbans,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.41097,6.036832,,,,,,,,,,
1023986,Rageade,Wind,26,Rageade,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,45.148077,3.292037,,,,,,,,,,
1023985,Saint-Loup-en-Champagne,Wind,26,Saint-Loup-en-Champagne,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.450546,4.268401,,,,,,,,,,
1023987,Vadelaincourt,Wind,26,Vadelaincourt,Onshore Wind,,X,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,,,,,,,,,,,,
1023988,Perpignan,Solar,25.62634,Perpignan,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,42.712446,2.933266,,,,,,,,,,
1023989,Castets,Solar,25.05259,Castets,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.8743,-1.14504,,,,,,,,,,
1023991,Greneville-en-Beauce,Wind,25,Greneville-en-Beauce,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.1892,2.11033,,,,,,,,,,
1023990,Hauteville,Wind,25,Hauteville,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.8888,3.52363,,,,,,,,,,
1023992,Longueville-sur-Aube,Wind,24.8,Longueville-sur-Aube,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.5513,3.91325,,,,,,,,,,
1023993,Rumont,Wind,24.6,Rumont,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.8297,5.27124,,,,,,,,,,
1023994,Callengeville,Wind,24.5,Callengeville,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.8242,1.52192,,,,,,,,,,
1023995,Poinson-lès-Nogent,Wind,24.3,Poinson-lès-Nogent,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.9915,5.38024,,,,,,,,,,
1023996,Maillebois,Solar,24.0446,Maillebois,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.632,1.14966,,,,,,,,,,
1023997,Néoules,Solar,24.0245,Néoules,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.2946,6.02607,,,,,,,,,,
1023998,Crucey-Villages,Solar,24.02204,Crucey-Villages,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.6683,1.10639,,,,,,,,,,
1024004,Allanche,Wind,24,Allanche,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,45.2312,2.95349,,,,,,,,,,
1024015,Saint-Pierre-de-Maillé,Wind,24,Saint-Pierre-de-Maillé,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.6777,0.82508,,,,,,,,,,
1024005,Mareuil-sur-Arnon,Wind,24,Mareuil-sur-Arnon,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.8788,2.16328,,,,,,,,,,
1024007,Ménétréols-sous-Vatan,Wind,24,Ménétréols-sous-Vatan,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.0089,1.83561,,,,,,,,,,
1024006,Neuvy-en-Dunois,Wind,24,Neuvy-en-Dunois,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.2026,1.53576,,,,,,,,,,
1024002,Charmont-sous-Barbuise,Wind,24,Charmont-sous-Barbuise,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.4155,4.18124,,,,,,,,,,
1024001,Chapelle-Vallon,Wind,24,Chapelle-Vallon,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.4344,4.04245,,,,,,,,,,
1024008,Bonnet,Wind,24,Bonnet,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.533505,5.410033,,,,,,,,,,
1024009,Delouze-Rosières,Wind,24,Delouze-Rosières,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.5658,5.53147,,,,,,,,,,
1024003,Lhuître,Wind,24,Lhuître,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.5808,4.27394,,,,,,,,,,
1024011,Rémérangles,Wind,24,Rémérangles,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.4485,2.29114,,,,,,,,,,
1024000,Le Thour,Wind,24,Le Thour,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.5455,4.09081,,,,,,,,,,
1024010,Lihus,Wind,24,Lihus,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.6045,2.03873,,,,,,,,,,
1023999,Iron,Wind,24,Iron,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.9509,3.66449,,,,,,,,,,
1024013,Maisnières,Wind,24,Maisnières,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,50.015,1.60908,,,,,,,,,,
1024014,Nibas,Wind,24,Nibas,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,50.0945,1.58842,,,,,,,,,,
1024012,Penin,Wind,24,Penin,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,50.3306,2.48827,,,,,,,,,,
1024016,Saint-Symphorien,Solar,23.97962,Saint-Symphorien,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.460913,-0.0564968,,,,,,,,,,
1024017,Fressenneville,Wind,23.92,Fressenneville,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,50.0609,1.56666,,,,,,,,,,
1024018,Saint-Aubin-sur-Aire,Wind,23.7,Saint-Aubin-sur-Aire,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.7149,5.44667,,,,,,,,,,
1024019,Moisy,Wind,23.65,Moisy,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.9183,1.31848,,,,,,,,,,
1024020,Hostens,Solar,23.31344,Hostens,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.4849,-0.65659,,,,,,,,,,
1024021,Plouguin,Wind,23.29,Plouguin,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.529,-4.59327,,,,,,,,,,
1024022,Fraisse-sur-Agout,Wind,23,Fraisse-sur-Agout,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.5926,2.79721,,,,,,,,,,
1024023,Saint-Sauveur,Wind,22.9,Saint-Sauveur,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.8024,0.64557,,,,,,,,,,
1024024,Saint-Étienne-de-Lugdarès,Wind,22.6,Saint-Étienne-de-Lugdarès,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.6475,3.9732,,,,,,,,,,
1024025,Calce,Biomass,22.485,Calce,Sub-critical Thermal,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,42.748,2.75642,,,,,,,,,,
1024026,La Chaussée-sur-Marne,Wind,22.25,La Chaussée-sur-Marne,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.8434,4.54355,,,,,,,,,,
1024027,Fitou,Wind,22.1,Fitou,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,42.8959,2.96619,,,,,,,,,,
1024032,Arfons,Wind,22,Arfons,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.4241,2.1895,,,,,,,,,,
1024033,Benet,Wind,22,Benet,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.3692,-0.61367,,,,,,,,,,
1024029,Turcey,Wind,22,Turcey,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.4088,4.7193,,,,,,,,,,
1024030,Togny-aux-Boeufs,Wind,22,Togny-aux-Boeufs,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.8473,4.42119,,,,,,,,,,
1024028,Charly-sur-Marne,Wind,22,Charly-sur-Marne,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.9872,3.29209,,,,,,,,,,
1024031,Bougainville,Wind,22,Bougainville,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.8646,2.04633,,,,,,,,,,
1024034,Terminiers,Wind,21.4,Terminiers,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.0896,1.72959,,,,,,,,,,
1024035,Marseille,Solar,21.29775,Marseille,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,,,,,,,,,,,,
1024036,Port-Saint-Louis-du-Rhône,Wind,21.25,Port-Saint-Louis-du-Rhône,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.4161,4.80587,,,,,,,,,,
1024037,Vert-le-Grand,Biomass,21.166,Vert-le-Grand,Sub-critical Thermal,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.584,2.36734,,,,,,,,,,
1024038,Roussas,Wind,21,Roussas,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.4426,4.78735,,,,,,,,,,
1024039,Ollières,Solar,20.80707,Ollières,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.5105,5.817,,,,,,,,,,
1024040,Oinville-Saint-Liphard,Wind,20.8,Oinville-Saint-Liphard,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.2347,1.92422,,,,,,,,,,
1024041,Viviers-sur-Chiers,Wind,20.8,Viviers-sur-Chiers,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.4655,5.63135,,,,,,,,,,
1024042,Salles-de-Villefagnan,Wind,20.7,Salles-de-Villefagnan,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,45.9595,0.1704,,,,,,,,,,
1024043,Bourthes,Wind,20.7,Bourthes,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,50.6125,1.93434,,,,,,,,,,
1024044,Saint-Germainmont,Wind,20.5,Saint-Germainmont,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.521,4.13504,,,,,,,,,,
1024045,Crédin,Wind,20.4,Crédin,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.039,-2.76525,,,,,,,,,,
1024046,Créquy,Wind,20.25,Créquy,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,50.5028,2.03762,,,,,,,,,,
1024047,Belvézet,Solar,20.12174,Belvézet,PV,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,44.0908,4.3556,,,,,,,,,,
1024048,Janville,Wind,20.1,Janville,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.2008,1.88947,,,,,,,,,,
1024060,Assac,Wind,20,Assac,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,43.9786,2.43417,,,,,,,,,,
1024054,Civray,Wind,20,Civray,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,46.9733,2.18548,,,,,,,,,,
1024055,Sainte-Thorette,Wind,20,Sainte-Thorette,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.0778,2.20691,,,,,,,,,,
1024056,Étalante,Wind,20,Étalante,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,47.6291,4.76639,,,,,,,,,,
1024052,Payns,Wind,20,Payns,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.3756,3.9579,,,,,,,,,,
1024057,Courcelles-sur-Aire,Wind,20,Courcelles-sur-Aire,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,48.9405,5.23356,,,,,,,,,,
1024053,Fierville-Bray,Wind,20,Fierville-Bray,Onshore Wind,,,,,,Open Power System Data,http://data.open-power-system-data.org/renewable_power_plants/2016-10-21/,,,,,,,Operating,France,,49.0649,-0.17903,,,,,,,,,,
