PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant type,Commissioning Year,Units,Owner,Annual Generation (GWh),Other,Source,URL,Source 2,URL 2,Efficiency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal Code,Cooling Type,Cooling Source,Grid Connection,Natural_Language,CO2_annual_reported,CO2_specific_emissions_tCO2/MWh
1023164,Bonthe Works,Diesel,23,,,,,Sierra Rutile Limited,,,Sierra Rutile,http://www.sierra-rutile.com/existing-operations.aspx,EcoRex,http://www.ecowrex.org/resources/energy_generators?title_field_value=&&&&&items_per_page=20&page=5,,,,,,,Operating,Sierra Leone,,7.76751200000,-12.29306000000,,,,,,,,,,
1023165,Bumbuna Dam,Hydro,50,,,,,,,,African Development Bank Group,http://infrastructureafrica.org/documents/tools/list/arcgis-shape-files,EcoRex,http://www.ecowrex.org/resources/energy_generators?title_field_value=&&&&&items_per_page=20&page=5,,,,,,,Operating,Sierra Leone,,9.07126600000,-11.72288300000,,,,,,,,,,
1023166,Kingtom,Diesel,53,,,,,,,,African Development Bank Group,http://infrastructureafrica.org/documents/tools/list/arcgis-shape-files,EcoRex,http://www.ecowrex.org/resources/energy_generators?title_field_value=&&&&&items_per_page=20&page=5,,,,,,,Operating,Sierra Leone,,8.49290000000,-13.24740000000,,,,,,,,,,
