PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant type,Age,Units,Owner,Annual Generation (GWh),Other,Source,URL,Efficiency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal Code,Cooling Type,Cooling Source,Grid Connection,Natural_Language,CO2_annual_reported,CO2_specific_emissions_tCO2/MWh
1018717,Çan Termik Santrali,Lignite Coal,320,Çanakkale,Sub-critical thermal,,,EÜAŞ,"1,605",Lignite Coal,Enerji Atlasi,http://www.enerjiatlasi.com/komur/18-mart-can-termik-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018718,Çatalağzı,Coal,300,"Zonguldak, Kilimli",Sub-critical thermal,,,Bereket Enerji,"1,861",Hard Coal,Enerji Atlasi,http://www.enerjiatlasi.com/komur/catalagzi-cates-termik-santrali.html,,,,,,,,Turkey,,41.514191,31.908894,,,,,,,,,,
1018922,Borçka Dam,Hydro,300,Artvin,Dam with Reservoir,1999-2006,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,,,,,,,,,,,,
1018953,Sir,Hydro,284,Ceyhan,Dam with Reservoir,1987-1991,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,37.500853,36.596696,,,,,,,,,,
1018930,Gökçekaya Dam,Hydro,278,Eskişehir,Dam with Reservoir,1967-1972,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,40.033202,31.015965,,,,,,,,,,
1018719,Aksa Bolu Göynük Termik Santrali,Coal,270,"Bolu, Göynük",Sub-critical thermal,,,Aksa Enerji,"1,151",Lignite Coal,Enerji Atlasi,http://www.enerjiatlasi.com/komur/aksa-bolu-goynuk-termik-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018769,Aliağa Çakmaktepe Doğalgaz Termik Santrali,Natural Gas,268,İzmir,CCGT,,,Çakmaktepe Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018770,Bosen Bursa Doğalgaz Santrali,Natural Gas,264,Bursa,CCGT,,,Bosen Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,40.237743,28.953365,,,,,,,,,,
1018771,Gebze Dilovası DGKÇ Santrali,Natural Gas,253,Kocaeli,CCGT,,,Çolakoğlu Şirketler Grubu,"1,832",,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/ova-elektrik-gebze-dogalgaz-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018772,Mersin Soda Sanayii Termik Santrali,Natural Gas,252,Mersin,CCGT,,,Şişecam Elektrik Üretim,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018946,Menzelet Dam,Hydro,248,Kahramanmaraş,Dam with Reservoir,1980-1989,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,37.676561,36.850517,,,,,,,,,,
1018773,Habaş Aliağa Doğalgaz Termik Santrali,Natural Gas,240,İzmir,CCGT,,,Habaş Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018821,Soma,Wind,240,,Onshore Wind,2007-2014,,,474,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/soma-ruzgar-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018720,İskenderun Demir Çelik Termik Santrali,Coal,220,Hatay,Sub-critical thermal,,,İskenderun Demir Çelik,767,Hard Coal,Enerji Atlasi,http://www.enerjiatlasi.com/komur/iskenderun-demir-celik-termik-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018721,Orhaneli,Lignite Coal,210,"Bursa, Orhaneli",Sub-critical thermal,,,EÜAŞ,"1,003",Lignite Coal,Enerji Atlasi,http://www.enerjiatlasi.com/komur/orhaneli-termik-santrali.html,,,,,,,,Turkey,,39.951465,28.870858,,,,,,,,,,
1018948,Obruk Dam,Hydro,202,Obruk,Dam with Reservoir,1996-2007,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,,,,,,,,,,,,
1018918,Batman Dam,Hydro,198,Batman,Dam with Reservoir,1989-1999,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,38.160165,41.202643,,,,,,,,,,
1018938,Karkamış Dam,Hydro,192,Kahramanmaraş,Dam with Reservoir,2000,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,36.869658,38.030722,,,,,,,,,,
1018722,Çolakoğlu Termik Santrali,Coal,190,"Kocaeli, Gebze",Sub-critical thermal,,,Çolakoğlu Metalurji,"1,425",Imported Coal,Enerji Atlasi,http://www.enerjiatlasi.com/komur/colakoglu-termik-santrali.html,,,,,,,,Turkey,,39.628912,29.462923,,,,,,,,,,
1018774,Esenyurt Doğalgaz Termik Santrali,Natural Gas,189,İstanbul,CCGT,,,American Edison Mission Energy,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018775,Aliağa Doğalgaz Çevrim Santrali,Natural Gas,180,İzmir,CCGT,,,EÜAŞ,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018695,KARKEY (SİLOPİ),Fuel Oil,171.9,,,,1,,,,Enerji Atlasi,http://www.enerjiatlasi.com/cesitli/,,,,,,,,Turkey,,,,,,,,,,,,,
1018950,Özlüce Dam,Hydro,170,Bingöl,Dam with Reservoir,1992-2000,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,,,,,,,,,,,,
1018925,Çatalan Dam,Hydro,169,Adana,Dam with Reservoir,1982-1987,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,37.036846,35.34143,,,,,,,,,,
1018776,Kırklareli Termik Santrali,Natural Gas,164,Kırklareli,CCGT,,,Alarko Enerji,384,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/kirklareli-termik-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018780,Kırklareli Lüleburgaz Termik Santrali,Natural Gas,164,Kırklareli,CCGT,,,Zorlu Enerji,804,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/kirklareli-luleburgaz-dogalgaz-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018777,Zorlu Enerji Kayseri Doğalgaz Santrali,Natural Gas,163,Kayseri,CCGT,,,Zorlu Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018699,Samsun1-2,Fuel Oil,162.6,,,,1,,,,Enerji Atlasi,http://www.enerjiatlasi.com/cesitli/,,,,,,,,Turkey,,41.240809,36.456986,,,,,Once Through,Black Sea,,,,
1018952,Sarıyar Dam,Hydro,160,Ankara,Dam with Reservoir,1950-1956,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,40.039994,31.414433,,,,,,,,,,
1018931,H Polatkan/Sanyar,Hydro,160,,Dam with Reservoir,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,,,,,,,,,,,,
1018929,Gezende Dam,Hydro,159,İçel,Dam with Reservoir,1979-1990,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,36.528476,33.194298,,,,,,,,,,
1018778,Entek Doğalgaz Termik Santrali,Natural Gas,157,Kocaeli,CCGT,,,Koç Holding,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018822,Geycek,Wind,150,Kirsehir Mucur,Onshore Wind,2013-2014,,,237,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/geycek-ruzgar-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018779,Şanlıurfa OSB Enerji Santrali,Natural Gas,146,"Şanlıurfa, Merkez",,,,Aksa Enerji,708,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/sanliurfa-osb-enerji-santrali.html,,,,,,,,Turkey,,37.110276,38.652038,,,,,,,,,,
1018723,Yunus Emre Termik Santrali,Lignite Coal,145,"Eskisehir, Mihaliccik",Sub-critical thermal,,,Naskan Energy,"1,050",Lignite Coal,Enerji Atlasi,http://www.enerjiatlasi.com/komur/yunus-emre-termik-santrali.html,,,,,,,,Turkey,,39.983928,31.634858,,,,,,,,,,
1018781,Entek Bursa Doğalgaz Termik Santrali,Natural Gas,143,Bursa,CCGT,,,Koç Holding,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018782,Aksa Akrilik Kimya Doğalgaz Termik Santrali,Natural Gas,143,Yalova,CCGT,,,Aksa Akrilik Kimya,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018823,Balikesir,Wind,143,"Balıkesir, Kepsut",Onshore Wind,2009,,,375,,Enerji Atlasi,https://drive.google.com/file/d/0B47ZSAUzDND1cm8tN2lOVWR0eVU/view,,,,,,,,Turkey,,,,,,,,,,,,,
1018783,Manisa OSB Kojenerasyon Santralı,Natural Gas,140,Manisa,CCGT,,,MOSB Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018915,Aslantaş Dam,Hydro,138,Osmaniye,Dam with Reservoir,1975-1984,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,40.936818,36.64913,,,,,,,,,,
1018691,Asfaltit Copy,Fuel Oil,135,,,,1,,,,Enerji Atlasi,http://www.enerjiatlasi.com/cesitli/,,,,,,,,Turkey,,,,,,,,,,,,,
1018825,Osmaniye,Wind,135,,Onshore Wind,2009-2010,,,334,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/osmaniye-gokcedag-ruzgar-santrali.html,,,,,,,,Turkey,,37.174142,36.613702,,,,,,,,,,
1018784,Enerjisa Adana Doğalgaz Santrali,Natural Gas,131,Adana,CCGT,,,Enerjisa Elektrik,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018694,F.O.2011-2012,Fuel Oil,129.3,,,,1,,,,Enerji Atlasi,http://www.enerjiatlasi.com/cesitli/,,,,,,,,Turkey,,,,,,,,,,,,,
1018933,Hirfanlı Dam,Hydro,128,Kırşehir,Dam with Reservoir,1953-1959,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,39.273147,33.518413,,,,,,,,,,
1018785,Çay DGKÇS,Natural Gas,126,Afyonkarahisar,CCGT,,,Yıldızlar SSS Holding,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018786,Bilecik DGKÇS,Natural Gas,126,Bilecik,CCGT,,,Yıldızlar SSS Holding,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018941,Kılıçkaya Dam,Hydro,124,Sivas,Dam with Reservoir,1980-1990,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,40.2419787,38.1859016,,,,,,,,,,
1018787,Modern Enerji Çorlu Doğalgaz Termik Santrali,Natural Gas,124,Tekirdağ,CCGT,,,Eren Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018788,Nuh Enerji Kocaeli Doğalgaz Santrali,Natural Gas,120,Kocaeli,CCGT,,,Nuh Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018826,Karaburun,Wind,120,,Onshore Wind,2013,,,288,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/karaburun-ruzgar-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018947,Muratlı Dam,Hydro,115,Artvin,Dam with Reservoir,1999-2005,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,,,,,,,,,,,,
1018789,Aksa Enerji Manisa Doğalgazlı Elektrik Santrali,Natural Gas,115,Manisa,CCGT,,,Aksa Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018790,Van Doğalgaz Çevrim Santrali,Natural Gas,115,Van,CCGT,,,Aksa Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018827,Dinar,Wind,115,,Onshore Wind,2013,,,166,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/dinar-ruzgar-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018954,Efeler,Geothermal,114,Aydin,,2014-2015,,Güriş Holding,482,,Enerji Atlasi,http://www.enerjiatlasi.com/jeotermal/efeler-jeotermal-enerji-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018828,Samli,Wind,114,,Onshore Wind,2008-2010,,,326,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/samli-ruzgar-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018690,Aksa-Habaş Izmir+Sirnak+Bilecik+Mardin,Fuel Oil,111,,,,1,,,,Enerji Atlasi,http://www.enerjiatlasi.com/cesitli/,,,,,,,,Turkey,,,,,,,,,,,,,
1018928,Dicle Dam,Hydro,110,Diyarbakir,Dam with Reservoir,1986-1997,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,38.348001,40.019739,,,,,,,,,,
1018829,SahRES,Wind,105,,Onshore Wind,2011-2013,,Doğan Enerji,308,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/sah-ruzgar-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018943,Kralkizi,Hydro,95,,Dam with Reservoir,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,,,,,,,,,,,,
1018791,Antalya OSB Doğalgaz Santrali,Natural Gas,94,Antalya,CCGT,,,Enda Enerji,675,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/antalya-osb-dogalgaz-termik-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018942,Koklucie,Hydro,90,,Dam with Reservoir,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,,,,,,,,,,,,
1018792,Zorlu Enerji Bursa Doğalgaz Santrali,Natural Gas,90,Bursa,,,,Zorlu Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018830,Bergama Rüzgar ,Wind,90,,Onshore Wind,2007,,,265,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/bergama-ruzgar-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018824,Bandırma Kurşunlu,Wind,87,,Onshore Wind,2006-2014,,,220,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/bandirma-kursunlu-res.html,,,,,,,,Turkey,,40.280171,28+28+,,,,,,,,,,
1018955,Kizildere 2,Geothermal,80,Denizli,,2013,,Zorlu Enerji,426,,Enerji Atlasi,http://www.enerjiatlasi.com/jeotermal/zorlu-enerji-kizildere-2-jeotermal-enerji-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018936,Karacoaren I and II,Hydro,79,,Dam with Reservoir,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,,,,,,,,,,,,
1018831,Kangal Rüzgar,Wind,78,,Onshore Wind,2014,,,144,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/kangal-ruzgar-santrali-res.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018940,Kesikkopru,Hydro,76,Ankara,Dam with Reservoir,1966,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,,,,,,,,,,,,
1018911,Ziyaret,Wind,75,,Onshore Wind,2010-2014,,,238,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/ziyaret-ruzgar-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018832,Aksu,Wind,72,,Onshore Wind,2012,,,175,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/aksu-ruzgar-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018793,Sönmez Elektrik Uşak Doğalgaz Santrali,Natural Gas,71,Uşak,,,,Sönmez Elektrik Üretim,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018794,Marmara Pamuklu Mensucat Termik Santrali,Natural Gas,70,Tekirdağ,,,,Marmara Pamuklu Mensucat,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018951,S Ugurlu,Hydro,69,,Dam with Reservoir,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,,,,,,,,,,,,
1018956,Pamukören,Geothermal,68,Aydin,,2014,,Çelikler Enerji,179,,Enerji Atlasi,http://www.enerjiatlasi.com/jeotermal/pamukoren-jeotermal-enerji-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018833,Poyraz Rüzgar,Wind,67,,Onshore Wind,2012,,,138,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/poyraz-ruzgar-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018795,Çanakkale Doğalgaz Santrali,Natural Gas,65,Çanakkale,,,,Enerjisa Elektrik,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018834,Senbuk,Wind,65,,Onshore Wind,2010-2014,,,,,TWEA (Turkish Wind Energy Association),https://drive.google.com/file/d/0B47ZSAUzDND1cm8tN2lOVWR0eVU/view,,,,,,,,Turkey,,,,,,,,,,,,,
1018796,Çebi Enerji Tekirdağ Doğalgaz Santrali,Natural Gas,64,Tekirdağ,,,,Çebi Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018797,Mersin Doğalgaz Santrali,Natural Gas,63,Mersin,,,,Enerjisa Elektrik,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018912,Adiguzel,Hydro,62,Denzili,Dam with Reservoir,1976-1989,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,,,,,,,,,,,,
1018798,Delta Termik Santrali,Natural Gas,60,Kırklareli,,,,Palmet Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018799,Uğur Enerji Çerkezköy OSB Üretim Santrali,Natural Gas,60,Tekirdağ,,,,Uğur Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018835,Çatalca,Wind,60,,Onshore Wind,2008,,,180,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/catalca-ruzgar-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018836,Sebenoba,Wind,60,,Onshore Wind,,,,135,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/sebenoba-res.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018837,Süloğlu,Wind,60,,Onshore Wind,2014,,,164,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/suloglu-res.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018838,Susurluk,Wind,60,,Onshore Wind,2012,,,145,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/susurluk-ruzgar-santrali-res.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018839,Yuntdag,Wind,60,,Onshore Wind,2011-2014,,,187,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/yuntdag-ruzgar-santrali-res.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018800,Eskişehir OSB Termik Santrali,Natural Gas,59,Eskişehir,,,,Eskişehir Endüstriyel Elektrik,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018840,Çerçikaya,Wind,57,,Onshore Wind,,,,186,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/cercikaya-res.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018869,Edincik,Wind,56.4,,Onshore Wind,2013-2014,,,90,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/edincik-res.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018801,Çorlu Doğalgaz Termik Santrali,Natural Gas,56,Tekirdağ,,,,Can Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018841,Sayalar,Wind,54.2,,Onshore Wind,2008-2013,,,92,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/sayalar-ruzgar-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018935,Kapulukaya,Hydro,54,Kirikkale,Dam with Reservoir,1979-1989,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,,,,,,,,,,,,
1018842,USak,Wind,54,,Onshore Wind,2013,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/,,,,,,,,Turkey,,,,,,,,,,,,,
1018843,Kavakli,Wind,52,,Onshore Wind,2014,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/,,,,,,,,Turkey,,,,,,,,,,,,,
1018844,Duzova,Wind,51.5,,Onshore Wind,2009-2013,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/,,,,,,,,Turkey,,,,,,,,,,,,,
1018725,Polat Termki Santrali,Coal,51,"Kütahya, Tavşanlı",Sub-critical thermal,,,Polat Elektrik Üretim,357,Lignite Coal,Enerji Atlasi,http://www.enerjiatlasi.com/komur/polat-termik-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018802,Çerkezköy Enerji Kojenerasyon Santrali,Natural Gas,51,Tekirdağ,,,,Çerkezköy Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018693,EÜAS Hopa Termik Sant. Artvin,Fuel Oil,50,,,,1,,,,Enerji Atlasi,http://www.enerjiatlasi.com/cesitli/,,,,,,,,Turkey,,,,,,,,,,,,,
1018724,Kütahya,Lignite Coal,50,Karabük,Sub-critical thermal,,,Kardemir A.Ş.,365,,Enerji Atlasi,http://www.enerjiatlasi.com/komur/karabuk-demir-celik-termik-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018845,Balabani,Wind,50,,Onshore Wind,2011,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/,,,,,,,,Turkey,,41.071018,27.646543,,,,,,,,,,
1018846,Hasanbeyli,Wind,50,,Onshore Wind,2014,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/,,,,,,,,Turkey,,,,,,,,,,,,,
1018847,Zeytineli,Wind,50,,Onshore Wind,2013,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/,,,,,,,,Turkey,,,,,,,,,,,,,
1018945,Manavgat,Hydro,48,,Dam with Reservoir,,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/hidroelektrik/,,,,,,,,Turkey,,,,,,,,,,,,,
1018848,Belen,Wind,48,,Onshore Wind,2009-2012,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/,,,,,,,,Turkey,,,,,,,,,,,,,
1018957,Galip Hoca Germencik,Geothermal,47,Aydin,,2009,,Güriş Holding,314,,Enerji Atlasi,http://www.enerjiatlasi.com/jeotermal/germencik-jeotermal-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018849,Canta,Wind,47,,Onshore Wind,2013-2014,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/,,,,,,,,Turkey,,,,,,,,,,,,,
1018850,Mersin Mut,Wind,47,,Onshore Wind,2010-2013,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/,,,,,,,,Turkey,,,,,,,,,,,,,
1018958,Alaşehir,Geothermal,45,Manisa,,2015,,Zorlu Enerji,300,,Enerji Atlasi,http://www.enerjiatlasi.com/jeotermal/zorlu-alasehir-jeotermal-enerji-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018851,AKRES,Wind,45,,Onshore Wind,2000,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/,,,,,,,,Turkey,,,,,,,,,,,,,
1018852,Silivri,Wind,45,,Onshore Wind,2014,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/,,,,,,,,Turkey,,,,,,,,,,,,,
1018959,Maren,Geothermal,44,Aydin,,2014,,Kipaş Holding Enerji Grubu,260,,Enerji Atlasi,http://www.enerjiatlasi.com/jeotermal/maren-jeotermal-enerji-santrali.html,,,,,,,,Turkey,,,,,,,,,,,,,
1018853,Kangal,Wind,44,,Onshore Wind,2014,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/,,,,,,,,Turkey,,,,,,,,,,,,,
1018803,Kemalpaşa Doğalgaz Termik Santrali,Natural Gas,43,İzmir,,,,Karadeniz Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018804,Ostim Doğalgaz Çevrim Santrali,Natural Gas,41,Ankara,,,,Ayen Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018854,Amasya,Wind,40,,Onshore Wind,2008,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/,,,,,,,,Turkey,,,,,,,,,,,,,
1018855,Metristepe,Wind,40,,Onshore Wind,2011,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/,,,,,,,,Turkey,,,,,,,,,,,,,
1018856,Tokat,Wind,40,,Onshore Wind,2011,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/,,,,,,,,Turkey,,40.182424,27.6896,,,,,,,,,,
1018805,Bilecik Doğalgaz Santrali,Natural Gas,39,Bilecik,,,,Tekno Enerji,,,Enerji Atlasi,http://www.enerjiatlasi.com/dogalgaz/,,,,,,,,Turkey,,,,,,,,,,,,,
1018857,Dagpazan,Wind,39,,Onshore Wind,2011,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/,,,,,,,,Turkey,,,,,,,,,,,,,
1018858,Mare Manastir,Wind,39,,Onshore Wind,2006-2007,,,,,Enerji Atlasi,http://www.enerjiatlasi.com/ruzgar/,,,,,,,,Turkey,,,,,,,,,,,,,
