PowerWatch ID,Name,Fuel,Capacity (MW),Location,Plant type,Age,Units,Owner,Annual Generation (GWh),Other,Source,URL,Efficiency,Fuel Consumption (gm/kWh),Peak Load MW,Load Factor,Capacity Factor,Availability,Status,Country,Grid Balancing Area,Latitude,Longitude,Secondary Fuel,Address,Town,Postal Code,Cooling Type,Cooling Source,Grid Connection,Natural_Language,CO2_annual_reported,CO2_specific_emissions_tCO2/MWh
1002026,Port of Spain,Oil,260,Port of Spain,Sub-critical thermal,1965-1974,"2x50, 2x80,",Power Generation Company of Trinidad and Tobago,,,Power Generation Company of Trinidad and Tobago,http://www.powergen.co.tt/Power/Port-of-Spain,,,,,,,Operating,Trinidad and Tobago,,10.656453,-61.518246,Natural Gas,Wrightson Road,Port of Spain,,Recirculating Cooling,,,,,
1002028,Point Lisas,Natural Gas,852,Couva,OCGT,1999,"4x88, 2x20, 4x62.5, 2x105",Power Generation Company of Trinidad and Tobago,,,Power Generation Company of Trinidad and Tobago,http://www.powergen.co.tt/Power/History-of-Power-Stations/Point-Lisas,,,,,,,Operating,Trinidad and Tobago,,10.418799,-61.485507,,,"Exchange Lots, Trinidad",,Recirculating Cooling,,,,,
1002029,Penal,Natural Gas,236,Syne Village,CCGT,1950-1985,,Power Generation Company of Trinidad and Tobago,,,Power Generation Company of Trinidad and Tobago,http://www.powergen.co.tt/Power/History-of-Power-Stations/Penal,,,,,,,Operating,Trinidad and Tobago,,10.147617,-61.474725,,,,,Recirculating Cooling,Cooling Pond,,,,
1002030,Scarborough,Diesel,11,Scarborough,Diesel Engine,,1x11,Power Generation Company of Trinidad and Tobago,,,Trinidad and Tobago Energy Agency,http://www.energy.gov.tt/our-business/electric-power/,,,,,,,Operating,Trinidad and Tobago,,11.184735,-60.737827,,Darrel Spring West Road,"Scarborough, Western Tobago",,Recirculating Cooling,,,,,
1002031,Union Estate Power Station,Natural Gas,720,La Brea,CCGT,2009,"6x75, 2x135",Trinidad Generation Unlimited,,,Trinidad and Tobago Energy Agency,http://www.energy.gov.tt/our-business/electric-power/,,,,,,,Operating,Trinidad and Tobago,,10.217083,-61.625418,,Main Access Road,"Siparia, Trinidad",,Dry Cooling,Piria Bay,,,,
1002032,Cove Power Station,Natural Gas,65.6,Lowlands,OCGT,2009,4x16.4,Trinidad and Tobago Energy Company,,,Trinidad and Tobago Energy Agency,http://www.energy.gov.tt/our-business/electric-power/,,,,,,,Operating,Trinidad and Tobago,,11.142477,-60.791321,,Claude Noel Highway,"Lowlands, West Tobago",,Recirculating Cooling,,,,,
